,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
8380,2,di napoli arturo,messina,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
5741,2,gobbi massimo,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
835,2,angelo mariano,lecce,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7132,2,simplicio fabio,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4924,2,d'agostino gaetano,messina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2980,2,paci massimo,ascoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8405,2,di natale antonio,udinese,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4921,2,cristiano domenico,ascoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5485,2,fiore stefano,fiorentina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8569,2,gilardino alberto,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2835,2,moro fabio,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
559,2,mirante antonio,siena,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,2005-06
5725,2,giunti federico,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5172,2,diana aimo,sampdoria,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4907,2,cozza francesco,reggina,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,2005-06
7503,2,vieira patrick,juventus,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,2005-06
2998,2,pancaro giuseppe,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2421,2,kovac robert,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7492,2,vidigal jose',udinese,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5448,2,fini michele,ascoli,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
460,2,frey sebastian,fiorentina,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,2005-06
650,2,peruzzi angelo,lazio,P,6.5,7.5,-1.0,0.0,0.0,0.0,0.0,2005-06
320,2,de lucia alfonso,parma,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1317,2,cassetti marco,lecce,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1131,2,cafu marcos,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7377,2,vannucchi ighli,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6663,2,parola andrea,ascoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4143,2,almiron sergio,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4128,2,alberto nieto,siena,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1910,2,diamoutene souleymane,lecce,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1159,2,candela vincent,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
147,2,berti gianluca,empoli,P,1.0,5.0,-4.0,0.0,0.0,0.0,0.0,2005-06
9373,2,suazo david,cagliari,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
4092,2,abeijon nelson,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
4080,2,zoro kpolo,messina,D,8.5,6.0,3.0,-0.5,0.0,0.0,0.0,2005-06
1898,2,di loreto marco,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9418,2,tavano francesco,empoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6696,2,parravicini francesco,treviso,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3531,2,siviglia sebastiano,lazio,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
1869,2,dellafiore hernan paolo,treviso,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1185,2,canini michele,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3545,2,stam jaap,milan,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6771,2,perrotta simone,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6581,2,pandev goran,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1953,2,domizzi maurizio,ascoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4191,2,ambrosini massimo,milan,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,2005-06
7895,2,bogdani erjon,siena,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4387,2,bonanni massimo,palermo,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
2035,2,favalli giuseppe,inter,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6450,2,mutarelli massimo,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
219,2,campagnolo andrea,cagliari,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7960,2,bonazzoli emiliano,sampdoria,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
3371,2,rullo erminio,lecce,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4362,2,bolano jorge eladio,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1641,2,couto fernando,parma,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2012,2,falsini gianluca,siena,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4037,2,zenoni cristian,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9295,2,sculli giuseppe,messina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6491,2,nedved pavel,juventus,C,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
9311,2,serafini matteo,empoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4265,2,baronio roberto,lazio,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7943,2,bojinov valeri,fiorentina,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
6530,2,obodo chris,udinese,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
9323,2,shevchenko andriy,milan,A,11.0,7.0,3.0,0.0,0.0,0.0,1.0,2005-06
4252,2,barone simone,palermo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6555,2,palombo angelo,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7036,2,seedorf clarence,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7458,2,veron juan sebastian,inter,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
229,2,carini fabian,cagliari,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,2005-06
7017,2,santana mario alberto,palermo,C,7.0,6.5,0.0,-0.5,0.0,0.0,1.0,2005-06
3561,2,stendardo guglielmo,lazio,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3865,2,zaccardo cristian,palermo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
1448,2,coda andrea,empoli,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
7668,2,zenoni damiano,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1728,2,cufre' leandro damian,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7609,2,volpi sergio,sampdoria,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
6945,2,rui costa manuel,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9577,2,vucinic mirko,lecce,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3804,2,viali william,treviso,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1714,2,cudini mirko,ascoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7643,2,zanini nicola,ascoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3696,2,tudor igor,siena,D,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,2005-06
6964,2,ruotolo gennaro,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9600,2,zalayeta marcelo,juventus,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3698,2,ujfalusi tomas,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1284,2,carbone francesco,ascoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3778,2,vargas jorge,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9605,2,zampagna riccardo,messina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
10,2,abbiati christian,juventus,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6983,2,sammarco paolo,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3653,2,tosto vittorio,ascoli,D,4.0,5.0,0.0,-1.0,0.0,0.0,0.0,2005-06
1250,2,cannavaro paolo,parma,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6905,2,pizarro david,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7429,2,vergassola simone,siena,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9482,2,toni luca,fiorentina,A,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,2005-06
7746,2,amauri carvalho,chievo,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4012,2,ze' maria ferreira jose',inter,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,2005-06
96,2,antonioli francesco,sampdoria,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,2005-06
1799,2,de rosa gaetano,reggina,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3581,2,stovini lorenzo,lecce,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9501,2,totti francesco,roma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3989,2,zauri luciano,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6842,2,pinga andre',treviso,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6813,2,pinardi alex,lecce,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1426,2,coco francesco,livorno,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1778,2,dainelli dario,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9519,2,trezeguet david,juventus,A,13.5,7.5,6.0,0.0,0.0,0.0,0.0,2005-06
1235,2,cannavaro fabio,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6886,2,pirlo andrea,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3902,2,zanchi marco,messina,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1757,2,d'anna lorenzo,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7703,2,adriano leite ribeiro,inter,A,5.5,4.5,0.0,0.0,0.0,0.0,1.0,2005-06
3879,2,zambrotta gianluca,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
54,2,amelia marco,livorno,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3606,2,terlizzi christian,palermo,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2005-06
1068,2,bonera daniele,parma,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2717,2,materazzi marco,inter,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3236,2,portanova daniele,siena,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9079,2,pellissier sergio,chievo,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8083,2,cassano antonio,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4484,2,brocchi cristian,fiorentina,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
6316,2,morfeo domenico,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
951,2,barzagli andrea,palermo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6272,2,mesto giandomenico,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9166,2,reginaldo ferreira,treviso,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4634,2,camoranesi mauro,juventus,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
9126,2,quagliarella fabio,ascoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8087,2,cavalli simone,reggina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7340,2,tonetto max,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6249,2,mauri stefano,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3267,2,pratali francesco,empoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9094,2,pisanu andrea,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4539,2,busce' antonio,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3210,2,pisano marco,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8167,2,corradi bernardo,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
311,2,curci gianluca,roma,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,2005-06
1401,2,chivu cristian,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6155,2,manfredini christian,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8107,2,chiesa enrico,siena,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4406,2,bonetto riccardo,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
298,2,coppola ferdinando,ascoli,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6336,2,moro davide,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4573,2,cambiasso esteban,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2160,2,franceschini ivan,reggina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6143,2,mancini amantino,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1485,2,colonnese francesco,siena,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8097,2,ceravolo fabio,reggina,A,7.0,,0.0,0.0,0.0,0.0,1.0,2005-06
7068,2,semioli franco,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2211,2,galeoto francesco,treviso,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
972,2,bega francesco,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6374,2,morrone stefano,livorno,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
2188,2,galante fabio,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9053,2,pelle' graziano,lecce,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
354,2,de sanctis morgan,udinese,P,7.5,8.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8039,2,capone andrea,cagliari,A,6.5,6.0,0.0,-0.5,0.0,0.0,1.0,2005-06
9204,2,rigano' christian,empoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1624,2,cottafava marcello,treviso,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9233,2,rocchi tommaso,lazio,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8070,2,caracciolo andrea,palermo,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6084,2,lodi francesco,empoli,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
4671,2,carobbio filippo,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6437,2,muntari sulley ali,udinese,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
2071,2,felipe dalbelo,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4417,2,bresciano mark,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4640,2,camorani alfonso,lecce,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
3338,2,rezaei rahman,messina,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4680,2,centi luis fernando,livorno,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4468,2,brighi matteo,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8225,2,cozzolino giuseppe,lecce,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4692,2,cesar prates,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
