,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
4885,26,brozovic m,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4096,26,veseli f,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8133,26,taider s,bologna,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
247,26,gabriel v,cagliari,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
7896,26,saponara r,fiorentina,C,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17
10473,26,schick p,sampdoria,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3501,26,radu s,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2977,26,masina a,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3258,26,olivera m,fiorentina,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3532,26,regini v,sampdoria,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4144,26,wallace,lazio,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
347,26,karnezis o,udinese,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
6400,26,kiyine s,chievo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
412,26,mirante a,bologna,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
7374,26,pasalic m,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4589,26,barreto e,sampdoria,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10592,26,thiam m,empoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4363,26,anderson f,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
365,26,lamanna e,genoa,P,3.5,4.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
3006,26,mbaye i,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10396,26,salah m,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7508,26,pjanic m,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7744,26,rincon t,juventus,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7755,26,rizzo l,bologna,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4766,26,bertolacci a,milan,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7921,26,sosa j,milan,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
779,26,viviano e,sampdoria,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
4958,26,buchel m,empoli,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3420,26,peres b,roma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4535,26,barberis a,crotone,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8737,26,callejon j,napoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10544,26,simy,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
316,26,hart j,torino,P,5.5,7.5,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17
4637,26,baselli d,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
210,26,donnarumma g,milan,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
8170,26,tello c,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7229,26,ntcham o,genoa,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
429,26,neto n,juventus,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
2909,26,martella b,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4280,26,zukanovic e,atalanta,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5179,26,cristante b,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7807,26,rohden m,crotone,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
839,26,acerbi f,sassuolo,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8782,26,caprari g,pescara,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10518,26,simeone g,genoa,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4235,26,zappacosta d,torino,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4224,26,zapata c,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10186,26,petagna a,atalanta,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3280,26,paletta g,milan,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7583,26,praet d,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8366,26,verdi s,bologna,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3808,26,samir,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4161,26,widmer s,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
743,26,tatarusanu c,fiorentina,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17
2955,26,masiello a,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5162,26,crisetig l,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4196,26,zampano f,pescara,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3309,26,pasqual m,empoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3774,26,salcedo c,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7480,26,perotti d,roma,C,8.5,6.5,3.0,0.0,0.0,2.0,0.0,0.0,2016-17
3470,26,pisacane f,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
259,26,handanovic s,inter,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2016-17
7848,26,sanchez c,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8397,26,verre v,pescara,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
858,26,adnan a,udinese,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
3380,26,peluso f,sassuolo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
3741,26,rugani d,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4087,26,vermaelen t,roma,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7320,26,paredes l,roma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6300,26,joao pedro,cagliari,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
10418,26,sallai r,palermo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3147,26,munoz e,genoa,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3997,26,toloi r,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5061,26,cataldi d,genoa,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
871,26,ajeti a,torino,D,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3346,26,patric,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4490,26,badu e,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3164,26,murillo j,inter,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
4939,26,bruno a,pescara,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7684,26,rigoni l,genoa,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8594,26,belotti a,torino,A,10.0,7.0,6.0,0.0,0.0,-3.0,0.0,0.0,2016-17
3971,26,sunjic t,palermo,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3720,26,rudiger a,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8036,26,sturaro s,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8480,26,acosty b,crotone,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
3199,26,murru n,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3701,26,rossettini l,torino,D,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7345,26,parolo m,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8088,26,taarabt a,genoa,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5029,26,castro l,chievo,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
4530,26,banega e,inter,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8014,26,strootman k,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8551,26,bacca c,milan,A,7.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2016-17
4684,26,benali a,pescara,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3935,26,spolli n,chievo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8585,26,balogh n,palermo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3655,26,rosi a,crotone,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7555,26,politano m,sassuolo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3950,26,stendardo g,pescara,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8067,26,suso,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4708,26,benassi m,torino,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8449,26,zielinski p,napoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
878,26,albiol r,napoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8655,26,borriello m,cagliari,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
795,26,abate i,milan,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3096,26,moretti e,torino,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10571,26,thereau c,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3244,26,oikonomou m,bologna,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7961,26,spinazzola l,atalanta,C,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7430,26,perisic i,inter,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
4071,26,vangioni l,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8432,26,viviani f,bologna,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
3871,26,silvestre m,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3585,26,rispoli a,palermo,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4824,26,birsa v,chievo,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
7279,26,padoin s,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5115,26,cigarini l,sampdoria,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
4409,26,aquilani a,sassuolo,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8692,26,boy� l,torino,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4580,26,barella n,cagliari,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5102,26,chochev i,palermo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3612,26,rodriguez g,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8634,26,berardi d,sassuolo,A,2.0,5.5,0.0,-0.5,0.0,-3.0,0.0,0.0,2016-17
4029,26,tomovic n,fiorentina,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4039,26,torosidis v,bologna,D,4.5,5.5,0.0,0.0,-1.0,0.0,0.0,0.0,2016-17
7989,26,stoian a,crotone,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
6410,26,kondogbia g,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10151,26,perica s,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3895,26,skriniar m,sampdoria,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6339,26,kessi� f,atalanta,C,4.5,5.5,0.0,0.0,-1.0,0.0,0.0,0.0,2016-17
7401,26,pellegrini l,sassuolo,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8288,26,valero borja,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7423,26,pepe s,pescara,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7534,26,poli a,milan,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10453,26,sau m,cagliari,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4446,26,badelj m,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4967,26,candreva a,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1114,26,astori d,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5930,26,grassi a,atalanta,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6705,26,linetty k,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9119,26,falcinelli d,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10341,26,ragusa a,sassuolo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5903,26,gomez a,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
533,26,reina p,napoli,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17
5475,26,di gennaro d,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1606,26,ceccherini f,crotone,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6259,26,joao mario,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2399,26,gobbi m,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
637,26,sorrentino s,chievo,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
9990,26,ocampos l,milan,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5509,26,diamanti a,palermo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7014,26,milinkovic s,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6741,26,ljajic a,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2351,26,ghoulam f,napoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5516,26,diawara a,napoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9190,26,gabriel b,inter,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
138,26,cordaz a,crotone,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17
2330,26,gazzola m,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1559,26,capuano m,cagliari,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10261,26,pucciarelli m,empoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5434,26,dessena d,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
935,26,alex sandro,juventus,D,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
10203,26,petkovic b,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2603,26,isla m,cagliari,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5984,26,hamsik m,napoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9742,26,matos r,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6655,26,lazovic d,genoa,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5395,26,de rossi d,roma,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9019,26,dzeko e,roma,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1418,26,burdisso n,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9038,26,eder c,inter,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5842,26,gazzi a,palermo,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7080,26,morosini l,genoa,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1455,26,cacciatore f,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10251,26,pjaca m,juventus,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9710,26,marilungo g,empoli,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5941,26,gustafson s,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9699,26,mandzukic m,juventus,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1485,26,caldara m,atalanta,D,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2016-17
2522,26,hoedt w,lazio,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7063,26,mitrita a,pescara,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2498,26,helander f,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2541,26,hysaj e,napoli,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1705,26,cionek t,palermo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1723,26,coda a,pescara,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5819,26,gakp� s,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5746,26,fofana s,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5630,26,dzemaili b,bologna,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1876,26,dainelli d,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9445,26,insigne l,napoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5635,26,el kaddouri o,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2031,26,dos santos c,crotone,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6903,26,medel g,inter,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5705,26,fernandes b,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6847,26,marchisio c,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
987,26,alves b,cagliari,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
23,26,berisha e,atalanta,P,7.5,7.0,0.0,-0.5,0.0,0.0,0.0,1.0,2016-17
2003,26,dell'orco c,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1008,26,alves d,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9380,26,immobile c,lazio,A,8.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,2016-17
579,26,skorupski l,empoli,P,0.5,5.5,-2.0,0.0,0.0,0.0,-3.0,0.0,2016-17
2890,26,manolas k,roma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9410,26,inglese r,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5664,26,embalo c,palermo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6867,26,mauri j,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
114,26,consigli a,sassuolo,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
1898,26,danilo l,udinese,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2627,26,izzo a,genoa,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1845,26,d'ambrosio d,inter,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6815,26,lulic s,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6979,26,mertens d,napoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5545,26,diousse a,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9542,26,keita b,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1754,26,conti a,atalanta,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10314,26,quagliarella f,sampdoria,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
5806,26,gagliardini r,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6783,26,lukic s,torino,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9265,26,higuain g,juventus,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10642,26,trotta m,crotone,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6231,26,jankto j,udinese,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1032,26,andelkovic s,palermo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1789,26,costa a,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2165,26,felipe d,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5586,26,duncan a,sassuolo,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2142,26,fazio f,roma,D,7.0,7.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6943,26,memushaj l,pescara,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1819,26,crescenzi a,pescara,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9302,26,icardi m,inter,A,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
6474,26,krunic r,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5771,26,freuler r,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9514,26,kalinic n,fiorentina,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
10681,26,zapata d,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1975,26,de vrij s,lazio,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1298,26,bereszynsky b,sampdoria,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8972,26,dybala p,juventus,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1166,26,barreca a,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8831,26,chiesa f,fiorentina,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6504,26,kucka j,milan,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9831,26,meggiorini r,chievo,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
686,26,strakosha t,lazio,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
2822,26,maggio c,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6586,26,kurtic j,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6540,26,kums s,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8849,26,defrel g,sassuolo,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5333,26,de guzman j,chievo,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2709,26,krafth e,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9897,26,nalini a,crotone,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8940,26,djuricic f,sampdoria,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
53,26,bizzarri a,pescara,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17
6127,26,iago f,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2721,26,laurini v,empoli,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1225,26,basta d,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6070,26,hetemaj p,chievo,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9882,26,muriel l,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10234,26,pinilla m,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6189,26,izco m,chievo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6084,26,hiljemark o,genoa,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10366,26,ricci f,sassuolo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
476,26,posavec j,palermo,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
9851,26,milik a,napoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
