,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,5.5,-1.0,,,,,,,4.5,Atalanta,24,2016-17
1,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,24,2016-17
2,13,Caldara M.,Dif,D,6.5,,,,,,,,6.5,Atalanta,24,2016-17
3,24,Conti A.,Dif,D,7.5,1.0,,,,,,,10.5,Atalanta,24,2016-17
4,3,Toloi R.,Dif,D,5.5,,,,,,,,5.5,Atalanta,24,2016-17
5,27,Kurtic J.,Cen,C,6.0,,,,,,,,6.0,Atalanta,24,2016-17
6,19,Kessie F.,Cen,C,6.5,,,,,,,,6.5,Atalanta,24,2016-17
7,11,Freuler R.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,24,2016-17
8,10,Gomez A.,Tre,T,8.0,1.0,1.0,,,,,,12.0,Atalanta,24,2016-17
9,37,Spinazzola L.,Tre,T,7.0,,1.0,,,,,,8.0,Atalanta,24,2016-17
10,29,Petagna A.,Att,A,6.0,,,,,,,,6.0,Atalanta,24,2016-17
11,88,Grassi A.,Cen,C,,,,,,,,,,Atalanta,24,2016-17
12,6,Cristante B.,Cen,C,7.0,1.0,,,,,,,10.0,Atalanta,24,2016-17
0,1,Da Costa A.,Por,P,6.5,-3.0,,,,,,,3.5,Bologna,24,2016-17
1,20,Maietta D.,Dif,D,,,,,,,,,,Bologna,24,2016-17
2,25,Masina A.,Dif,D,5.5,,,,,,,,5.5,Bologna,24,2016-17
3,35,Torosidis V.,Dif,D,6.5,,,,,,1.0,,6.0,Bologna,24,2016-17
4,2,Oikonomou M.,Dif,D,6.0,,,,,,,,6.0,Bologna,24,2016-17
5,17,Donsah G.,Cen,C,5.5,,,,,,,,5.5,Bologna,24,2016-17
6,5,Pulgar E.,Cen,C,5.5,,,,,,,,5.5,Bologna,24,2016-17
7,31,Dzemaili B.,Cen,C,6.5,1.0,,,,,1.0,,9.0,Bologna,24,2016-17
8,9,Verdi S.,Tre,T,6.5,,1.0,,,,,,7.5,Bologna,24,2016-17
9,11,Krejci L.,Tre,T,5.5,,,,,,,,5.5,Bologna,24,2016-17
10,10,Destro M.,Att,A,6.0,,,,,,,,6.0,Bologna,24,2016-17
11,15,Mbaye I.,Dif,D,5.0,,,,,1.0,1.0,,2.5,Bologna,24,2016-17
12,14,Di Francesco F.,Tre,T,,,,,,,,,,Bologna,24,2016-17
13,19,Sadiq U.,Att,A,5.0,,,,,,,,5.0,Bologna,24,2016-17
0,1,Rafael A.,Por,P,5.0,-2.0,,,,,,,3.0,Cagliari,24,2016-17
