,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
4474,21,brozovic m,inter,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6589,21,pulgar e,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
79,21,buffon g,juventus,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17,,,,
2634,21,lukaku j,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2757,21,masiello a,atalanta,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6817,21,sanchez c,fiorentina,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
3652,21,skriniar m,sampdoria,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7754,21,destro m,bologna,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
1255,21,biraghi c,pescara,D,2.0,5.0,0.0,0.0,0.0,-3.0,0.0,0.0,2016-17,,,,
9597,21,thereau c,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3352,21,rodriguez g,fiorentina,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1119,21,barreca a,torino,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4365,21,biglia l,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9033,21,pandev g,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6571,21,praet d,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6602,21,quaison r,palermo,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
498,21,puggioni c,sampdoria,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5565,21,jorginho l,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1989,21,emerson,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7979,21,falcinelli d,crotone,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2041,21,fazio f,roma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
422,21,mirante a,bologna,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2016-17,,,,
