,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,5.0,-7.0,,,,,1.0,,-2.5,Atalanta,28,2016-17
1,13,Caldara M.,Dif,D,4.0,,,,,,,,4.0,Atalanta,28,2016-17
2,24,Conti A.,Dif,D,5.5,,,,,,,,5.5,Atalanta,28,2016-17
3,6,Zukanovic E.,Dif,D,4.0,,,,,,1.0,,3.5,Atalanta,28,2016-17
4,3,Toloi R.,Dif,D,4.0,,,,,,1.0,,3.5,Atalanta,28,2016-17
5,27,Kurtic J.,Cen,C,4.5,,,,,,1.0,,4.0,Atalanta,28,2016-17
6,19,Kessie F.,Cen,C,4.0,,,,,,,,4.0,Atalanta,28,2016-17
7,11,Freuler R.,Cen,C,5.5,1.0,,,,,,,8.5,Atalanta,28,2016-17
8,10,Gomez A.,Tre,T,5.5,,,,,,,,5.5,Atalanta,28,2016-17
9,37,Spinazzola L.,Tre,T,4.0,,,,,,,,4.0,Atalanta,28,2016-17
10,29,Petagna A.,Att,A,5.5,,,,,,,,5.5,Atalanta,28,2016-17
11,95,Bastoni A.,Dif,D,5.5,,,,,,,,5.5,Atalanta,28,2016-17
12,7,Mounier A.,Tre,T,5.0,,,,,,,,5.0,Atalanta,28,2016-17
13,7,Dalessandro M.,Tre,T,5.0,,,,,,,,5.0,Atalanta,28,2016-17
0,83,Mirante A.,Por,P,7.0,,,,,,,,7.0,Bologna,28,2016-17
1,18,Helander F.,Dif,D,6.5,,,,,,1.0,,6.0,Bologna,28,2016-17
2,20,Maietta D.,Dif,D,6.0,,,,,,,,6.0,Bologna,28,2016-17
3,25,Masina A.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,28,2016-17
4,35,Torosidis V.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,28,2016-17
5,5,Pulgar E.,Cen,C,5.5,,,,,,,,5.5,Bologna,28,2016-17
6,31,Dzemaili B.,Cen,C,7.0,,1.0,,,,,,8.0,Bologna,28,2016-17
7,17,Donsah G.,Cen,C,5.0,,,,,,,,5.0,Bologna,28,2016-17
8,14,Di Francesco F.,Tre,T,6.5,,,,,,1.0,,6.0,Bologna,28,2016-17
9,9,Verdi S.,Tre,T,5.5,,,,,,,,5.5,Bologna,28,2016-17
10,10,Destro M.,Att,A,6.5,1.0,,,,,1.0,,9.0,Bologna,28,2016-17
11,4,Krafth E.,Dif,D,6.0,,,,,,,,6.0,Bologna,28,2016-17
12,6,Viviani F.,Cen,C,6.5,,,,,,,,6.5,Bologna,28,2016-17
13,11,Krejci L.,Tre,T,,,,,,,,,,Bologna,28,2016-17
0,1,Rafael A.,Por,P,6.5,-1.0,,,,,,,5.5,Cagliari,28,2016-17
1,2,Alves B.,Dif,D,5.0,,,,,,,,5.0,Cagliari,28,2016-17
2,29,Murru N.,Dif,D,6.0,,,,,,,,6.0,Cagliari,28,2016-17
3,3,Isla M.,Dif,D,6.0,,,,,,,,6.0,Cagliari,28,2016-17
4,19,Pisacane F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,28,2016-17
5,77,Tachtsidis P.,Cen,C,6.0,,,,,,,,6.0,Cagliari,28,2016-17
6,21,Ionita A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,28,2016-17
7,4,Dessena D.,Cen,C,5.0,,,,,,,,5.0,Cagliari,28,2016-17
8,18,Barella N.,Cen,C,5.5,,,,,,,,5.5,Cagliari,28,2016-17
9,10,Joao Pedro,Tre,T,6.0,,,,,,,,6.0,Cagliari,28,2016-17
10,22,Borriello M.,Att,A,6.5,,,,,,,,6.5,Cagliari,28,2016-17
11,95,Miangue S.,Dif,D,5.5,,,,,,1.0,,5.0,Cagliari,28,2016-17
12,20,Padoin S.,Cen,C,,,,,,,,,,Cagliari,28,2016-17
13,25,Sau M.,Att,A,5.5,,,,,,,,5.5,Cagliari,28,2016-17
0,70,Sorrentino S.,Por,P,6.5,,,,,,,,6.5,Chievo,28,2016-17
