,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,gol_fatto_subito,gol_su_rigore,assist,assist_da_fermo
7871,34,sanchez c.,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1760,34,conti a.,atalanta,D,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
7705,34,rigoni l.,genoa,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6779,34,locatelli m.,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
359,34,karnezis o.,udinese,P,0.5,4.5,-4.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3769,34,salamon b.,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3479,34,pisacane f.,cagliari,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7487,34,perotti d.,roma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10697,34,zapata d.,udinese,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
5811,34,gagliardini r.,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6629,34,laxalt d.,genoa,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
10661,34,trotta m.,crotone,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4418,34,aquilani a.,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10620,34,totti f.,roma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4076,34,vangioni l.,milan,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
