,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,gol_fatto_subito,gol_su_rigore,assist,assist_da_fermo
4395,1,tomovic n,spal,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
10697,1,siligardi l,parma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
4642,1,allan m,napoli,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20,,,,
9997,1,martinez l,inter,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20,,,,
8066,1,sensi s,inter,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
9135,1,caputo f,sassuolo,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
5672,1,de paul r,udinese,C,,,0.0,0.0,0.0,0.0,0.0,1.0,2019-20,,,,
5682,1,de roon m,atalanta,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20,,,,
2937,1,lucioni f,lecce,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
3746,1,radu s,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
9146,1,castillejo s,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
8011,1,schone l,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
790,1,acerbi f,lazio,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20,,,,
2918,1,lirola p,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
10781,1,sottil r,fiorentina,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
208,1,gabriel f,lecce,P,1.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
2986,1,luiz felipe,lazio,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
5628,1,dalessandro m,spal,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
8120,1,soriano r,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
5582,1,cuadrado j,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
10016,1,mertens d,napoli,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
245,1,gollini p,atalanta,P,3.5,6.5,-3.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
9093,1,caprari g,sampdoria,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
8277,1,tachtsidis p,lecce,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
4686,1,amrabat s,verona,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
5495,1,correa j,lazio,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
746,1,szczesny w,juventus,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
5742,1,dessena d,brescia,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20,,,,
3033,1,lykogiannis c,cagliari,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20,,,,
1491,1,chancellor j,brescia,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
10668,1,sansone n,bologna,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
5553,1,cristante b,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
1494,1,chiellini g,juventus,D,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
8157,1,spalek n,brescia,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
9661,1,immobile c,lazio,A,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
10679,1,santander f,bologna,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
5538,1,costa do,juventus,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
1850,1,de sciglio m,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20,,,,
