,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
3565,21,stendardo guglielmo,lazio,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
9073,21,pellissier sergio,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9247,21,rocchi tommaso,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
920,21,balzaretti federico,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4544,21,busce' antonio,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2658,21,malago' marco,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9093,21,pepe simone,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8060,21,caracciolo andrea,palermo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7972,21,borriello marco,treviso,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5820,21,grella vincenzo,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6227,21,mauri stefano,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3293,21,rafael pereira da silva,messina,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
2615,21,lucchini stefano,empoli,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
6406,21,mudingayi gaby,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2355,21,gustavo lazzaretti de ara,treviso,D,4.5,5.5,0.0,-1.0,0.0,0.0,0.0,2005-06
3819,21,viali william,treviso,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
2209,21,galante fabio,livorno,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
4603,21,cambiasso esteban,inter,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
9424,21,tavano francesco,empoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9525,21,trezeguet david,juventus,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3708,21,ujfalusi tomas,fiorentina,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8043,21,capone andrea,cagliari,A,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
5269,21,emerson ferreira,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5861,21,guana roberto,ascoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6669,21,parola andrea,ascoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8200,21,cossu andrea,cagliari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8317,21,di canio paolo,lazio,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
324,21,de sanctis morgan,udinese,P,2.0,6.0,-4.0,0.0,0.0,0.0,0.0,2005-06
9325,21,shevchenko andriy,milan,A,11.0,7.0,3.0,0.0,0.0,0.0,1.0,2005-06
1871,21,dellafiore hernan paolo,treviso,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2292,21,grandoni alessandro,livorno,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5386,21,filippini antonio,treviso,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
