,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
2854,14,larsen s,udinese,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4230,14,smalling c,roma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9967,14,lukaku r,inter,A,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7777,14,ramirez g,sampdoria,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
1872,14,de silvestri l,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1564,14,colley o,sampdoria,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9791,14,la mantia a,lecce,A,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
5253,14,calhanoglu h,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2415,14,godin d,inter,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7250,14,morosini l,brescia,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9874,14,leao r,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1797,14,de ligt,juventus,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
907,14,ankersen p,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8343,14,tonali s,brescia,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9170,14,cerri a,cagliari,A,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10567,14,ronaldo c,juventus,A,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
7077,14,matuidi b,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4376,14,tomiyasu t,bologna,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9259,14,destro m,bologna,A,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11108,14,de zerbi,sassuolo,0,7.0,7.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11405,14,liverani,lecce,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8462,14,valero b,inter,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3511,14,pajac m,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11521,14,mihajlovic,bologna,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8491,14,valoti m,spal,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3620,14,pellegrini lu,cagliari,D,8.5,6.5,0.0,0.0,0.0,0.0,0.0,2.0,2019-20
3168,14,marlon,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
14,14,audero e,sampdoria,P,1.5,5.5,-4.0,0.0,0.0,0.0,0.0,0.0,2019-20
9468,14,favilli a,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10322,14,pazzini g,verona,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10960,14,ancelotti,napoli,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2022,14,di lorenzo g,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
930,14,ansaldi c,torino,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4318,14,toljan j,sassuolo,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11599,14,ranieri,sampdoria,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5328,14,candreva a,inter,C,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
6861,14,lukic s,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4038,14,sabelli s,brescia,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3476,14,nuytinck b,udinese,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5916,14,elmas e,napoli,C,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3172,14,martella b,brescia,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10581,14,salcedo e,verona,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8416,14,under c,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8669,14,vieira r,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10245,14,palacio r,bologna,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10377,14,piatek k,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9489,14,floccari s,spal,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6730,14,leiva l,lazio,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7572,14,pessina m,verona,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6350,14,joao pedro,cagliari,C,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
9276,14,di carmine s,verona,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2793,14,koulibaly k,napoli,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6821,14,locatelli m,sassuolo,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10463,14,quagliarella f,sampdoria,A,14.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,2019-20
5383,14,castrovilli g,fiorentina,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
5415,14,cataldi d,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4114,14,santon d,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8624,14,verre v,verona,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9212,14,cornelius a,parma,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4889,14,bennacer i,milan,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
