,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,91,Gollini P.,Por,P,6.5,,,,,,,,6.5,Atalanta,38,2017-18
1,13,Caldara M.,Dif,D,6.0,,,,1.0,,,,3.0,Atalanta,38,2017-18
2,21,Castagne T.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,38,2017-18
3,6,Palomino J.,Dif,D,6.0,,,,,,,,6.0,Atalanta,38,2017-18
4,33,Hateboer H.,Dif,D,6.0,,,,,,,,6.0,Atalanta,38,2017-18
5,8,Gosens R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,38,2017-18
6,4,Cristante B.,Cen,C,6.0,,,,,,,,6.0,Atalanta,38,2017-18
7,15,De Roon M.,Cen,C,5.5,,,,,,,,5.5,Atalanta,38,2017-18
8,11,Freuler R.,Cen,C,6.5,,,,,,,,6.5,Atalanta,38,2017-18
9,10,Gomez A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,38,2017-18
10,72,Ilicic J.,Tre,T,6.5,,,,,,,,6.5,Atalanta,38,2017-18
11,31,Rossi F.,Por,P,,-1.0,,,,,,,5.0,Atalanta,38,2017-18
12,95,Bastoni A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,38,2017-18
13,0,Barrow M.,Att,A,6.0,,,,,,,,6.0,Atalanta,38,2017-18
0,1,Puggioni C.,Por,P,5.5,-1.0,,,,,,,4.5,Benevento,38,2017-18
1,3,Letizia G.,Dif,D,6.5,,,,,,,,6.5,Benevento,38,2017-18
2,0,Sagna B.,Dif,D,6.0,,,,,,,,6.0,Benevento,38,2017-18
3,6,Djimsiti B.,Dif,D,6.0,,,,,,,,6.0,Benevento,38,2017-18
4,0,Tosca A.,Dif,D,6.0,,,,,,,,6.0,Benevento,38,2017-18
5,0,Sandro R.,Cen,C,6.5,,,,,,,,6.5,Benevento,38,2017-18
6,8,Cataldi D.,Cen,C,6.0,,,,,,,,6.0,Benevento,38,2017-18
7,27,Parigini V.,Tre,T,6.0,,,,,,,,6.0,Benevento,38,2017-18
8,99,Brignola E.,Tre,T,5.5,,,,,,,,5.5,Benevento,38,2017-18
9,66,Guilherme C.,Tre,T,5.5,,,,,,,,5.5,Benevento,38,2017-18
10,0,Diabate C.,Att,A,5.0,,,,,,,,5.0,Benevento,38,2017-18
11,11,Coda M.,Att,A,,,,,,,,,,Benevento,38,2017-18
0,1,Da Costa A.,Por,P,6.5,-1.0,,,,,,,5.5,Bologna,38,2017-18
1,25,Masina A.,Dif,D,5.0,,,,,,,,5.0,Bologna,38,2017-18
2,35,Torosidis V.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,38,2017-18
3,6,De Maio S.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2017-18
4,0,Romagnoli S.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2017-18
5,16,Poli A.,Cen,C,5.0,,,,,,,,5.0,Bologna,38,2017-18
6,12,Crisetig L.,Cen,C,5.0,,,,,,,,5.0,Bologna,38,2017-18
7,15,Dzemaili B.,Cen,C,5.0,,,,,,,,5.0,Bologna,38,2017-18
8,7,Orsolini R.,Tre,T,5.0,,,,,,,,5.0,Bologna,38,2017-18
9,9,Verdi S.,Tre,T,5.5,,,,,,1.0,,5.0,Bologna,38,2017-18
10,0,Avenatti F.,Att,A,4.5,,,,,,,,4.5,Bologna,38,2017-18
11,21,Falletti C.,Tre,T,6.0,,,,,,,,6.0,Bologna,38,2017-18
12,14,Di Francesco F.,Tre,T,,,,,,,,,,Bologna,38,2017-18
13,11,Krejci L.,Tre,T,6.0,,,,,,,,6.0,Bologna,38,2017-18
0,28,Cragno A.,Por,P,7.0,,,,,,,,7.0,Cagliari,38,2017-18
1,23,Ceppitelli L.,Dif,D,6.5,1.0,,,,,,,11.0,Cagliari,38,2017-18
2,19,Pisacane F.,Dif,D,6.5,,,,,,1.0,,6.0,Cagliari,38,2017-18
3,22,Lykogiannis C.,Dif,D,5.5,,,,,,,,5.5,Cagliari,38,2017-18
4,27,Deiola A.,Cen,C,5.5,,,,,,,,5.5,Cagliari,38,2017-18
5,18,Barella N.,Cen,C,5.5,,,,,,1.0,,5.0,Cagliari,38,2017-18
6,16,Farago P.,Cen,C,6.5,,,,,,,,6.5,Cagliari,38,2017-18
7,20,Padoin S.,Cen,C,5.5,,,,,,,,5.5,Cagliari,38,2017-18
8,21,Ionita A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,38,2017-18
9,17,Farias D.,Tre,T,5.5,,,,,,,,5.5,Cagliari,38,2017-18
10,29,Pavoletti L.,Att,A,6.0,,,,,,,,6.0,Cagliari,38,2017-18
11,8,Cigarini L.,Cen,C,6.0,,1.0,,,,1.0,,6.5,Cagliari,38,2017-18
12,7,Cossu A.,Tre,T,,,,,,,,,,Cagliari,38,2017-18
13,25,Sau M.,Att,A,6.0,,,,,,,,6.0,Cagliari,38,2017-18
0,70,Sorrentino S.,Por,P,6.5,,,,,,,,6.5,Chievo,38,2017-18
1,18,Gobbi M.,Dif,D,6.0,,,,,,,,6.0,Chievo,38,2017-18
2,40,Tomovic N.,Dif,D,6.0,,,,,,,,6.0,Chievo,38,2017-18
3,27,Depaoli F.,Dif,D,6.0,,,,,,,,6.0,Chievo,38,2017-18
4,3,Dainelli D.,Dif,D,6.5,,,,,,,,6.5,Chievo,38,2017-18
5,56,Hetemaj P.,Cen,C,6.5,,,,,,,,6.5,Chievo,38,2017-18
6,8,Radovanovic I.,Cen,C,6.5,,,,,,1.0,,6.0,Chievo,38,2017-18
7,19,Castro L.,Cen,C,6.0,,,,,,,,6.0,Chievo,38,2017-18
8,15,Giaccherini E.,Tre,T,6.0,,,,,,,,6.0,Chievo,38,2017-18
9,23,Birsa V.,Tre,T,5.5,,,,,,,,5.5,Chievo,38,2017-18
10,45,Inglese R.,Att,A,7.0,1.0,,,,,,,10.0,Chievo,38,2017-18
11,28,Bastien S.,Cen,C,6.0,,,,,,,,6.0,Chievo,38,2017-18
12,9,Stepinski M.,Att,A,6.0,,,,,,,,6.0,Chievo,38,2017-18
0,1,Cordaz A.,Por,P,6.5,-2.0,,,,,,,4.5,Crotone,38,2017-18
1,7,Ceccherini F.,Dif,D,5.5,,,,,,,,5.5,Crotone,38,2017-18
2,24,Capuano M.,Dif,D,5.0,,,,,,,,5.0,Crotone,38,2017-18
3,87,Martella B.,Dif,D,5.0,,,,,,,,5.0,Crotone,38,2017-18
4,37,Faraoni D.,Dif,D,5.0,,,,,,,,5.0,Crotone,38,2017-18
5,38,Mandragora R.,Cen,C,5.0,,,,,,,,5.0,Crotone,38,2017-18
6,6,Rohden M.,Cen,C,5.0,,,,,,,,5.0,Crotone,38,2017-18
7,10,Barberis A.,Cen,C,5.0,,,,,,,,5.0,Crotone,38,2017-18
8,9,Nalini A.,Tre,T,5.0,,,,,,,,5.0,Crotone,38,2017-18
9,29,Trotta M.,Att,A,4.5,,,,,,,,4.5,Crotone,38,2017-18
10,99,Simy,Att,A,5.5,,,,,,,,5.5,Crotone,38,2017-18
11,20,Ricci F.,Tre,T,5.0,,,,,,,,5.0,Crotone,38,2017-18
12,5,Stoian A.,Tre,T,5.0,,,,,,,,5.0,Crotone,38,2017-18
13,93,Tumminello M.,Att,A,6.5,1.0,,,,,,,9.5,Crotone,38,2017-18
0,57,Sportiello M.,Por,P,5.0,-2.0,,,,,,,3.0,Fiorentina,38,2017-18
1,3,Biraghi C.,Dif,D,5.0,,,,,,,,5.0,Fiorentina,38,2017-18
2,4,Milenkovic N.,Dif,D,5.0,,,,,,,,5.0,Fiorentina,38,2017-18
3,31,Vitor Hugo F.,Dif,D,5.5,,,,,,,,5.5,Fiorentina,38,2017-18
4,20,Pezzella G.,Dif,D,4.5,,,,,,1.0,,4.0,Fiorentina,38,2017-18
5,19,Cristoforo S.,Cen,C,5.0,,,,,,,,5.0,Fiorentina,38,2017-18
6,0,Dabo B.,Cen,C,5.5,,,,,,,,5.5,Fiorentina,38,2017-18
7,24,Benassi M.,Cen,C,5.0,,,,,,,,5.0,Fiorentina,38,2017-18
8,8,Saponara R.,Tre,T,5.0,,,,,,,,5.0,Fiorentina,38,2017-18
9,25,Chiesa F.,Tre,T,6.5,,1.0,,,,,,7.5,Fiorentina,38,2017-18
10,9,Simeone G.,Att,A,6.5,1.0,,,,,,,9.5,Fiorentina,38,2017-18
11,97,Dragowski B.,Por,P,5.0,-3.0,,,,,,,2.0,Fiorentina,38,2017-18
12,76,Gaspar B.,Dif,D,5.0,,,,,,,,5.0,Fiorentina,38,2017-18
13,15,Olivera M.,Dif,D,4.0,,,,,,,,4.0,Fiorentina,38,2017-18
0,1,Perin M.,Por,P,6.0,-2.0,,,,,,,4.0,Genoa,38,2017-18
