,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatto_subito,gol_su_rigore,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,assist_su_rigore,yyss
1995,13,kyriakopoulos g,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5254,13,insigne r,benevento,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2017,13,milenkovic n,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4441,13,milinkovic s,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4590,13,hauge j,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3553,13,kurtic j,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2852,13,molina s,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4724,13,pedro r,roma,A,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4715,13,pavoletti l,cagliari,A,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
2531,13,mora l,spezia,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1985,13,ismajli a,spezia,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3509,13,rojas l,crotone,C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5025,13,improta r,benevento,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4087,13,callejon j,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2984,13,barella n,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4201,13,elmas e,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2025,13,rogerio o,sassuolo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4882,13,caputo f,sassuolo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2241,13,samir,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
