,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
7321,23,nandez n,cagliari,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6831,23,locatelli m,sassuolo,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6398,23,jony r,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5715,23,deiola a,lecce,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3485,23,nuytinck b,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
879,23,alves b,parma,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2964,23,lucioni f,lecce,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9678,23,immobile c,lazio,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4321,23,toljan j,sassuolo,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4732,23,badelj m,fiorentina,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
993,23,b peres,roma,D,6.5,6.0,0.0,-0.5,0.0,0.0,0.0,1.0,2019-20
10067,23,milik a,napoli,A,8.5,6.0,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7740,23,rabiot a,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6862,23,lukic s,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4346,23,toloi r,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8314,23,thorsby m,sampdoria,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3024,23,lyanco,torino,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
180,23,dragowski b,fiorentina,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
1765,23,darmian m,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1625,23,criscito d,genoa,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5741,23,dessena d,brescia,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4689,23,amrabat s,verona,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
