,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.0,,,,,,,,6.0,Atalanta,6,2018-19
1,33,Hateboer H.,Dif,D,6.5,,,,,,,,6.5,Atalanta,6,2018-19
2,3,Toloi R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,6,2018-19
3,6,Palomino J.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,6,2018-19
4,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,6,2018-19
5,8,Gosens R.,Dif,D,5.5,,,,,,,,5.5,Atalanta,6,2018-19
6,11,Freuler R.,Cen,C,5.0,,,,,,,,5.0,Atalanta,6,2018-19
7,15,De Roon M.,Cen,C,5.5,,,,,,,,5.5,Atalanta,6,2018-19
8,24,Rigoni E.,Tre,T,5.0,,,,,,,,5.0,Atalanta,6,2018-19
9,10,Gomez A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,6,2018-19
10,91,Zapata D.,Att,A,5.5,,,,,,,,5.5,Atalanta,6,2018-19
11,88,Pasalic M.,Cen,C,5.5,,,,,,,,5.5,Atalanta,6,2018-19
12,72,Ilicic J.,Tre,T,5.5,,,,,,,,5.5,Atalanta,6,2018-19
13,20,Tumminello M.,Att,A,,,,,,,1.0,,,Atalanta,6,2018-19
0,28,Skorupski L.,Por,P,6.0,-2.0,,,,,,,4.0,Bologna,6,2018-19
1,33,Calabresi A.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,6,2018-19
2,23,Danilo L.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,6,2018-19
3,6,Paz N.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,6,2018-19
4,35,Dijks M.,Dif,D,5.5,,,,,,,,5.5,Bologna,6,2018-19
5,15,Mbaye I.,Dif,D,5.0,,,,,,,,5.0,Bologna,6,2018-19
6,31,Dzemaili B.,Cen,C,5.5,,,,,,,,5.5,Bologna,6,2018-19
7,8,Nagy A.,Cen,C,5.5,,,,,,,,5.5,Bologna,6,2018-19
8,11,Krejci L.,Tre,T,5.0,,,,,,,,5.0,Bologna,6,2018-19
9,22,Destro M.,Att,A,5.0,,,,,,,,5.0,Bologna,6,2018-19
10,91,Falcinelli D.,Att,A,6.0,,,,,,,,6.0,Bologna,6,2018-19
11,30,Okwonkwo O.,Tre,T,6.0,,,,,,,,6.0,Bologna,6,2018-19
12,7,Orsolini R.,Tre,T,,,,,,,,,,Bologna,6,2018-19
13,9,Santander F.,Att,A,,,,,,,,,5.5,Bologna,6,2018-19
0,28,Cragno A.,Por,P,7.0,,,1.0,,,,,10.0,Cagliari,6,2018-19
1,15,Klavan R.,Dif,D,6.0,,,,,,,,6.0,Cagliari,6,2018-19
2,19,Pisacane F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,6,2018-19
3,33,Srna D.,Dif,D,6.5,,,,,,,,6.5,Cagliari,6,2018-19
4,29,Castro L.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2018-19
5,18,Barella N.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2018-19
6,8,Cigarini L.,Cen,C,5.5,,,,,,1.0,,5.0,Cagliari,6,2018-19
7,20,Padoin S.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2018-19
8,10,Joao Pedro G.,Tre,T,6.0,,,,,,,,6.0,Cagliari,6,2018-19
9,17,Farias D.,Att,A,6.0,,,,,,,,6.0,Cagliari,6,2018-19
10,30,Pavoletti L.,Att,A,5.5,,,,,,,,5.5,Cagliari,6,2018-19
11,3,Andreolli M.,Dif,D,4.5,,,,,,,,4.5,Cagliari,6,2018-19
12,6,Bradaric F.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2018-19
13,21,Ionita A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2018-19
0,70,Sorrentino S.,Por,P,6.5,-2.0,,,,,,,4.5,Chievo,6,2018-19
1,29,Cacciatore F.,Dif,D,5.0,,,,,,,,5.0,Chievo,6,2018-19
2,5,Barba F.,Dif,D,6.0,,,,,,,,6.0,Chievo,6,2018-19
