,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,91,Gollini P.,Por,P,6.5,,,,,,,,6.5,Atalanta,22,2017-18
1,3,Toloi R.,Dif,D,7.5,,,,,,,,7.5,Atalanta,22,2017-18
2,8,Gosens R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,22,2017-18
3,21,Castagne T.,Dif,D,6.5,,1.0,,,,,,7.5,Atalanta,22,2017-18
4,6,Palomino J.,Dif,D,7.0,,,,,,,,7.0,Atalanta,22,2017-18
5,5,Masiello A.,Dif,D,7.0,1.0,,,,,,,11.5,Atalanta,22,2017-18
6,15,De Roon M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,22,2017-18
7,4,Cristante B.,Cen,C,7.0,1.0,,,,,,,11.0,Atalanta,22,2017-18
8,11,Freuler R.,Cen,C,6.5,1.0,,,,,,,10.5,Atalanta,22,2017-18
9,72,Ilicic J.,Tre,T,7.5,,1.0,,,,,,8.5,Atalanta,22,2017-18
10,9,Cornelius A.,Att,A,5.5,,,,,,,,5.5,Atalanta,22,2017-18
11,28,Mancini G.,Dif,D,,,,,,,,,,Atalanta,22,2017-18
12,33,Hateboer H.,Dif,D,6.5,,,,,,,,6.5,Atalanta,22,2017-18
13,29,Petagna A.,Att,A,6.0,,,,,,,,6.0,Atalanta,22,2017-18
0,1,Belec V.,Por,P,4.0,-1.0,,,,,,1.0,2.0,Benevento,22,2017-18
1,23,Venuti L.,Dif,D,6.0,,,,,,,,6.0,Benevento,22,2017-18
2,3,Letizia G.,Dif,D,5.0,,,,,,,,5.0,Benevento,22,2017-18
3,6,Djimsiti B.,Dif,D,5.0,,,,,,1.0,,4.5,Benevento,22,2017-18
4,29,Billong J.,Dif,D,5.0,,,,,,,,5.0,Benevento,22,2017-18
5,20,Memushaj L.,Cen,C,5.5,,,,,,,,5.5,Benevento,22,2017-18
6,8,Cataldi D.,Cen,C,6.0,,,,,,,,6.0,Benevento,22,2017-18
7,7,Dalessandro M.,Tre,T,6.0,,,,,,,,6.0,Benevento,22,2017-18
8,10,Djuricic F.,Tre,T,5.5,,,,,,,,5.5,Benevento,22,2017-18
9,66,Guilherme C.,Tre,T,6.0,,,,,,,,6.0,Benevento,22,2017-18
10,11,Coda M.,Att,A,5.5,,,,,,,,5.5,Benevento,22,2017-18
