,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
4349,20,zukanovic e,genoa,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
6161,20,hamsik m,napoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10338,20,stepinski m,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2321,20,gonzalez g,bologna,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
6070,20,grassi a,spal,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4006,20,skriniar m,inter,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10299,20,simeone g,fiorentina,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
6352,20,jankto j,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
927,20,alex sandro,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4208,20,venuti l,benevento,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4215,20,vicari f,spal,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
9383,20,kownacki d,sampdoria,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
8942,20,el shaarawy s,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6501,20,kragl o,crotone,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10316,20,simy,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
8664,20,coda m,benevento,A,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2017-18
1947,20,de vrij s,lazio,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2313,20,goldaniga e,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4705,20,baselli d,torino,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4556,20,barak a,udinese,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
909,20,albiol r,napoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6766,20,lulic s,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3813,20,sala j,sampdoria,D,3.5,4.5,0.0,0.0,-1.0,0.0,0.0,0.0,2017-18
1884,20,de silvestri l,torino,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
9070,20,giannetti n,cagliari,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
1225,20,biraghi c,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5849,20,fares m,verona,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2020,20,djimsiti b,benevento,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9463,20,leris m,chievo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4306,20,widmer s,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
1211,20,billong j,benevento,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6127,20,hallfredsson e,udinese,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10413,20,thereau c,fiorentina,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9478,20,lombardi c,benevento,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
1600,20,ceccherini f,crotone,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9531,20,mandzukic m,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6739,20,locatelli m,milan,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2365,20,gyamfi b,benevento,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9975,20,petagna a,atalanta,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9954,20,perica s,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4283,20,wallace,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6415,20,jorginho,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3795,20,rui mario,napoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
8979,20,falcinelli d,sassuolo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6464,20,kessie f,milan,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9433,20,lasagna k,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6484,20,khedira s,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5870,20,fofana s,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
8624,20,caprari g,sampdoria,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
