,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,5.5,-1.0,,,,,,,4.5,Atalanta,18,2016-17
1,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,18,2016-17
2,6,Zukanovic E.,Dif,D,6.0,,,,,,,,6.0,Atalanta,18,2016-17
3,24,Conti A.,Dif,D,5.5,,,,,,,,5.5,Atalanta,18,2016-17
4,3,Toloi R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,18,2016-17
5,11,Freuler R.,Cen,C,6.0,,,,,,,,6.0,Atalanta,18,2016-17
6,27,Kurtic J.,Cen,C,5.5,,,,,,1.0,,5.0,Atalanta,18,2016-17
7,4,Gagliardini R.,Cen,C,6.5,,,,,,,,6.5,Atalanta,18,2016-17
8,37,Spinazzola L.,Tre,T,7.0,,,,,,,,7.0,Atalanta,18,2016-17
9,10,Gomez A.,Tre,T,7.0,,1.0,,,,1.0,,7.5,Atalanta,18,2016-17
10,29,Petagna A.,Att,A,5.5,,,,,,,,5.5,Atalanta,18,2016-17
11,19,Kessie F.,Cen,C,7.0,1.0,,,,,,,10.0,Atalanta,18,2016-17
12,7,Dalessandro M.,Tre,T,7.0,1.0,,,,,1.0,,9.5,Atalanta,18,2016-17
13,9,Pesic A.,Att,A,5.5,,,,,,,,5.5,Atalanta,18,2016-17
0,97,Sarr M.,Por,P,,,,,,,,,5.0,Bologna,18,2016-17
1,23,Gomis A.,Por,P,,,,,,,,,5.0,Bologna,18,2016-17
2,83,Mirante A.,Por,P,,,,,,,,,5.0,Bologna,18,2016-17
3,1,Da Costa A.,Por,P,,,,,,,,,5.0,Bologna,18,2016-17
4,3,Morleo A.,Dif,D,,,,,,,,,6.0,Bologna,18,2016-17
5,15,Mbaye I.,Dif,D,,,,,,,,,6.0,Bologna,18,2016-17
6,25,Masina A.,Dif,D,,,,,,,,,6.0,Bologna,18,2016-17
