,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
2345,23,grosso fabio,palermo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5935,23,jorgensen martin,fiorentina,C,7.0,6.0,0.0,0.0,0.0,0.0,1.0,2005-06
261,23,chimenti antonio,cagliari,P,6.5,7.5,-1.0,0.0,0.0,0.0,0.0,2005-06
9186,23,reginaldo ferreira,treviso,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7499,23,vidigal jose',udinese,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
6559,23,palombo angelo,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
652,23,peruzzi angelo,lazio,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
9198,23,rigano' christian,empoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7869,23,bjelanovic sasa,ascoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8169,23,corradi bernardo,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8256,23,cruz julio ricardo,inter,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
7942,23,bojinov valeri,fiorentina,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
1654,23,couto fernando,parma,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
6754,23,pazienza michele,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
668,23,sereni matteo,lazio,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,2005-06
69,23,andujar,palermo,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,2005-06
2376,23,gustavo lazzaretti de ara,treviso,D,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,2005-06
8652,23,ibrahimovic zlatan,juventus,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5800,23,grella vincenzo,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9566,23,vucinic mirko,lecce,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2397,23,kaladze kakha,milan,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5786,23,gonzalez mariano nicolas,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6966,23,ruotolo gennaro,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8570,23,gilardino alberto,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
824,23,agostini alessandro,cagliari,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
721,23,storari marco,messina,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,2005-06
8428,23,esposito mauro,cagliari,A,13.0,7.0,6.0,0.0,0.0,0.0,0.0,2005-06
8524,23,flachi francesco,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1067,23,bonera daniele,parma,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7614,23,zanchetta andrea,chievo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
381,23,dida nelson,milan,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1294,23,cardone giuseppe,parma,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8945,23,mutu adrian,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
304,23,coppola ferdinando,ascoli,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,2005-06
5755,23,gobbi massimo,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8541,23,floccari sergio,messina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
18,23,acerbis paolo,livorno,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,2005-06
6632,23,paro matteo,siena,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1723,23,cufre' leandro damian,roma,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6599,23,paredes carlos,reggina,C,10.0,7.5,3.0,-0.5,0.0,0.0,0.0,2005-06
7673,23,zenoni damiano,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1830,23,de rosa gaetano,reggina,D,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
2385,23,iuliano mark,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5894,23,jimenez luis,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6573,23,pandev goran,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5878,23,guigou gianni,treviso,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
944,23,barzagli andrea,palermo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1255,23,cannavaro paolo,parma,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8612,23,iaquinta vincenzo,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1348,23,castellini marcello,sampdoria,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
453,23,fortin marco,siena,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,2005-06
9528,23,trezeguet david,juventus,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5850,23,guana roberto,ascoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6764,23,perrotta simone,roma,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,2005-06
7555,23,vigiani luca,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6990,23,sammarco paolo,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
1681,23,cribari sanchez emilson,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
921,23,balzaretti federico,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
1332,23,cassetti marco,lecce,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2379,23,innocenti duccio,messina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6801,23,pieri mirko,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1689,23,cristante filippo,messina,D,4.0,5.0,0.0,-1.0,0.0,0.0,0.0,2005-06
9035,23,pazzini giampaolo,fiorentina,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7588,23,volpi sergio,sampdoria,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1062,23,bizera emerson j. b.,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1918,23,diamoutene souleymane,lecce,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7214,23,taddei rodrigo,roma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7031,23,seedorf clarence,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6333,23,moro davide,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
518,23,julio cesar soares,inter,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8077,23,caracciolo andrea,palermo,A,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,2005-06
1572,23,cordoba ivan ramiro,inter,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1038,23,biava giuseppe,palermo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1494,23,comotto gianluca,ascoli,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2005-06
7141,23,simplicio fabio,parma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1204,23,canini michele,cagliari,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8790,23,locatelli tomas,siena,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7310,23,tommasi damiano,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8334,23,di michele david,palermo,A,7.0,6.0,0.0,0.0,0.0,0.0,1.0,2005-06
1866,23,dellafiore hernan paolo,treviso,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7111,23,serginho dos santos,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7343,23,tonetto max,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
349,23,de sanctis morgan,udinese,P,6.0,7.5,-1.0,-0.5,0.0,0.0,0.0,2005-06
6129,23,mancini amantino,roma,C,13.5,7.5,6.0,0.0,0.0,0.0,0.0,2005-06
7726,23,amauri carvalho,chievo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
893,23,balleri david,livorno,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7359,23,valdes jaime,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9380,23,suazo david,cagliari,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
6375,23,morrone stefano,livorno,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1120,23,burdisso nicolas andres,inter,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8307,23,di canio paolo,lazio,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
