,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,gol_fatto_subito,gol_su_rigore,assist,assist_da_fermo
4041,28,torosidis v,bologna,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
9934,28,nestorovski i,palermo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2899,28,martella b,crotone,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
1338,28,biraghi c,pescara,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8982,28,dybala p,juventus,A,9.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,2016-17,,,,
1232,28,bastoni a,atalanta,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10100,28,pellissier s,chievo,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1363,28,bonucci l,juventus,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3122,28,morganella m,palermo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
420,28,mirante a,bologna,P,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17,,,,
3132,28,munoz e,genoa,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2644,28,jesus j,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1388,28,bovo c,pescara,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
8994,28,dzeko e,roma,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4147,28,widmer s,udinese,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9765,28,matri a,sassuolo,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10507,28,simeone g,genoa,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3024,28,miangue s,cagliari,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
1257,28,bellusci g,empoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2634,28,izzo a,genoa,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
919,28,aleesami h,palermo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7826,28,sala j,sampdoria,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
8897,28,destro m,bologna,A,8.5,6.0,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
8808,28,cerri a,pescara,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10395,28,salah m,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10244,28,pjaca m,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7981,28,stoian a,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9892,28,muriel l,sampdoria,A,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
8636,28,berardi d,sassuolo,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
1293,28,benatia m,juventus,D,8.5,6.0,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
10227,28,pinilla m,genoa,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
3079,28,miranda j,inter,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3081,28,molinaro c,torino,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3095,28,moretti e,torino,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2814,28,lukaku j,lazio,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
2705,28,krafth e,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4202,28,zampano f,pescara,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7938,28,spinazzola l,atalanta,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1076,28,ansaldi c,inter,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
2979,28,masina a,bologna,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
