,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,7.0,-1.0,,1.0,,,,,9.0,Atalanta,16,2015-16
1,77,Raimondi C.,Dif,D,5.5,,,,,,1.0,,5.0,Atalanta,16,2015-16
2,29,Paletta G.,Dif,D,6.5,,,,,,,,6.5,Atalanta,16,2015-16
3,33,Cherubin N.,Dif,D,4.0,,,,,,,1.0,3.0,Atalanta,16,2015-16
4,28,Brivio D.,Dif,D,5.0,,,,,,,,5.0,Atalanta,16,2015-16
5,27,Kurtic J.,Cen,C,4.5,,,,,,,1.0,3.5,Atalanta,16,2015-16
6,88,Grassi A.,Cen,C,5.5,,,,,,1.0,,5.0,Atalanta,16,2015-16
7,15,De Roon M.,Cen,C,6.5,,,,,,,,6.5,Atalanta,16,2015-16
8,10,Gomez A.,Tre,T,5.5,,,,,,,,5.5,Atalanta,16,2015-16
9,11,Moralez M.,Tre,T,5.0,,,,,,,,5.0,Atalanta,16,2015-16
10,19,Denis G.,Att,A,5.0,,,,,,,,5.0,Atalanta,16,2015-16
11,6,Bellini G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,16,2015-16
12,2,Stendardo G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,16,2015-16
13,45,Monachello G.,Att,A,,,,,,,,,5.5,Atalanta,16,2015-16
0,83,Mirante A.,Por,P,7.0,,,,,,,,7.0,Bologna,16,2015-16
1,13,Rossettini L.,Dif,D,7.0,1.0,,,,,,,10.0,Bologna,16,2015-16
2,2,Oikonomou M.,Dif,D,6.5,,,,,,,,6.5,Bologna,16,2015-16
3,3,Morleo A.,Dif,D,6.0,,,,,,,,6.0,Bologna,16,2015-16
4,28,Gastaldello D.,Dif,D,5.5,,,,,,1.0,,5.0,Bologna,16,2015-16
5,8,Taider S.,Cen,C,6.0,,,,,,,,6.0,Bologna,16,2015-16
6,21,Diawara A.,Cen,C,5.0,,,,,,,1.0,4.0,Bologna,16,2015-16
7,22,Rizzo L.,Cen,C,6.0,,,,,,,,6.0,Bologna,16,2015-16
8,26,Mounier A.,Tre,T,6.0,,1.0,,,,1.0,,6.5,Bologna,16,2015-16
9,23,Brienza F.,Tre,T,6.5,,,,,,,,6.5,Bologna,16,2015-16
10,10,Destro M.,Att,A,6.0,,,,,,,,6.0,Bologna,16,2015-16
11,15,Mbaye I.,Dif,D,6.0,,,,,,,,6.0,Bologna,16,2015-16
12,24,Ferrari A.,Dif,D,6.0,,,,,,,,6.0,Bologna,16,2015-16
13,33,Brighi M.,Cen,C,6.0,,,,,,,,6.0,Bologna,16,2015-16
0,27,Belec V.,Por,P,5.5,-3.0,,,,,,,2.5,Carpi,16,2015-16
1,6,Gagliolo R.,Dif,D,5.0,,,,,,1.0,,4.5,Carpi,16,2015-16
2,3,Letizia G.,Dif,D,5.5,,,,,,,,5.5,Carpi,16,2015-16
3,21,Romagnoli S.,Dif,D,4.5,,,,,,,,4.5,Carpi,16,2015-16
4,5,Zaccardo C.,Dif,D,6.0,,,,,,,,6.0,Carpi,16,2015-16
5,29,Martinho R.,Cen,C,6.0,,,,,,,,6.0,Carpi,16,2015-16
6,20,Lollo L.,Cen,C,5.5,,,,,,,,5.5,Carpi,16,2015-16
7,19,Pasciuti L.,Cen,C,5.0,,,,,,,,5.0,Carpi,16,2015-16
8,4,Cofie I.,Cen,C,6.0,,,,,,,,6.0,Carpi,16,2015-16
9,7,Matos,Tre,T,6.0,,,,,,,,6.0,Carpi,16,2015-16
10,15,Lasagna K.,Att,A,5.5,,,,,,,,5.5,Carpi,16,2015-16
11,34,Gabriel Silva A.,Dif,D,,,,,,,,,5.5,Carpi,16,2015-16
12,11,Di Gaudio A.,Tre,T,6.0,,,,,,1.0,,5.5,Carpi,16,2015-16
13,12,Borriello M.,Att,A,6.0,,,,,,,,6.0,Carpi,16,2015-16
0,1,Bizzarri A.,Por,P,6.0,,,,,,,,6.0,Chievo,16,2015-16
1,29,Cacciatore F.,Dif,D,6.0,,,,,,,,6.0,Chievo,16,2015-16
2,3,Dainelli D.,Dif,D,6.0,,,,,,1.0,,5.5,Chievo,16,2015-16
3,5,Gamberini A.,Dif,D,6.0,,,,,,,,6.0,Chievo,16,2015-16
4,18,Gobbi M.,Dif,D,6.0,,,,,,,,6.0,Chievo,16,2015-16
5,19,Castro L.,Cen,C,6.0,,,,,,,,6.0,Chievo,16,2015-16
6,56,Hetemaj P.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,16,2015-16
7,8,Radovanovic I.,Cen,C,6.5,,,,,,1.0,,6.0,Chievo,16,2015-16
8,23,Birsa V.,Tre,T,7.0,1.0,,,,,,,10.0,Chievo,16,2015-16
9,69,Meggiorini R.,Att,A,7.0,,1.0,,,,,,8.0,Chievo,16,2015-16
