,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.0,,,,,,,,6.0,Atalanta,28,2017-18
1,6,Palomino J.,Dif,D,6.5,,,,,,,,6.5,Atalanta,28,2017-18
2,3,Toloi R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,28,2017-18
3,21,Castagne T.,Dif,D,6.0,,,,,,,,6.0,Atalanta,28,2017-18
4,5,Masiello A.,Dif,D,6.5,,,,,,,,6.5,Atalanta,28,2017-18
5,37,Spinazzola L.,Cen,C,7.0,,,,,,,,7.0,Atalanta,28,2017-18
6,11,Freuler R.,Cen,C,6.5,,,,,,,,6.5,Atalanta,28,2017-18
7,4,Cristante B.,Cen,C,6.0,,,,,,,,6.0,Atalanta,28,2017-18
8,15,De Roon M.,Cen,C,6.5,1.0,,,,,,,10.5,Atalanta,28,2017-18
9,10,Gomez A.,Tre,T,4.5,,,,,,,,4.5,Atalanta,28,2017-18
10,29,Petagna A.,Att,A,6.5,,,,,,,,6.5,Atalanta,28,2017-18
11,72,Ilicic J.,Tre,T,7.0,,1.0,,,,,,8.0,Atalanta,28,2017-18
12,0,Barrow M.,Att,A,,,,,,,,,,Atalanta,28,2017-18
13,9,Cornelius A.,Att,A,6.0,,,,,,,,6.0,Atalanta,28,2017-18
0,1,Puggioni C.,Por,P,6.5,-1.0,,,,,,,5.5,Benevento,28,2017-18
1,0,Tosca A.,Dif,D,6.0,,,,,,,,6.0,Benevento,28,2017-18
2,0,Sagna B.,Dif,D,6.0,,,,,,,,6.0,Benevento,28,2017-18
3,23,Venuti L.,Dif,D,5.5,,,,,,,,5.5,Benevento,28,2017-18
4,6,Djimsiti B.,Dif,D,6.0,,,,,,,,6.0,Benevento,28,2017-18
5,8,Cataldi D.,Cen,C,6.0,,,,,,,,6.0,Benevento,28,2017-18
6,66,Guilherme C.,Tre,T,5.5,,,,,,1.0,,5.0,Benevento,28,2017-18
7,10,Djuricic F.,Tre,T,6.0,,,,,,,,6.0,Benevento,28,2017-18
8,99,Brignola E.,Tre,T,5.5,,,,,,,,5.5,Benevento,28,2017-18
9,25,Lombardi C.,Tre,T,6.0,,,,,,1.0,,5.5,Benevento,28,2017-18
10,11,Coda M.,Att,A,5.5,,,,,,,,5.5,Benevento,28,2017-18
