,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,36,2017-18
1,21,Castagne T.,Dif,D,6.0,,,,,,,,6.0,Atalanta,36,2017-18
2,8,Gosens R.,Dif,D,6.5,,,,,,,,6.5,Atalanta,36,2017-18
3,3,Toloi R.,Dif,D,7.0,,,,,,1.0,,6.5,Atalanta,36,2017-18
4,6,Palomino J.,Dif,D,6.5,,,,,,,,6.5,Atalanta,36,2017-18
5,5,Masiello A.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,36,2017-18
6,11,Freuler R.,Cen,C,7.0,,,,,,,,7.0,Atalanta,36,2017-18
7,15,De Roon M.,Cen,C,7.0,,1.0,,,,,,8.0,Atalanta,36,2017-18
8,4,Cristante B.,Cen,C,7.0,,,,,,,,7.0,Atalanta,36,2017-18
9,10,Gomez A.,Tre,T,7.0,,,,,,,,7.0,Atalanta,36,2017-18
10,0,Barrow M.,Att,A,6.5,1.0,,,,,,,9.5,Atalanta,36,2017-18
11,33,Hateboer H.,Dif,D,6.5,,,,,,,,6.5,Atalanta,36,2017-18
12,72,Ilicic J.,Tre,T,7.0,,,,,,,,7.0,Atalanta,36,2017-18
0,1,Puggioni C.,Por,P,6.5,-2.0,,,,,,,4.5,Benevento,36,2017-18
1,23,Venuti L.,Dif,D,6.5,,,,,,,,6.5,Benevento,36,2017-18
2,6,Djimsiti B.,Dif,D,6.5,,,,,,,,6.5,Benevento,36,2017-18
3,18,Gyamfi B.,Dif,D,5.5,,,,,,,,5.5,Benevento,36,2017-18
4,0,Sagna B.,Dif,D,6.0,,,,,,,,6.0,Benevento,36,2017-18
5,3,Letizia G.,Dif,D,6.5,,,,,,,,6.5,Benevento,36,2017-18
6,14,Viola N.,Cen,C,7.5,,,,,,,,7.5,Benevento,36,2017-18
7,0,Sandro R.,Cen,C,7.0,,,,,,1.0,,6.5,Benevento,36,2017-18
