,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
11712,35,zenga,cagliari,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
970,35,augello t,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
623,35,sirigu s,torino,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
8544,35,veloso m,verona,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11629,35,sarri,juventus,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8248,35,svanberg m,bologna,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6931,35,majer z,lecce,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
5986,35,farago p,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
981,35,b peres,roma,D,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
11608,35,ranieri,sampdoria,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3846,35,rogerio o,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2251,35,felipe,spal,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10695,35,santander f,bologna,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1990,35,depaoli f,sampdoria,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8554,35,verdi s,torino,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8399,35,traore j,sassuolo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7853,35,rincon t,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11497,35,mihajlovic,bologna,0,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6907,35,magnanelli f,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7155,35,milinkovic s,lazio,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
2356,35,gastaldello d,brescia,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3721,35,pisacane f,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7070,35,matuidi b,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10700,35,siligardi l,parma,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5915,35,ekdal a,sampdoria,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10622,35,sanchez a,inter,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9181,35,cerri a,spal,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
4003,35,rugani d,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6009,35,fofana s,udinese,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
844,35,alex sandro,juventus,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
