,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
7537,36,rigoni n,chievo,C,3.5,4.5,0.0,0.0,-1.0,0.0,0.0,0.0,2018-19,,,,
1358,36,brighenti n,frosinone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
109,36,cragno a,cagliari,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10704,36,d aversa,parma,0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3739,36,rogerio o,sassuolo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4034,36,silvestre m,empoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3721,36,rodriguez r,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5931,36,freuler r,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7082,36,nzonzi,roma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8020,36,valoti m,spal,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7677,36,sandro,udinese,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
1103,36,bani m,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8868,36,dybala p,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5559,36,deiola a,cagliari,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10681,36,baroni,frosinone,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2246,36,florenzi a,roma,D,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4730,36,bennacer i,empoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5247,36,chiesa f,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6380,36,kiyine,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3418,36,nuytinck b,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
300,36,lafont a,fiorentina,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6863,36,matuidi b,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10624,36,ancelotti,napoli,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5203,36,cataldi d,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
9291,36,kouame c,genoa,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8814,36,destro m,bologna,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7513,36,ramirez g,sampdoria,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7036,36,nainggolan r,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3439,36,pajac m,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3247,36,miranda j,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5192,36,castro l,cagliari,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
9674,36,okaka s,udinese,A,13.0,7.5,6.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
322,36,meret a,napoli,P,6.5,7.5,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
74,36,consigli a,sassuolo,P,4.5,7.5,-3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
453,36,radu i,genoa,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6760,36,magnanelli f,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7729,36,schiattarella p,spal,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
11110,36,mazzarri,torino,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
