,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
4460,19,allan m,napoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7025,19,mora l,spal,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
10633,19,ballardini,genoa,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7005,19,missiroli s,sassuolo,C,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
10299,19,simeone g,fiorentina,A,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
5684,19,donsah g,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7255,19,pellegrini l,roma,C,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
10898,19,giampaolo,sampdoria,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7272,19,perisic i,inter,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5911,19,freuler r,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3281,19,n koulou n,torino,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6945,19,milinkovic s,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7015,19,montolivo r,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4659,19,barreto e,sampdoria,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
4593,19,barberis a,crotone,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4490,19,anderson f,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3057,19,mattiello f,spal,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3089,19,mbaye i,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7124,19,obi j,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5786,19,falletti c,bologna,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4575,19,barak a,udinese,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5813,19,farago p,cagliari,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
