,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,23,2018-19
1,21,Castagne T.,Dif,D,6.0,,,,,,,,6.0,Atalanta,23,2018-19
2,33,Hateboer H.,Dif,D,7.0,,1.0,,,,1.0,,7.5,Atalanta,23,2018-19
3,2,Toloi R.,Dif,D,5.5,,,,,,,,5.5,Atalanta,23,2018-19
4,6,Palomino J.,Dif,D,6.0,,,,,,,,6.0,Atalanta,23,2018-19
5,23,Mancini G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,23,2018-19
6,11,Freuler R.,Cen,C,5.5,,,,,,,,5.5,Atalanta,23,2018-19
7,15,De Roon M.,Cen,C,6.5,,,,,,,,6.5,Atalanta,23,2018-19
8,72,Ilicic J.,Tre,T,7.5,1.0,,,,,,,11.0,Atalanta,23,2018-19
9,10,Gomez A.,Tre,T,6.5,,,,,,,,6.5,Atalanta,23,2018-19
10,91,Zapata D.,Att,A,7.0,1.0,1.0,,,,,,11.0,Atalanta,23,2018-19
11,8,Gosens R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,23,2018-19
12,88,Pasalic M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,23,2018-19
13,22,Pessina M.,Cen,C,,,,,,,,,,Atalanta,23,2018-19
0,28,Skorupski L.,Por,P,6.5,-1.0,,,,,,,5.5,Bologna,23,2018-19
1,23,Danilo L.,Dif,D,6.5,,,,,,,,6.5,Bologna,23,2018-19
2,15,Mbaye I.,Dif,D,5.5,,,,,,1.0,,5.0,Bologna,23,2018-19
3,14,Mattiello F.,Dif,D,5.0,,,,,,,,5.0,Bologna,23,2018-19
4,3,Gonzalez G.,Dif,D,5.5,,,,,,,,5.5,Bologna,23,2018-19
5,21,Soriano R.,Cen,C,5.5,,,,,,,,5.5,Bologna,23,2018-19
6,5,Pulgar E.,Cen,C,6.0,,,,,,,,6.0,Bologna,23,2018-19
7,16,Poli A.,Cen,C,7.0,,1.0,,,,,,8.0,Bologna,23,2018-19
8,0,Edera S.,Tre,T,6.0,,,,,,,,6.0,Bologna,23,2018-19
9,24,Palacio R.,Tre,T,6.5,,,,,,1.0,,6.0,Bologna,23,2018-19
10,22,Destro M.,Att,A,7.0,1.0,,,,,,,10.0,Bologna,23,2018-19
11,31,Dzemaili B.,Cen,C,6.0,,,,,,,,6.0,Bologna,23,2018-19
12,10,Sansone N.,Tre,T,5.5,,,,,,,,5.5,Bologna,23,2018-19
13,9,Santander F.,Att,A,5.5,,,,,,,,5.5,Bologna,23,2018-19
0,28,Cragno A.,Por,P,7.5,-3.0,,,,,,,4.5,Cagliari,23,2018-19
1,0,Pellegrini L.,Dif,D,5.5,,,,,,,,5.5,Cagliari,23,2018-19
2,33,Srna D.,Dif,D,5.0,,,,,,,,5.0,Cagliari,23,2018-19
3,23,Ceppitelli L.,Dif,D,4.5,,,,,1.0,,,2.5,Cagliari,23,2018-19
4,19,Pisacane F.,Dif,D,5.5,,,,,,,,5.5,Cagliari,23,2018-19
5,24,Farago P.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,23,2018-19
6,18,Barella N.,Cen,C,5.0,,,,,,,,5.0,Cagliari,23,2018-19
7,21,Ionita A.,Cen,C,5.0,,,,,,,,5.0,Cagliari,23,2018-19
8,20,Padoin S.,Cen,C,5.0,,,,,,,,5.0,Cagliari,23,2018-19
9,10,Joao Pedro G.,Tre,T,6.0,,,,,,,,6.0,Cagliari,23,2018-19
10,30,Pavoletti L.,Att,A,4.5,,,,,,,,4.5,Cagliari,23,2018-19
11,27,Deiola A.,Cen,C,5.0,,,,,,,,5.0,Cagliari,23,2018-19
12,6,Bradaric F.,Cen,C,,,,,,,,,,Cagliari,23,2018-19
13,0,Despodov K.,Tre,T,,,,,,,,,,Cagliari,23,2018-19
0,70,Sorrentino S.,Por,P,5.5,-3.0,,,,,,,2.5,Chievo,23,2018-19
1,14,Bani M.,Dif,D,4.5,,,,,,,,4.5,Chievo,23,2018-19
2,15,Rossettini L.,Dif,D,5.0,,,,,,,,5.0,Chievo,23,2018-19
3,6,Frey N.,Dif,D,5.0,,,,,,,,5.0,Chievo,23,2018-19
4,5,Barba F.,Dif,D,5.5,,,,,,1.0,,5.0,Chievo,23,2018-19
5,0,Diousse A.,Cen,C,5.5,,,,,,,,5.5,Chievo,23,2018-19
6,56,Hetemaj P.,Cen,C,5.0,,,,,,,,5.0,Chievo,23,2018-19
7,11,Leris M.,Tre,T,6.0,,,,,,,,6.0,Chievo,23,2018-19
8,17,Giaccherini E.,Tre,T,5.5,,,,,,,,5.5,Chievo,23,2018-19
9,9,Stepinski M.,Att,A,5.0,,,,,,,,5.0,Chievo,23,2018-19
10,20,Djordjevic F.,Att,A,5.5,,,,,,,,5.5,Chievo,23,2018-19
11,0,Schelotto E.,Dif,D,6.0,,,,,,,,6.0,Chievo,23,2018-19
12,27,Depaoli F.,Cen,C,5.5,,,,,,,,5.5,Chievo,23,2018-19
13,0,Piazon L.,Tre,T,5.5,,,,,,,,5.5,Chievo,23,2018-19
0,1,Provedel I.,Por,P,5.0,-1.0,,,,,,,4.0,Empoli,23,2018-19
1,23,Pasqual M.,Dif,D,6.0,,,,,,,,6.0,Empoli,23,2018-19
2,5,Veseli F.,Dif,D,5.5,,,,,,,,5.5,Empoli,23,2018-19
3,26,Silvestre M.,Dif,D,6.0,,,,,,,,6.0,Empoli,23,2018-19
4,0,Dellorco C.,Dif,D,5.0,,,,,,,,5.0,Empoli,23,2018-19
5,2,Di Lorenzo G.,Dif,D,5.5,,,,,,,,5.5,Empoli,23,2018-19
6,10,Bennacer I.,Cen,C,6.0,,,,,,,,6.0,Empoli,23,2018-19
7,33,Krunic R.,Cen,C,6.0,,,,,,,,6.0,Empoli,23,2018-19
8,8,Traore H.,Tre,T,5.5,,,,,,,,5.5,Empoli,23,2018-19
9,0,Farias D.,Att,A,5.0,,,,,,,,5.0,Empoli,23,2018-19
10,11,Caputo F.,Att,A,6.5,,,,,,,,6.5,Empoli,23,2018-19
11,18,Acquah A.,Cen,C,5.5,,,,,,1.0,,5.0,Empoli,23,2018-19
12,0,Oberlin D.,Att,A,5.5,,,,,,,,5.5,Empoli,23,2018-19
13,7,Mchedlidze L.,Att,A,,,,,,,,,,Empoli,23,2018-19
0,1,Lafont A.,Por,P,8.0,,,,,,,,8.0,Fiorentina,23,2018-19
1,5,Ceccherini F.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,23,2018-19
2,3,Biraghi C.,Dif,D,5.5,,,,,,,,5.5,Fiorentina,23,2018-19
3,16,Hancko D.,Dif,D,4.5,,,,,,,,4.5,Fiorentina,23,2018-19
4,20,Pezzella G.,Dif,D,6.5,,,,,,,,6.5,Fiorentina,23,2018-19
5,26,Fernandes E.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,23,2018-19
6,14,Dabo B.,Cen,C,5.5,,,,,,1.0,,5.0,Fiorentina,23,2018-19
7,17,Veretout J.,Cen,C,6.5,,,,,,1.0,,6.0,Fiorentina,23,2018-19
8,8,Gerson S.,Tre,T,5.5,,,,,,,,5.5,Fiorentina,23,2018-19
9,25,Chiesa F.,Tre,T,6.0,,,,,,,,6.0,Fiorentina,23,2018-19
10,29,Muriel L.,Att,A,5.5,,,,,,,,5.5,Fiorentina,23,2018-19
11,31,Vitor Hugo F.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,23,2018-19
12,11,Mirallas K.,Tre,T,,,,,,,,,5.5,Fiorentina,23,2018-19
13,9,Simeone G.,Att,A,,,,,,,,,,Fiorentina,23,2018-19
0,57,Sportiello M.,Por,P,7.0,,,,,,1.0,,6.5,Frosinone,23,2018-19
1,25,Capuano M.,Dif,D,6.0,,,,,,,,6.0,Frosinone,23,2018-19
2,6,Goldaniga E.,Dif,D,7.0,,1.0,,,,,,8.0,Frosinone,23,2018-19
3,27,Salamon B.,Dif,D,7.5,,,,,,,,7.5,Frosinone,23,2018-19
4,17,Zampano F.,Dif,D,6.5,,,,,,,,6.5,Frosinone,23,2018-19
5,33,Beghetto A.,Cen,C,6.0,,,,,,,,6.0,Frosinone,23,2018-19
6,8,Maiello R.,Cen,C,6.5,,,,,,,,6.5,Frosinone,23,2018-19
7,66,Chibsah R.,Cen,C,7.5,,,,,,,,7.5,Frosinone,23,2018-19
8,24,Cassata F.,Cen,C,6.0,,,,,,1.0,,5.5,Frosinone,23,2018-19
9,28,Ciano C.,Tre,T,6.0,,,,,,1.0,,5.5,Frosinone,23,2018-19
10,9,Ciofani D.,Att,A,7.0,1.0,,,,,,,10.0,Frosinone,23,2018-19
11,5,Gori M.,Cen,C,6.0,,,,,,,,6.0,Frosinone,23,2018-19
12,0,Trotta M.,Att,A,,,,,,,,,,Frosinone,23,2018-19
0,97,Radu I.,Por,P,7.0,-1.0,,,,,,,6.0,Genoa,23,2018-19
1,14,Biraschi D.,Dif,D,6.0,,,,,,,,6.0,Genoa,23,2018-19
2,87,Zukanovic E.,Dif,D,5.5,,,,,,,,5.5,Genoa,23,2018-19
3,4,Criscito D.,Dif,D,6.5,,,,,,,,6.5,Genoa,23,2018-19
4,3,Gunter K.,Dif,D,5.5,,,,,,,,5.5,Genoa,23,2018-19
5,8,Lerager L.,Cen,C,7.0,1.0,,,,,,,11.0,Genoa,23,2018-19
6,44,Veloso M.,Cen,C,7.0,,,,,,,,7.0,Genoa,23,2018-19
7,22,Lazovic D.,Cen,C,6.5,,1.0,,,,1.0,,7.0,Genoa,23,2018-19
8,21,Radovanovic I.,Cen,C,6.5,,,,,,,,6.5,Genoa,23,2018-19
9,11,Kouame C.,Att,A,6.0,,,,,,,,6.0,Genoa,23,2018-19
10,9,Sanabria A.,Att,A,6.0,,,,,,1.0,,5.5,Genoa,23,2018-19
11,13,Pezzella G.,Dif,D,,,,,,,,,,Genoa,23,2018-19
12,32,Pereira P.,Dif,D,,,,,,,,,,Genoa,23,2018-19
13,24,Bessa D.,Cen,C,6.0,,,,,,,,6.0,Genoa,23,2018-19
0,1,Handanovic S.,Por,P,6.0,,,,,,,,6.0,Inter,23,2018-19
1,18,Asamoah K.,Dif,D,5.5,,,,,,,,5.5,Inter,23,2018-19
2,33,Dambrosio D.,Dif,D,5.0,,,,,,,,5.0,Inter,23,2018-19
3,6,De Vrij S.,Dif,D,6.0,,,,,,,,6.0,Inter,23,2018-19
4,37,Skriniar M.,Dif,D,6.0,,,,,,,,6.0,Inter,23,2018-19
5,77,Brozovic M.,Cen,C,6.0,,,,,,,,6.0,Inter,23,2018-19
6,8,Vecino M.,Cen,C,6.0,,,,,,1.0,,5.5,Inter,23,2018-19
7,15,Joao Mario -.,Tre,T,5.5,,,,,,,,5.5,Inter,23,2018-19
8,44,Perisic I.,Tre,T,6.0,,,,,,,,6.0,Inter,23,2018-19
9,14,Nainggolan R.,Tre,T,7.0,,1.0,,,,1.0,,7.5,Inter,23,2018-19
10,9,Icardi M.,Att,A,5.0,,,,,,,,5.0,Inter,23,2018-19
11,0,Cedric S.,Dif,D,,,,,,,,,,Inter,23,2018-19
12,5,Gagliardini R.,Cen,C,,,,,,,,,,Inter,23,2018-19
13,10,Martinez L.,Att,A,7.0,1.0,,,,,,,10.0,Inter,23,2018-19
0,1,Szczesny W.,Por,P,6.0,,,,,,,,6.0,Juventus,23,2018-19
1,24,Rugani D.,Dif,D,5.5,,,,,,,,5.5,Juventus,23,2018-19
2,12,Alex Sandro L.,Dif,D,6.0,,,,,,1.0,,5.5,Juventus,23,2018-19
3,2,De Sciglio M.,Dif,D,6.0,,,,,,,,6.0,Juventus,23,2018-19
4,0,Caceres M.,Dif,D,6.0,,,,,,,,6.0,Juventus,23,2018-19
5,5,Pjanic M.,Cen,C,6.5,,1.0,,,,1.0,,7.0,Juventus,23,2018-19
6,6,Khedira S.,Cen,C,7.0,1.0,,,,,,,11.0,Juventus,23,2018-19
7,14,Matuidi B.,Cen,C,6.5,,,,,,,,6.5,Juventus,23,2018-19
8,33,Bernardeschi F.,Tre,T,7.0,,,,,,,,7.0,Juventus,23,2018-19
9,7,Ronaldo C.,Att,A,8.0,1.0,1.0,,,,,,12.0,Juventus,23,2018-19
10,17,Mandzukic M.,Att,A,6.5,,,,,,,,6.5,Juventus,23,2018-19
11,23,Can E.,Cen,C,6.5,1.0,,,,,,,10.5,Juventus,23,2018-19
12,30,Bentancur R.,Cen,C,6.0,,,,,,,,6.0,Juventus,23,2018-19
13,10,Dybala P.,Tre,T,,,,,,,,,,Juventus,23,2018-19
0,1,Strakosha T.,Por,P,6.5,,,,,,,,6.5,Lazio,23,2018-19
1,15,Bastos J.,Dif,D,5.5,,,,,,,,5.5,Lazio,23,2018-19
2,33,Acerbi F.,Dif,D,6.5,,,,,,,,6.5,Lazio,23,2018-19
3,26,Radu S.,Dif,D,6.0,,,,,,,,6.0,Lazio,23,2018-19
4,19,Lulic S.,Cen,C,6.0,,,,,,,,6.0,Lazio,23,2018-19
5,21,Milinkovic S.,Cen,C,6.0,,,,,,,,6.0,Lazio,23,2018-19
6,0,Romulo O.,Cen,C,6.5,,,,,,,,6.5,Lazio,23,2018-19
7,6,Leiva L.,Cen,C,6.0,,,,,,,,6.0,Lazio,23,2018-19
8,7,Berisha V.,Cen,C,5.5,,,,,,,,5.5,Lazio,23,2018-19
9,11,Correa C.,Tre,T,6.5,,,,,,,,6.5,Lazio,23,2018-19
10,20,Caicedo F.,Att,A,7.0,1.0,,1.0,,,,,10.0,Lazio,23,2018-19
11,25,Badelj M.,Cen,C,6.0,,,,,,,,6.0,Lazio,23,2018-19
12,32,Cataldi D.,Cen,C,6.5,,,,,,,,6.5,Lazio,23,2018-19
13,30,Neto P.,Tre,T,,,,,,,1.0,,,Lazio,23,2018-19
0,99,Donnarumma G.,Por,P,7.0,,,,,,,,7.0,Milan,23,2018-19
1,13,Romagnoli A.,Dif,D,6.5,,,,,,,,6.5,Milan,23,2018-19
2,2,Calabria D.,Dif,D,7.0,,1.0,,,,,,8.0,Milan,23,2018-19
3,68,Rodriguez R.,Dif,D,6.0,,,,,,,,6.0,Milan,23,2018-19
4,22,Musacchio M.,Dif,D,6.5,,,,,,,,6.5,Milan,23,2018-19
5,79,Kessie F.,Cen,C,7.0,,,,,,,,7.0,Milan,23,2018-19
6,14,Bakayoko T.,Cen,C,6.5,,,,,,,,6.5,Milan,23,2018-19
7,10,Calhanoglu H.,Tre,T,6.5,,,,,,,,6.5,Milan,23,2018-19
8,8,Suso J.,Tre,T,6.5,,,,,,,,6.5,Milan,23,2018-19
9,39,Paqueta L.,Tre,T,7.0,1.0,,,,,,,10.5,Milan,23,2018-19
10,19,Piatek K.,Att,A,7.5,1.0,,,,,,,10.5,Milan,23,2018-19
11,12,Conti A.,Dif,D,6.0,,,,,,,,6.0,Milan,23,2018-19
12,11,Borini F.,Tre,T,,,,,,,,,,Milan,23,2018-19
13,63,Cutrone P.,Att,A,6.0,,,,,,,,6.0,Milan,23,2018-19
0,1,Meret A.,Por,P,6.5,,,,,,,,6.5,Napoli,23,2018-19
1,19,Maksimovic N.,Dif,D,6.5,,,,,,1.0,,6.0,Napoli,23,2018-19
