,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
4224,20,smalling c,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4288,20,ter avest,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5794,20,diawara a,roma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9231,20,cutrone p,fiorentina,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3108,20,mancini g,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10988,20,conte,inter,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7019,20,mandragora r,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11102,20,de zerbi,sassuolo,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1244,20,bonucci l,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6796,20,linetty k,sampdoria,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
11212,20,gattuso,napoli,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6733,20,leiva l,lazio,C,8.5,7.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
6040,20,freuler r,atalanta,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
861,20,alex sandro,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8469,20,valoti m,spal,C,10.0,7.5,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10277,20,pandev g,genoa,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
8467,20,valero b,inter,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4620,20,alberto l,lazio,C,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9207,20,cornelius a,parma,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3400,20,murru n,sampdoria,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6110,20,gomez a,atalanta,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2072,20,djidji k,torino,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10335,20,petagna a,spal,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
7224,20,missiroli s,spal,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9043,20,caicedo f,lazio,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3525,20,palomino j,atalanta,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9347,20,dybala p,juventus,A,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
11158,20,fonseca,roma,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11031,20,corini,brescia,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
679,20,skorupski l,bologna,P,7.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
6812,20,locatelli m,sassuolo,C,4.5,6.5,0.0,0.0,0.0,0.0,-2.0,0.0,2019-20
4359,20,tomiyasu t,bologna,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8649,20,vieira r,sampdoria,C,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3283,20,mbaye i,bologna,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
1162,20,biraghi c,inter,D,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
10927,20,zapata d,atalanta,A,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
3466,20,n koulou n,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3348,20,milenkovic n,fiorentina,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4639,20,allan m,napoli,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10176,20,okaka s,udinese,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7046,20,mangraviti m,brescia,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4305,20,toljan j,sassuolo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
1788,20,dawidowicz p,verona,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6982,20,mancosu m,lecce,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
9157,20,castillejo s,milan,A,7.0,7.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
680,20,sportiello m,atalanta,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
9095,20,caprari g,sampdoria,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10324,20,pazzini g,verona,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8526,20,veloso m,verona,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9278,20,di carmine s,verona,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5987,20,farago p,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6855,20,lukic s,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5831,20,dominguez n,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5887,20,ekdal a,sampdoria,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
379,20,musso j,udinese,P,2.5,5.5,-3.0,0.0,0.0,0.0,0.0,0.0,2019-20
8387,20,traore j,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4259,20,spinazzola l,roma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3484,20,nuytinck b,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4424,20,vavro d,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9175,20,cerri a,cagliari,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
334,20,joronen j,brescia,P,6.0,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
8447,20,valdifiori m,spal,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11051,20,d aversa,parma,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3313,20,meccariello b,lecce,D,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4333,20,toloi r,atalanta,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1171,20,biraschi d,genoa,D,3.5,5.5,0.0,0.0,0.0,0.0,-2.0,0.0,2019-20
199,20,dragowski b,fiorentina,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3582,20,paz n,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1842,20,de maio s,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2131,20,donati g,lecce,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6943,20,majer z,lecce,C,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
150,20,donnarumma g,milan,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
2089,20,djimsiti b,atalanta,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6955,20,malinovskyi r,atalanta,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8591,20,veretout j,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6169,20,hernani j,parma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3579,20,patric,lazio,D,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7082,20,matuidi b,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4469,20,vicari f,spal,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
1821,20,de ligt,juventus,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11176,20,gasperini,atalanta,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4409,20,tomovic n,spal,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8422,20,under c,roma,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
5813,20,djuricic f,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6916,20,magnanelli f,sassuolo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7153,20,meite s,torino,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10199,20,orsolini r,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1434,20,ceccherini f,fiorentina,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3385,20,muldur m,sassuolo,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1459,20,cetin m,roma,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
805,20,acerbi f,lazio,D,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
10147,20,nestorovski i,udinese,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3599,20,pellegrini lu,cagliari,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8551,20,verdi s,torino,C,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7186,20,milinkovic s,lazio,C,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10874,20,vlahovic d,fiorentina,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
9299,20,donnarumma al,brescia,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1487,20,chancellor j,brescia,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
