,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatto_subito,gol_su_rigore,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,assist_da_fermo,yyss
1206,8,zappa g,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1820,8,gosens r,atalanta,D,6.5,7.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
5944,8,pioli,milan,0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1099,8,cuomo g,crotone,D,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
5953,8,italiano,spezia,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1805,8,udogie d,verona,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1811,8,masiello a,genoa,D,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
1367,8,rogerio o,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2,8,mirante a,roma,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1629,8,danilo l,bologna,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1385,8,dimarco f,verona,D,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
1174,8,iacoponi s,parma,D,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5836,8,stroppa,crotone,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5630,8,nzola m,spezia,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1173,8,magnani g,verona,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1714,8,pellegrini lu,genoa,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1709,8,maggio c,benevento,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5822,8,prandelli,fiorentina,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1701,8,ranocchia a,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
6006,8,fonseca,roma,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1523,8,hickey a,bologna,D,6.5,7.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
