,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatto_subito,gol_su_rigore,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,assist_da_fermo,yyss
5774,4,inzaghi f,benevento,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
6048,4,iachini,fiorentina,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1442,4,hakimi a,inter,D,6.0,6.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
681,4,frabotta g,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4405,4,marusic a,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2858,4,vulic m,crotone,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
903,4,zapata c,genoa,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5263,4,sanchez a,inter,A,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5776,4,maran,genoa,0,6.0,6.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
5664,4,verde d,spezia,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
684,4,hickey a,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
716,4,biraghi c,fiorentina,D,10.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-21
4432,4,dominguez n,bologna,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2259,4,pezzella ger,fiorentina,D,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1454,4,n koulou n,torino,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4413,4,verre v,sampdoria,C,7.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-21
3549,4,iago falque,benevento,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2075,4,vavro d,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
6068,4,mihajlovic,bologna,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1823,4,laurini v,parma,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
831,4,ferrari g,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5982,4,de zerbi,sassuolo,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1434,4,santon d,roma,D,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
5051,4,barrow m,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1039,4,romero c,atalanta,D,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-21
2923,4,fares m,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5600,4,belotti a,torino,A,14.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3878,4,brugman g,parma,C,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
5307,4,siligardi l,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
270,4,donnarumma g,milan,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4346,4,castrovilli g,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2934,4,bernardeschi f,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4343,4,gomez a,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2026,4,mancini g,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3783,4,demme d,napoli,C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
451,4,ferrer c,spezia,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1263,4,hoedt w,lazio,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
531,4,ibanez r,roma,D,5.0,5.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
2547,4,deiola a,spezia,C,5.0,5.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
4326,4,tameze a,verona,C,5.0,5.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
3240,4,lazovic d,verona,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3976,4,arslan t,udinese,C,6.0,6.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
1564,4,hysaj e,napoli,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2909,4,parigini v,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1441,4,ouwejan a,udinese,D,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-21
2583,4,veretout j,roma,C,8.5,6.0,0.0,3.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
3248,4,linetty k,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2887,4,schouten j,bologna,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3777,4,badelj m,genoa,C,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
2056,4,di lorenzo g,napoli,D,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2051,4,bani m,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3242,4,grassi a,parma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5881,4,conte,inter,0,4.5,5.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
4380,4,ruiz f,napoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1438,4,mbaye i,bologna,D,5.0,5.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
3985,4,pasalic m,atalanta,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4732,4,kouame c,fiorentina,A,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4375,4,radovanovic i,genoa,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2898,4,sohm s,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2043,4,caldirola l,benevento,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
574,4,reca a,crotone,D,6.5,7.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
2905,4,verdi s,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
6071,4,liverani,parma,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
823,4,calabria d,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3766,4,cyprien w,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
709,4,djimsiti b,atalanta,D,5.0,5.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
3765,4,ilic i,verona,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
875,4,mojica j,atalanta,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3514,4,parolo m,lazio,C,4.0,4.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
4561,4,santander f,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3530,4,kulusevski d,juventus,C,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
5168,4,salcedo e,verona,A,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2732,4,ebongue s,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
396,4,golemic v,crotone,D,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
551,4,toloi r,atalanta,D,4.5,5.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
2660,4,pulgar e,fiorentina,C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3938,4,rincon t,torino,C,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
1172,4,danilo ds,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5172,4,lozano h,napoli,A,13.5,8.0,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
3506,4,bastoni s,spezia,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
2158,4,chabot j,spezia,D,4.5,5.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
4536,4,caprari g,benevento,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
6053,4,fonseca,roma,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4534,4,kalinic n,verona,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5112,4,dzeko e,roma,A,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
