,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
12649,9,gagliardini r,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5750,9,hateboer h,atalanta,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14567,9,mora l,spal,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18334,9,gakpe s,genoa,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6295,9,koulibaly k,napoli,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18,,,,
21127,9,verde d,verona,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
17583,9,caprari g,sampdoria,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
11032,9,candreva a,inter,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
17535,9,callejon j,napoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10725,9,biondini d,sassuolo,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
17771,9,cornelius a,atalanta,A,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6664,9,lucioni f,benevento,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1592,9,puggioni c,sampdoria,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-18,,,,
5631,9,gonzalez g,bologna,D,4.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,2017-18,,,,
5059,9,fazio f,roma,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10776,9,birsa v,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20916,9,thereau c,fiorentina,A,9.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2017-18,,,,
1911,9,sepe l,napoli,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
11227,9,chiesa f,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5108,9,felicioli g,verona,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
12455,9,fernandez m,fiorentina,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1191,9,marson l,sassuolo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
13523,9,jorginho,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18686,9,insigne l,napoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20716,9,simeone g,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1312,9,mirante a,bologna,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6346,9,krafth e,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
11053,9,capezzi l,sampdoria,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
4875,9,di chiara g,benevento,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
13428,9,joao mario,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5693,9,gravillon a,benevento,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5688,9,gosens r,atalanta,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21198,9,vido l,atalanta,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18725,9,kalinic n,milan,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14707,9,nainggolan r,roma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
17846,9,cutrone p,milan,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5739,9,gyamfi b,benevento,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6359,9,larsen j,udinese,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1832,9,scuffet s,udinese,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20925,9,thiam m,juventus,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18376,9,galabinov a,genoa,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14430,9,memushaj l,benevento,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1609,9,rafael a,cagliari,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5550,9,goldaniga e,sassuolo,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18287,9,farias d,cagliari,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20947,9,tonev a,crotone,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
17859,9,defrel g,roma,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14803,9,obi j,torino,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5592,9,gomez g,milan,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18297,9,floccari s,spal,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14531,9,montolivo r,milan,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
13566,9,kessie f,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5527,9,gobbi m,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
11200,9,chibsah r,benevento,C,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18,,,,
1647,9,rafael c,napoli,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
12495,9,fofana s,udinese,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18,,,,
20833,9,suso j,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5991,9,illanes j,fiorentina,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14462,9,milinkovic s,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1873,9,seculin a,chievo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5262,9,florenzi a,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20872,9,taarabt a,genoa,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18,,,,
14652,9,nagy a,bologna,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5371,9,gaspar b,fiorentina,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6118,9,jesus j,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18513,9,higuain g,juventus,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21014,9,tumminello m,crotone,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
4999,9,emerson p,roma,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
17721,9,coda m,benevento,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18004,9,djordjevic f,lazio,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10838,9,brlek p,genoa,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1760,9,rossi f,atalanta,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18134,9,eder c,inter,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
2772,9,ansaldi c,torino,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5947,9,hysaj e,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1471,9,perin m,genoa,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2017-18,,,,
1266,9,milinkovic v,torino,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18581,9,iemmello p,benevento,A,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
11260,9,ciciretti a,benevento,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
12668,9,garritano l,chievo,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
11166,9,cataldi d,benevento,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18,,,,
18765,9,kanoute m,benevento,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6061,9,jaroszynski p,chievo,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5302,9,gabbia m,milan,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
13487,9,jordao b,lazio,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18053,9,dybala p,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18771,9,karamoh y,inter,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10862,9,brozovic m,inter,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18553,9,icardi m,inter,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
11149,9,castro ls,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21167,9,verdi s,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14771,9,neto p,lazio,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1417,9,pegolo g,sassuolo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10687,9,biglia l,milan,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
17689,9,cerci a,verona,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6040,9,izzo a,genoa,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21059,9,tupta l,verona,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
14631,9,murgia a,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
18082,9,dzeko e,roma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
5344,9,gamberini a,chievo,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18,,,,
