,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
3884,15,zambrotta gianluca,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5496,15,fiore stefano,fiorentina,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
5458,15,fini michele,ascoli,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
8861,15,martins obafemi akinwunmi,inter,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2005-06
5023,15,dalla bona samuele,sampdoria,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7554,15,vigiani luca,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5071,15,de ascentis diego,livorno,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
8573,15,gilardino alberto,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7098,15,serginho dos santos,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4990,15,dabo ousmane,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8837,15,makinwa stephen,palermo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7391,15,vannucchi ighli,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8826,15,lucarelli cristiano,livorno,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
4810,15,conticchio alessandro,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5139,15,delvecchio gennaro,lecce,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4847,15,coppola carmine,messina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4957,15,d'aversa roberto,siena,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7475,15,veron juan sebastian,inter,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
4883,15,cozza francesco,reggina,C,3.0,6.0,0.0,0.0,-3.0,0.0,0.0,2005-06
7482,15,vidigal jose',udinese,C,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2005-06
7213,15,taddei rodrigo,roma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5196,15,donadel marco,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5349,15,figo luis,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7299,15,tommasi damiano,roma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7073,15,semioli franco,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3820,15,vignati fabio,cagliari,D,2.5,4.5,0.0,0.0,0.0,-2.0,0.0,2005-06
8711,15,konan haouliais axel cedr,lecce,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7290,15,tissone fernando,udinese,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5248,15,donati massimo,messina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8752,15,langella antonio,cagliari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5306,15,ficini fabrizio,empoli,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
5096,15,de rossi daniele,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9558,15,vucinic mirko,lecce,A,13.5,7.5,6.0,0.0,0.0,0.0,0.0,2005-06
5373,15,filippini antonio,treviso,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8966,15,nanni roberto antonio,siena,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5408,15,filippini emanuele,treviso,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7145,15,simplicio fabio,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7454,15,vergassola simone,siena,C,8.0,7.0,0.0,0.0,0.0,0.0,1.0,2005-06
7527,15,vieira patrick,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
