,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
8064,17,suso,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8983,17,dybala p,juventus,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3460,17,pisacane f,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6782,17,lukic s,torino,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5077,17,cataldi d,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
204,17,donnarumma g,milan,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
9938,17,nestorovski i,palermo,A,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6941,17,memushaj l,pescara,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4904,17,brugman g,pescara,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10706,17,zarate m,fiorentina,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
3933,17,spolli n,chievo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8385,17,verre v,pescara,C,3.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,2016-17
5334,17,de guzman j,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4051,17,torosidis v,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5051,17,castro l,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3246,17,olivera m,fiorentina,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7166,17,nainggolan r,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1666,17,chiellini g,juventus,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4267,17,zukanovic e,atalanta,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4179,17,zambelli m,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7433,17,perisic i,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3319,17,pasqual m,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2563,17,hysaj e,napoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2964,17,masina a,bologna,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
82,17,buffon g,juventus,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
664,17,storari m,cagliari,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17
4675,17,benali a,pescara,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6816,17,lulic s,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
949,17,alex sandro,juventus,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
654,17,sportiello m,atalanta,P,6.5,6.0,0.0,-0.5,0.0,0.0,0.0,1.0,2016-17
3298,17,paletta g,milan,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6267,17,joao mario,inter,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8039,17,sturaro s,juventus,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2266,17,frey n,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7294,17,palombo a,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9240,17,higuain g,juventus,A,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
9623,17,lopez maxi,torino,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1187,17,barzagli a,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6358,17,kessie' f,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8348,17,veloso m,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4850,17,birsa v,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1618,17,ceppitelli l,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6284,17,joao pedro,cagliari,C,2.0,5.0,0.0,0.0,0.0,-3.0,0.0,0.0,2016-17
10541,17,simy,crotone,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2190,17,ferrari g,crotone,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1081,17,antei l,sassuolo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6858,17,marchisio c,juventus,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10562,17,thereau c,udinese,A,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2016-17
6890,17,mazzitelli l,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8893,17,destro m,bologna,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
226,17,festa m,crotone,P,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5430,17,dessena d,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9966,17,niang m,milan,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6972,17,mertens d,napoli,C,19.0,8.0,9.0,0.0,0.0,2.0,0.0,0.0,2016-17
1154,17,barreca a,torino,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7572,17,praet d,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5850,17,gazzi a,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1839,17,d'ambrosio d,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1921,17,de maio s,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10177,17,petagna a,atalanta,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1050,17,angella g,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4710,17,benassi m,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1805,17,crescenzi a,pescara,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1110,17,astori d,fiorentina,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2282,17,gamberini a,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1880,17,dainelli d,chievo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6102,17,hiljemark o,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1773,17,cosic u,empoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
111,17,consigli a,sassuolo,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
6386,17,khedira s,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4751,17,bernardeschi f,fiorentina,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
4238,17,zappacosta d,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3900,17,skriniar m,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9450,17,insigne l,napoli,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
925,17,aleesami h,palermo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
