,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
1245,26,bereszynski b,sampdoria,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
840,26,acerbi f,sassuolo,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
532,26,reina p,napoli,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9459,26,simeone g,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
110,26,consigli a,sassuolo,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1932,26,dell'orco c,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8546,26,lazovic d,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8423,26,kalinic n,fiorentina,A,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
21,26,berisha e,atalanta,P,7.0,6.5,0.0,-0.5,0.0,0.0,0.0,1.0,2016-17,,,,
7714,26,defrel g,sassuolo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1264,26,biraghi c,pescara,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9543,26,tello c,fiorentina,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7775,26,deulofeu g,milan,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
415,26,mirante a,bologna,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6876,26,sosa j,milan,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
898,26,aleesami h,palermo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9475,26,simy s,crotone,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
432,26,neto,juventus,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17,,,,
8453,26,keita b,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8907,26,nalini a,crotone,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1954,26,dos santos c,crotone,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9721,26,zapata d,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9518,26,suso,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8692,26,marilungo g,empoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7907,26,el kaddouri o,empoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6935,26,strootman k,roma,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8580,26,ljajic a,torino,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8948,26,nestorovski i,palermo,A,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2016-17,,,,
8008,26,falque i,torino,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6906,26,spinazzola l,atalanta,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1113,26,barreca a,torino,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9507,26,stoian a,crotone,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7982,26,falcinelli d,crotone,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6953,26,sturaro s,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1178,26,basta d,lazio,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7888,26,eder c,inter,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
798,26,abate i,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6996,26,taider s,bologna,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7822,26,dybala p,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1718,26,costa a,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8682,26,mandzukic m,juventus,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8893,26,muriel l,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1066,26,astori d,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
734,26,tatarusanu c,fiorentina,P,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1199,26,bellusci g,empoli,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
1761,26,d'ambrosio d,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1736,26,crescenzi a,pescara,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8467,26,krejci l,bologna,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7868,26,dzeko e,roma,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
470,26,posavec j,palermo,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6961,26,taarabt a,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8080,26,gakpe' s,chievo,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
6664,26,rigoni l,genoa,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8839,26,milik a,napoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1665,26,conti a,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7374,26,bacca c,milan,A,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2016-17,,,,
9192,26,petkovic b,bologna,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
243,26,gabriel,cagliari,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9170,26,petagna a,atalanta,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8743,26,matri a,sassuolo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7406,26,balogh n,palermo,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7414,26,belotti a,torino,A,10.0,7.0,6.0,0.0,0.0,-3.0,0.0,0.0,2016-17,,,,
7188,26,verre v,pescara,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1811,26,dani alves,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
330,26,karnezis o,udinese,P,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9593,26,thereau c,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8788,26,meggiorini r,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
961,26,alves b,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7448,26,berardi d,sassuolo,A,1.5,5.0,0.0,-0.5,0.0,-3.0,0.0,0.0,2016-17,,,,
577,26,skorupski l,empoli,P,1.0,6.0,-2.0,0.0,0.0,0.0,-2.0,0.0,2016-17,,,,
933,26,ali adnan k,udinese,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
9311,26,quagliarella f,sampdoria,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1819,26,danilo l,udinese,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
9208,26,pinilla m,genoa,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
