,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,5.0,-3.0,,,,,,,2.0,Atalanta,15,2016-17
1,5,Masiello A.,Dif,D,5.0,,,,,,,,5.0,Atalanta,15,2016-17
2,13,Caldara M.,Dif,D,5.0,,,,,,,,5.0,Atalanta,15,2016-17
3,24,Conti A.,Dif,D,4.5,,,,,,,,4.5,Atalanta,15,2016-17
4,3,Toloi R.,Dif,D,4.5,,,,,,,,4.5,Atalanta,15,2016-17
5,11,Freuler R.,Cen,C,6.0,1.0,,,,,1.0,,8.5,Atalanta,15,2016-17
6,27,Kurtic J.,Cen,C,5.0,,,,,,,,5.0,Atalanta,15,2016-17
7,19,Kessie F.,Cen,C,5.5,,,,,,1.0,,5.0,Atalanta,15,2016-17
8,10,Gomez A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,15,2016-17
9,37,Spinazzola L.,Tre,T,6.0,,,,,,,,6.0,Atalanta,15,2016-17
10,29,Petagna A.,Att,A,4.5,,,,,,,,4.5,Atalanta,15,2016-17
11,88,Grassi A.,Cen,C,5.0,,,,,,,,5.0,Atalanta,15,2016-17
12,7,Dalessandro M.,Tre,T,6.0,,1.0,,,,,,7.0,Atalanta,15,2016-17
13,9,Pesic A.,Att,A,5.5,,,,,,,,5.5,Atalanta,15,2016-17
0,83,Mirante A.,Por,P,6.5,-1.0,,,,,,,5.5,Bologna,15,2016-17
1,25,Masina A.,Dif,D,6.0,,,,,,,,6.0,Bologna,15,2016-17
2,20,Maietta D.,Dif,D,5.0,,,,,,,,5.0,Bologna,15,2016-17
3,2,Oikonomou M.,Dif,D,5.0,,,,,,,,5.0,Bologna,15,2016-17
4,35,Torosidis V.,Dif,D,4.0,,,,,,,,4.0,Bologna,15,2016-17
5,31,Dzemaili B.,Cen,C,6.0,,,,,,,,6.0,Bologna,15,2016-17
6,5,Pulgar E.,Cen,C,4.0,,,,,,,1.0,3.0,Bologna,15,2016-17
7,8,Taider S.,Cen,C,5.0,,,,,,,,5.0,Bologna,15,2016-17
8,7,Mounier A.,Tre,T,5.0,,,,,,,,5.0,Bologna,15,2016-17
9,11,Krejci L.,Tre,T,5.5,,,,,,,,5.5,Bologna,15,2016-17
10,10,Destro M.,Att,A,5.0,,,,,,,,5.0,Bologna,15,2016-17
11,15,Mbaye I.,Dif,D,5.5,,,,,,,,5.5,Bologna,15,2016-17
12,14,Di Francesco F.,Tre,T,5.5,,,,,,,,5.5,Bologna,15,2016-17
13,26,Floccari S.,Att,A,,,,,,,,,,Bologna,15,2016-17
0,30,Storari M.,Por,P,6.5,-1.0,,,,,,,5.5,Cagliari,15,2016-17
1,2,Alves B.,Dif,D,6.5,,,,,,,,6.5,Cagliari,15,2016-17
2,23,Ceppitelli L.,Dif,D,6.0,,,,,,,,6.0,Cagliari,15,2016-17
3,3,Isla M.,Dif,D,6.0,,,,,,,,6.0,Cagliari,15,2016-17
4,19,Pisacane F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,15,2016-17
5,4,Dessena D.,Cen,C,6.5,,,,,,1.0,,6.0,Cagliari,15,2016-17
6,8,Di Gennaro D.,Cen,C,5.0,,,,,,,1.0,4.0,Cagliari,15,2016-17
7,18,Barella N.,Cen,C,6.0,,,,,,,,6.0,Cagliari,15,2016-17
8,17,Farias D.,Tre,T,5.5,,,,,,,,5.5,Cagliari,15,2016-17
9,22,Borriello M.,Att,A,7.0,1.0,,,,,1.0,,9.5,Cagliari,15,2016-17
10,25,Sau M.,Att,A,5.5,,,,,,,,5.5,Cagliari,15,2016-17
11,35,Salamon B.,Dif,D,6.0,,,,,,,,6.0,Cagliari,15,2016-17
12,16,Munari G.,Cen,C,,,,,,,,,,Cagliari,15,2016-17
