,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
6765,1,leris m,sampdoria,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5303,1,candreva a,inter,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3701,1,pinna s,cagliari,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9134,1,caputo f,sassuolo,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
2986,1,luiz felipe,lazio,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3699,1,pezzella giu,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2274,1,ferrari g,sassuolo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6558,1,kulusevski d,parma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10669,1,sansone n,bologna,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
5268,1,callejon j,napoli,C,10.5,7.0,3.0,-0.5,0.0,0.0,0.0,1.0,2019-20
10678,1,santander f,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9088,1,caprari g,sampdoria,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6607,1,kurtic j,spal,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9040,1,bonazzoli f,sampdoria,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6650,1,lazovic d,verona,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10696,1,siligardi l,parma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9020,1,boateng kp,fiorentina,A,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
1633,1,criscito d,genoa,D,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
5244,1,calhanoglu h,milan,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4010,1,rui m,napoli,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9145,1,castillejo s,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5224,1,brugman g,parma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10614,1,sanabria a,genoa,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2597,1,iacoponi s,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5449,1,chiesa f,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5428,1,cataldi d,lazio,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6424,1,kessie f,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9311,1,donnarumma al,brescia,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
