,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
2805,17,kumbulla m,verona,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7797,17,ramirez g,sampdoria,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4946,17,berenguer a,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9841,17,lasagna k,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8560,17,verdi s,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1061,17,bastoni a,inter,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10367,17,petagna a,spal,A,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3393,17,murillo j,sampdoria,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9715,17,insigne l,napoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5335,17,cassata f,genoa,C,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
1852,17,de sciglio m,juventus,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10390,17,pinamonti a,genoa,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9169,17,cerri a,cagliari,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3248,17,mateju a,brescia,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6915,17,magnanelli f,sassuolo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9017,17,boateng kp,fiorentina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3136,17,manolas k,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7065,17,matuidi b,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6105,17,gomez a,atalanta,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3197,17,marusic a,lazio,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8460,17,valero b,inter,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
511,17,radu i,genoa,P,1.5,5.5,-4.0,0.0,0.0,0.0,0.0,0.0,2019-20
7109,17,medel g,bologna,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
1708,17,danilo ds,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5090,17,boga j,sassuolo,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6273,17,jagiello f,genoa,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6882,17,lulic s,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9948,17,lukaku r,inter,A,15.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,2019-20
7596,17,pessina m,verona,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8424,17,under c,roma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2055,17,dimarco f,inter,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4139,17,sema k,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2342,17,gagliolo r,parma,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2114,17,djimsiti b,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9100,17,caprari g,sampdoria,A,8.0,6.0,3.0,0.0,-1.0,0.0,0.0,0.0,2019-20
1173,17,biraschi d,genoa,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8446,17,valdifiori m,spal,C,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
6255,17,ionita a,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5994,17,farago p,cagliari,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3114,17,mancini g,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8186,17,strefezza g,spal,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
