,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,yyss
9081,10,figueroa,genoa,A,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2007-08
1735,10,cribari,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9441,10,langella,atalanta,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6697,10,loviso,livorno,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
1879,10,dellafiore,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3408,10,portanova,siena,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
10175,10,rocchi,lazio,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
8721,10,caracciolo,sampdoria,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6687,10,locatelli,siena,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7052,10,montolivo,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7859,10,serginho,milan,C,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2007-08
7039,10,montervino,napoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7864,10,simplicio,palermo,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5951,10,gargano,napoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
2848,10,marzoratti,empoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5741,10,figo,inter,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
3161,10,paci,parma,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
3437,10,potenza,fiorentina,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
10277,10,sosa,napoli,A,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4884,10,cambiasso,inter,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
2730,10,lukovic,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1099,10,bianco,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3485,10,raggi,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1215,10,burdisso,inter,D,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1858,10,del grosso,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4626,10,biondini,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
665,10,pavarini,parma,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2007-08
9456,10,larrivey,cagliari,A,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5674,10,fabiano,genoa,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7986,10,tedesco gia,catania,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
8996,10,di natale,udinese,A,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
8666,10,bucchi,siena,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6611,10,leon,genoa,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
2687,10,lucchini,sampdoria,D,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5981,10,gasbarroni,parma,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1312,10,cannavaro,napoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
7131,10,morrone,parma,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
3517,10,rinaudo,palermo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
8008,10,tedesco gio,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6120,10,gourcuff,milan,C,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2007-08
9274,10,iaquinta,juventus,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
8855,10,crespo,inter,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3541,10,rivalta,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4468,10,baiocco,catania,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5715,10,ferreira pinto,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3970,10,tonetto,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
2793,10,maicon,inter,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4605,10,biagianti,catania,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5169,10,corini,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1421,10,cassetti,roma,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
7894,10,siqueira,udinese,C,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9568,10,makinwa,lazio,A,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
10433,10,tavano,livorno,A,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2007-08
7208,10,mutarelli,lazio,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
6650,10,liverani,fiorentina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
227,10,castellazzi,sampdoria,P,0.5,5.5,-5.0,0.0,0.0,0.0,0.0,0.0,2007-08
10608,10,vucinic,roma,A,11.0,7.5,3.0,-0.5,0.0,0.0,0.0,1.0,2007-08
658,10,orlandoni,inter,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2007-08
7091,10,morfeo,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
521,10,iezzo,napoli,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2007-08
7177,10,mudingayi,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
8691,10,calaio',napoli,A,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3997,10,tosto,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
8839,10,corvia,siena,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
2746,10,maggio,sampdoria,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7916,10,solari,inter,C,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3605,10,rossi m,parma,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
7743,10,sammarco,sampdoria,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4587,10,bergvold,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
704,10,rubinho,genoa,P,1.0,5.5,-4.0,-0.5,0.0,0.0,0.0,0.0,2007-08
7576,10,pizarro,roma,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
4712,10,bottone,torino,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
5822,10,fini,cagliari,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
6816,10,marchisio,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6937,10,mesto,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
701,10,polito,catania,P,9.0,7.0,-1.0,0.0,0.0,3.0,0.0,0.0,2007-08
1957,10,dossena,udinese,D,5.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,2007-08
8928,10,del piero,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3056,10,motta,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
17,10,amelia,livorno,P,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,2007-08
10203,10,rossini,livorno,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
5210,10,cozza,reggina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9497,10,lavezzi,napoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3815,10,simic,milan,D,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4772,10,brighi,roma,C,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7617,10,pulzetti,livorno,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
7390,10,parola,cagliari,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
3263,10,pavan,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6802,10,marchionni,juventus,C,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9349,10,inzaghi s,atalanta,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3032,10,molinaro,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
319,10,dida,milan,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
8772,10,cavani,palermo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3795,10,silvestri,catania,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
6840,10,marianini,empoli,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
4521,10,barreto e,reggina,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
8793,10,ceravolo,reggina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5336,10,de ascentis,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9371,10,izco,catania,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4744,10,brienza,palermo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7484,10,perrotta,roma,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
1931,10,domizzi,napoli,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
1594,10,coda,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3174,10,panucci,roma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1786,10,criscito,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3757,10,savini,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
10212,10,saudati,empoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7630,10,rosina,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7528,10,pirlo,milan,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6864,10,mariga,parma,C,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
10331,10,stellone,torino,A,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6913,10,meghni,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7552,10,pisanu,parma,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
870,10,alvarez p,reggina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3106,10,nesta,milan,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9747,10,montella,sampdoria,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3206,10,pasqual,fiorentina,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
5828,10,firmani,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1354,10,capelli,atalanta,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2007-08
7424,10,pazienza,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9849,10,palladino,juventus,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
75,10,ballotta,lazio,P,4.0,7.0,-3.0,0.0,0.0,0.0,0.0,0.0,2007-08
1007,10,barzagli,palermo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
9536,10,maccarone,siena,A,2.5,4.5,0.0,0.0,0.0,-3.0,0.0,1.0,2007-08
7317,10,palombo,sampdoria,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
5785,10,filippini e,livorno,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
1789,10,cupi,napoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
2929,10,maxwell,inter,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5910,10,galloppa,siena,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
326,10,doni,roma,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2007-08
6987,10,milanetto,genoa,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
5127,10,conti,cagliari,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7301,10,padoin,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
6003,10,gattuso,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4818,10,brocchi,milan,C,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2007-08
9765,10,morimoto,catania,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
1828,10,de rosa,genoa,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
1240,10,cafu,milan,D,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7794,10,seedorf,milan,C,11.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,2007-08
9732,10,miccoli,palermo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5387,10,de rossi,roma,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
3370,10,pisano m,palermo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
4828,10,budel,cagliari,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
363,10,eleftheropoulos,siena,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,2007-08
6715,10,mancini,roma,C,11.5,7.5,3.0,0.0,0.0,0.0,0.0,1.0,2007-08
2879,10,masiello a,genoa,D,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
5766,10,filippini a,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
3872,10,stovini,catania,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2007-08
3640,10,sabato,catania,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
10310,10,spinesi,catania,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
7717,10,salihamidzic,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2007-08
