,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,yyss
3223,36,paletta,parma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
1924,36,comotto,fiorentina,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
9240,36,di natale,udinese,A,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2010-11
8274,36,taddei rod,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
9019,36,cavani,napoli,A,3.5,4.5,0.0,0.0,-1.0,0.0,0.0,0.0,2010-11
9962,36,miccoli,palermo,A,6.0,6.0,3.0,0.0,0.0,-3.0,0.0,0.0,2010-11
5997,36,hetemaj,brescia,C,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
10282,36,pinilla,palermo,A,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2010-11
2669,36,lichtsteiner,lazio,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
4182,36,zoboli,brescia,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
9539,36,hernandez,palermo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
3184,36,nesta,milan,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
5765,36,gobbi,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
2031,36,dainelli,genoa,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
2742,36,lucchini,sampdoria,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
935,36,andreolli,chievo,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
6998,36,missiroli,cagliari,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
7746,36,radovanovic,bologna,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
8378,36,van bommel,milan,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
209,36,buffon,juventus,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2010-11
8641,36,acquafresca,cagliari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
9648,36,jonathas,brescia,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
8392,36,vargas,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
5808,36,gomez,catania,C,9.5,7.5,0.0,0.0,0.0,0.0,0.0,2.0,2010-11
4029,36,zaccardo,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
31,36,abbiati,milan,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
6127,36,isla,udinese,C,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2010-11
1093,36,astori,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
2532,36,jokic,chievo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
6418,36,lazzari,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
5610,36,gazzi,bari,C,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2010-11
7942,36,rossi m,genoa,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
10263,36,pellissier,chievo,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
1164,36,barzagli,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
10536,36,totti,roma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
562,36,muslera,lazio,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2010-11
4673,36,brocchi,lazio,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
8829,36,bogdani,cesena,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
811,36,abate,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
2812,36,maicon,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
3007,36,moras,bologna,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
620,36,rosati,lecce,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2010-11
2362,36,garrido,lazio,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
936,36,angella,udinese,D,4.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,2010-11
6222,36,kharja,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
6672,36,marchisio,juventus,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
5970,36,hernanes,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
4665,36,brighi,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
7490,36,pazienza,napoli,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
4878,36,caserta,cesena,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
9321,36,eder,brescia,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
7049,36,montolivo,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
473,36,julio cesar,inter,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2010-11
4563,36,boateng,milan,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
4048,36,zambrotta,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
969,36,antonelli l,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
4077,36,zapata,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
4604,36,bogliacino,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
5524,36,gargano,napoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
2343,36,garcia,palermo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
6381,36,laner,cagliari,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
9563,36,huseklepp,bari,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
9457,36,ghezzal,bari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
5097,36,d'agostino,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
8897,36,boselli,genoa,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2010-11
8886,36,borriello,roma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
4154,36,ziegler,sampdoria,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
5512,36,galloppa,parma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
4454,36,behrami,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11
8317,36,tissone,sampdoria,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2010-11
