,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
5012,28,dacourt olivier,roma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
6614,28,paredes carlos,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8015,28,budan igor,ascoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7634,28,zanetti paolo,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5882,28,jankulovski marek,milan,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5027,28,dalla bona samuele,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2123,28,ferronetti damiano,parma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5490,28,fiore stefano,fiorentina,C,7.0,6.5,0.0,-0.5,0.0,0.0,1.0,2005-06
4616,28,camoranesi mauro,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1271,28,cannavaro paolo,parma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3930,28,zanetti javier aldemar,inter,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7151,28,simplicio fabio,parma,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8780,28,locatelli tomas,siena,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9264,28,rossini fausto,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1582,28,cordoba ivan ramiro,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5444,28,fini michele,ascoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5874,28,guigou gianni,treviso,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4537,28,busce' antonio,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1934,28,diamoutene souleymane,lecce,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
6149,28,mancini amantino,roma,C,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
9346,28,shevchenko andriy,milan,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
5388,28,filippini antonio,treviso,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2884,28,negro paolo,siena,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8127,28,chiesa enrico,siena,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7028,28,seedorf clarence,milan,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4445,28,bresciano mark,parma,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
5835,28,guana roberto,ascoli,C,4.5,5.5,0.0,-1.0,0.0,0.0,0.0,2005-06
3666,28,tosto vittorio,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1658,28,couto fernando,parma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7010,28,santana mario alberto,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
632,28,peruzzi angelo,lazio,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,2005-06
6081,28,liverani fabio,lazio,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
9382,28,suazo david,cagliari,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
8278,28,del piero alessandro,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
143,28,benussi francesco,lecce,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3838,28,zaccardo cristian,palermo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8140,28,choutos lampros,reggina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9396,28,tare igli,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1634,28,cottafava marcello,treviso,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1608,28,costacurta alessandro,milan,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
