,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
11349,6,juric,verona,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10572,6,ronaldo c,juventus,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
89,6,consigli a,sassuolo,P,1.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,2019-20
4843,6,baselli d,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5320,6,candreva a,inter,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1841,6,de maio s,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
15,6,audero e,sampdoria,P,2.5,5.5,-3.0,0.0,0.0,0.0,0.0,0.0,2019-20
5357,6,castro l,cagliari,C,10.0,7.5,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11204,6,gasperini,atalanta,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
189,6,dragowski b,fiorentina,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
5338,6,cassata f,genoa,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4092,6,samir,udinese,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10969,6,ancelotti,napoli,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4990,6,bernardeschi f,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10797,6,stepinski m,verona,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
5160,6,bourabia m,sassuolo,C,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
239,6,gabriel f,lecce,P,8.0,6.0,-1.0,0.0,0.0,3.0,0.0,0.0,2019-20
4348,6,toloi r,atalanta,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10726,6,simeone g,cagliari,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2637,6,igor j,spal,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4880,6,benassi m,fiorentina,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4264,6,spinazzola l,roma,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11319,6,inzaghi s,lazio,0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3949,6,rossettini l,lecce,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4940,6,bentancur r,juventus,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4070,6,sala j,spal,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10974,6,andreazzoli,genoa,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2489,6,gunter k,verona,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4136,6,sema k,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11704,6,tudor,udinese,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4296,6,toljan j,sassuolo,D,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11676,6,semplici,spal,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10535,6,rigoni e,sampdoria,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4650,6,allan m,napoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4687,6,amrabat s,verona,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11014,6,conte,inter,0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4882,6,bennacer i,milan,C,3.0,3.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10814,6,suso j,milan,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5380,6,castrovilli g,fiorentina,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
4227,6,smalling c,roma,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2360,6,ghiglione p,genoa,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11235,6,giampaolo,milan,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10589,6,salcedo e,verona,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2301,6,florenzi a,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10598,6,sanabria a,genoa,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11647,6,sarri,juventus,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10630,6,sanchez a,inter,A,7.5,5.5,3.0,0.0,-1.0,0.0,0.0,0.0,2019-20
10674,6,santander f,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2322,6,gagliolo r,parma,D,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5089,6,boga j,sassuolo,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11489,6,mihajlovic,bologna,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4788,6,barella n,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4035,6,sabelli s,brescia,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11134,6,di francesco,sampdoria,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4476,6,vicari f,spal,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4178,6,skriniar m,inter,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2275,6,ferrari g,sassuolo,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10643,6,sansone n,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5204,6,brozovic m,inter,C,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11447,6,maran,cagliari,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5053,6,bisoli d,brescia,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
63,6,berisha e,spal,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
11153,6,fonseca,roma,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
