,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,yyss
5253,31,bolzoni,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
4297,31,rugani,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
599,31,neto,fiorentina,P,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,2014-15
3882,31,piris,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
288,31,de sanctis,roma,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2014-15
1530,31,braafheid,lazio,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
727,31,rafael da,verona,P,9.5,7.0,0.0,-0.5,0.0,3.0,0.0,0.0,2014-15
2793,31,holebas,roma,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
7925,31,mudingayi,cesena,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
930,31,abate,milan,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
2451,31,evra,juventus,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
8518,31,pucciarelli,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
7912,31,mpoku,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
4455,31,stendardo g,atalanta,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
7757,31,menez,milan,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
7374,31,laxalt,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
11006,31,muriel,sampdoria,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
8810,31,shaqiri,inter,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
10381,31,gomez tj,verona,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
10788,31,maccarone,empoli,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2014-15
3243,31,mario rui,empoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
1238,31,avelar d,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
8815,31,signorelli,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
5057,31,basha,torino,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
10869,31,maxi lopez,torino,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
8648,31,rigoni l,palermo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
10252,31,geijo,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
9377,31,zielinski,empoli,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
5289,31,bonaventura,milan,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
3311,31,marquez,verona,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
2220,31,de silvestri,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
8478,31,poli,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
11587,31,sau,cagliari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
2369,31,edenilson,genoa,D,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-15
9346,31,ze' eduardo,cesena,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
6163,31,ekdal,cagliari,C,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
11660,31,tavano,empoli,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
462,31,lamanna,genoa,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2014-15
7719,31,medel,inter,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
11665,31,tevez,juventus,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2014-15
3055,31,longhi,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
10422,31,higuain,napoli,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
3787,31,peluso,sassuolo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
11572,31,sansone n,sassuolo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
4917,31,aquilani,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
334,31,diego lopez,milan,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
2970,31,laurini,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
6996,31,ilicic jo,fiorentina,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
5041,31,baselli,atalanta,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
1808,31,ceppitelli,cagliari,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2014-15
4939,31,aquilani a,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-15
