,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
5355,24,cassata f,genoa,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9323,24,dybala p,juventus,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3,24,alfonso e,brescia,P,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6,24,andrenacci l,brescia,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
2398,24,godin d,inter,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7664,24,pjanic m,juventus,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1497,24,chiellini g,juventus,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1008,24,bani m,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11581,24,pioli,milan,0,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3240,24,mateju a,brescia,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5430,24,cataldi d,lazio,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
934,24,ansaldi c,torino,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9596,24,haraslin l,sassuolo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10233,24,palacio r,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7205,24,missiroli s,spal,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3106,24,mancini g,roma,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
841,24,aina o,torino,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2615,24,iacoponi s,parma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8031,24,schouten j,bologna,C,3.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,2019-20
4617,24,alberto l,lazio,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5435,24,chiesa f,fiorentina,C,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
8473,24,valoti m,spal,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5808,24,djuricic f,sassuolo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9821,24,lapadula g,lecce,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2541,24,hernandez t,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8442,24,valdifiori m,spal,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11557,24,nicola,genoa,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7716,24,pulgar e,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5854,24,duncan a,fiorentina,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10167,24,okaka s,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
124,24,cragno a,cagliari,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
1483,24,chancellor j,brescia,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
405,24,musso j,udinese,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10121,24,muriel l,atalanta,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11594,24,ranieri,sampdoria,0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10206,24,orsolini r,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11148,24,fonseca,roma,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2570,24,hysaj e,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5222,24,brugman g,parma,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2118,24,djimsiti b,atalanta,D,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
