,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.5,-1.0,,,,,,,5.5,Atalanta,1,2015-16
1,33,Cherubin N.,Dif,D,5.5,,,,,,,,5.5,Atalanta,1,2015-16
2,93,Drame B.,Dif,D,6.0,,,,,,,,6.0,Atalanta,1,2015-16
3,13,Masiello A.,Dif,D,5.5,,,,,,,,5.5,Atalanta,1,2015-16
4,2,Stendardo G.,Dif,D,5.5,,,,,,,,5.5,Atalanta,1,2015-16
5,17,Carmona C.,Cen,C,4.5,,,,,,,1.0,3.5,Atalanta,1,2015-16
6,15,De Roon M.,Cen,C,6.5,,,,,,,,6.5,Atalanta,1,2015-16
7,27,Kurtic J.,Cen,C,6.5,,,,,,,,6.5,Atalanta,1,2015-16
8,10,Gomez A.,Tre,T,6.5,,,,,,,,6.5,Atalanta,1,2015-16
9,11,Moralez M.,Tre,T,5.0,,,,,,1.0,,4.5,Atalanta,1,2015-16
10,19,Denis G.,Att,A,5.0,,,,,,,,5.0,Atalanta,1,2015-16
11,8,Migliaccio G.,Cen,C,5.5,,,,,,,,5.5,Atalanta,1,2015-16
12,7,Dalessandro M.,Tre,T,5.5,,,,,,,,5.5,Atalanta,1,2015-16
13,51,Pinilla M.,Att,A,6.0,,,,,,1.0,,5.5,Atalanta,1,2015-16
0,83,Mirante A.,Por,P,7.0,-2.0,,,,,,,5.0,Bologna,1,2015-16
1,24,Ferrari A.,Dif,D,5.0,,,,,,,,5.0,Bologna,1,2015-16
2,25,Masina A.,Dif,D,5.5,,,,,,,,5.5,Bologna,1,2015-16
3,2,Oikonomou M.,Dif,D,6.0,,,,,,,,6.0,Bologna,1,2015-16
4,13,Rossettini L.,Dif,D,5.0,,,,,,,,5.0,Bologna,1,2015-16
5,33,Brighi M.,Cen,C,4.5,,,,,,1.0,,4.0,Bologna,1,2015-16
6,6,Crisetig L.,Cen,C,5.5,,,,,,,,5.5,Bologna,1,2015-16
7,90,Crimi M.,Cen,C,5.5,,,,,,,,5.5,Bologna,1,2015-16
8,23,Brienza F.,Tre,T,7.0,,1.0,,,,,,8.0,Bologna,1,2015-16
9,11,Mancosu M.,Att,A,7.0,1.0,,,,,,,10.0,Bologna,1,2015-16
10,18,Acquafresca R.,Att,A,5.5,,,,,,,,5.5,Bologna,1,2015-16
11,5,Pulgar E.,Cen,C,6.0,,,,,,,,6.0,Bologna,1,2015-16
12,21,Diawara A.,Cen,C,,,,,,,,,,Bologna,1,2015-16
13,10,Destro M.,Att,A,5.0,,,,,,,,5.0,Bologna,1,2015-16
0,1,Brkic Z.,Por,P,4.0,-5.0,,,,,,,-1.0,Carpi,1,2015-16
1,33,Spolli N.,Dif,D,5.5,,,,,,,,5.5,Carpi,1,2015-16
2,18,Bubnjic I.,Dif,D,5.0,,,,,,,,5.0,Carpi,1,2015-16
3,34,Gabriel Silva A.,Dif,D,5.0,,1.0,,,,,,6.0,Carpi,1,2015-16
4,6,Gagliolo R.,Dif,D,5.5,,,,,,,,5.5,Carpi,1,2015-16
5,3,Letizia G.,Dif,D,4.0,,,,,,1.0,,3.5,Carpi,1,2015-16
6,39,Marrone L.,Cen,C,6.5,,,,,,1.0,,6.0,Carpi,1,2015-16
7,17,Porcari F.,Cen,C,5.0,,,,,,1.0,,4.5,Carpi,1,2015-16
