,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
2648,29,malago' marco,chievo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5221,29,donadel marco,fiorentina,C,6.0,,0.0,0.0,0.0,0.0,0.0,2005-06
7979,29,borriello marco,treviso,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8870,29,martins obafemi akinwunmi,inter,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4798,29,conti daniele,cagliari,C,6.0,,0.0,0.0,0.0,0.0,0.0,2005-06
7879,29,bjelanovic sasa,ascoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9149,29,recoba alvaro,inter,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6194,29,marchionni marco,parma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8521,29,flachi francesco,sampdoria,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7550,29,vigiani luca,reggina,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3463,29,scurto giuseppe,chievo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3022,29,panucci christian,roma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7463,29,veron juan sebastian,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3014,29,pancaro giuseppe,fiorentina,D,6.0,,0.0,0.0,0.0,0.0,0.0,2005-06
1346,29,castellini marcello,sampdoria,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3775,29,vargas jorge,livorno,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1116,29,burdisso nicolas andres,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7403,29,vannucchi ighli,empoli,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3286,29,pratali francesco,empoli,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8575,29,gilardino alberto,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6704,29,parravicini francesco,treviso,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7279,29,tedesco giovanni,palermo,C,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,2005-06
2513,29,lanzaro maurizio,reggina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2146,29,franceschini ivan,reggina,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
6736,29,passoni dario,livorno,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1998,29,falcone giulio,sampdoria,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
4486,29,brocchi cristian,fiorentina,C,6.0,,0.0,0.0,0.0,0.0,0.0,2005-06
5904,29,jimenez luis,fiorentina,C,6.0,,0.0,0.0,0.0,0.0,0.0,2005-06
865,29,aronica salvatore,messina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1801,29,de rosa gaetano,reggina,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8067,29,caracciolo andrea,palermo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6342,29,moro davide,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8177,29,corradi bernardo,parma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3171,29,pfertzel marc,livorno,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
5969,29,kaka' ricardo,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8962,29,nanni roberto antonio,messina,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
9526,29,trezeguet david,juventus,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
