,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,gol_fatto_subito,gol_su_rigore,assist,assist_da_fermo
6713,7,gotti,udinese,0,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6516,7,italiano,spezia,0,7.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6536,7,gattuso,napoli,0,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6451,7,orsolini r,bologna,A,4.0,4.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6591,7,inzaghi f,benevento,0,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6882,7,pirlo,juventus,0,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6883,7,de zerbi,sassuolo,0,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6111,7,insigne l,napoli,A,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6492,7,liverani,parma,0,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6665,7,iachini,fiorentina,0,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6768,7,stroppa,crotone,0,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6051,7,lammers s,atalanta,A,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5996,7,dybala p,juventus,A,4.0,4.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6457,7,martinez l,inter,A,9.5,7.0,,-0.5,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
6466,7,improta r,benevento,A,4.5,5.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6014,7,destro m,genoa,A,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6018,7,okaka s,udinese,A,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6252,7,messias j,crotone,A,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6876,7,giampaolo,torino,0,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6116,7,ronaldo c,juventus,A,10.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
6130,7,cutrone p,fiorentina,A,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6114,7,gyasi e,spezia,A,8.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,1.0,0.0
6436,7,pavoletti l,cagliari,A,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6506,7,juric,verona,0,6.5,7.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6505,7,conte,inter,0,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6529,7,ranieri,sampdoria,0,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6037,7,lapadula g,benevento,A,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6175,7,quagliarella f,sampdoria,A,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6695,7,gasperini,atalanta,0,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
