,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
3702,27,ujfalusi tomas,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3739,27,valdez,treviso,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8988,27,obinna victor nsofor,chievo,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8911,27,montella vincenzo,roma,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
6755,27,pazienza michele,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
591,27,pavarini nicola,reggina,P,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,2005-06
4219,27,aquilani alberto,roma,C,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,2005-06
7066,27,semioli franco,chievo,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5050,27,de ascentis diego,livorno,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1833,27,defendi,udinese,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4137,27,alberto nieto,siena,C,8.0,7.0,0.0,0.0,0.0,0.0,1.0,2005-06
6776,27,perrotta simone,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8814,27,lucarelli cristiano,livorno,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1783,27,dainelli dario,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
426,27,fontana alberto,chievo,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,2005-06
5145,27,delvecchio gennaro,lecce,C,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,2005-06
6871,27,pirlo andrea,milan,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
5112,27,de rossi daniele,roma,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
9554,27,volpato rey,siena,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2843,27,moro fabio,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
528,27,lobont bogdan,fiorentina,P,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,2005-06
3757,27,vanigli richard,empoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
53,27,amelia marco,livorno,P,6.0,7.5,-1.0,-0.5,0.0,0.0,0.0,2005-06
1604,27,costacurta alessandro,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6913,27,pizarro david,inter,C,8.0,7.0,0.0,0.0,0.0,0.0,1.0,2005-06
1737,27,cufre' leandro damian,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
526,27,kalac zeljko,milan,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
8882,27,martins obafemi akinwunmi,inter,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
1693,27,cristante filippo,messina,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1682,27,cribari sanchez emilson,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1826,27,de rosa gaetano,reggina,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
9579,27,vucinic mirko,lecce,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2887,27,negro paolo,siena,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7047,27,seedorf clarence,milan,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
459,27,fortin marco,siena,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
1633,27,cottafava marcello,treviso,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2818,27,molinaro cristian,siena,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4094,27,abeijon nelson,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5186,27,diana aimo,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8791,27,locatelli tomas,siena,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8950,27,mutu adrian,juventus,A,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,2005-06
68,27,andujar,palermo,P,3.5,6.0,-2.0,-0.5,0.0,0.0,0.0,2005-06
1647,27,couto fernando,parma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7009,27,santana mario alberto,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4141,27,almiron sergio,empoli,C,3.0,6.0,0.0,0.0,-3.0,0.0,0.0,2005-06
3523,27,siviglia sebastiano,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1749,27,d'anna lorenzo,chievo,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8624,27,iaquinta vincenzo,udinese,A,8.5,5.5,3.0,0.0,0.0,0.0,0.0,2005-06
8759,27,langella antonio,cagliari,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
9144,27,quagliarella fabio,ascoli,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8394,27,di natale antonio,udinese,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7904,27,bogdani erjon,siena,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4642,27,camorani alfonso,lecce,C,5.0,6.0,0.0,-1.0,0.0,0.0,0.0,2005-06
7878,27,bjelanovic sasa,ascoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4653,27,cariello alfredo,ascoli,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2005-06
