,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.0,,,,,,,,6.0,Atalanta,10,2016-17
1,24,Conti A.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,10,2016-17
2,93,Drame B.,Dif,D,6.5,,,,,,,,6.5,Atalanta,10,2016-17
3,25,Konko A.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,10,2016-17
4,13,Caldara M.,Dif,D,7.0,1.0,,,,,,,10.0,Atalanta,10,2016-17
5,6,Zukanovic E.,Dif,D,6.5,,,,,,,,6.5,Atalanta,10,2016-17
6,19,Kessie F.,Cen,C,6.5,,,,,,,,6.5,Atalanta,10,2016-17
7,27,Kurtic J.,Cen,C,7.0,,,,,,,,7.0,Atalanta,10,2016-17
8,11,Freuler R.,Cen,C,6.5,,1.0,,,,,,7.5,Atalanta,10,2016-17
9,10,Gomez A.,Tre,T,5.0,,,,,,,,5.0,Atalanta,10,2016-17
10,43,Paloschi A.,Att,A,6.0,,,,,,,,6.0,Atalanta,10,2016-17
11,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,10,2016-17
12,4,Gagliardini R.,Cen,C,,,,,,,1.0,,,Atalanta,10,2016-17
13,7,Dalessandro M.,Tre,T,6.0,,,,,,,,6.0,Atalanta,10,2016-17
0,1,Da Costa A.,Por,P,7.5,-1.0,,,,,,,6.5,Bologna,10,2016-17
1,20,Maietta D.,Dif,D,5.0,,,,,,,,5.0,Bologna,10,2016-17
2,28,Gastaldello D.,Dif,D,6.0,,,,,,,,6.0,Bologna,10,2016-17
3,25,Masina A.,Dif,D,5.0,,,,,,,,5.0,Bologna,10,2016-17
4,35,Torosidis V.,Dif,D,5.5,,,,,,,,5.5,Bologna,10,2016-17
5,31,Dzemaili B.,Cen,C,6.0,,,,,,,,6.0,Bologna,10,2016-17
6,16,Nagy A.,Cen,C,6.0,,,,,,1.0,,5.5,Bologna,10,2016-17
7,5,Pulgar E.,Cen,C,6.0,1.0,,,,,,,9.0,Bologna,10,2016-17
8,7,Mounier A.,Tre,T,5.0,,,,,,,,5.0,Bologna,10,2016-17
9,9,Verdi S.,Tre,T,6.0,,,,,,1.0,,5.5,Bologna,10,2016-17
10,11,Krejci L.,Tre,T,5.0,,,,,,,,5.0,Bologna,10,2016-17
11,15,Mbaye I.,Dif,D,5.0,,,,,1.0,,,3.0,Bologna,10,2016-17
12,18,Helander F.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,10,2016-17
13,19,Sadiq U.,Att,A,6.5,,1.0,,,,1.0,,7.0,Bologna,10,2016-17
0,30,Storari M.,Por,P,6.0,-4.0,,,,,,,2.0,Cagliari,10,2016-17
1,26,Bittante L.,Dif,D,5.0,,,,,,,,5.0,Cagliari,10,2016-17
2,3,Isla M.,Dif,D,4.5,,,,,,,,4.5,Cagliari,10,2016-17
3,23,Ceppitelli L.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,10,2016-17
4,29,Murru N.,Dif,D,6.0,,,,,,,,6.0,Cagliari,10,2016-17
5,2,Alves B.,Dif,D,5.0,,,,,,,,5.0,Cagliari,10,2016-17
6,77,Tachtsidis P.,Cen,C,5.0,,,,,,1.0,,4.5,Cagliari,10,2016-17
7,20,Padoin S.,Cen,C,5.5,,,,,,,,5.5,Cagliari,10,2016-17
8,18,Barella N.,Cen,C,5.5,,1.0,,,,,,6.5,Cagliari,10,2016-17
9,9,Melchiorri F.,Att,A,5.5,,,,,,,,5.5,Cagliari,10,2016-17
10,22,Borriello M.,Att,A,5.0,,,,1.0,,,,2.0,Cagliari,10,2016-17
