,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,gol_fatto_subito,gol_su_rigore,assist,assist_da_fermo
8232,18,zuculini b,verona,C,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6489,18,khedira s,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
9833,18,pandev g,genoa,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
8156,18,viviani f,spal,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6823,18,mandragora r,crotone,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6440,18,kessie f,milan,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18,,,,
9897,18,pazzini g,verona,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6414,18,jorginho,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10060,18,pucciarelli m,chievo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6863,18,marchisio c,juventus,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6217,18,iago f,torino,C,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6648,18,leiva l,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6621,18,lazzari m,spal,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
9974,18,petagna a,atalanta,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
8447,18,borini f,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
6565,18,laxalt d,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10599,18,allegri,juventus,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10756,18,di francesco,roma,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
10053,18,politano m,sassuolo,A,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
8481,18,borriello m,spal,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
