,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
4856,35,BERNARDESCHI F,Juventus,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
889,35,ALBIOL R,Napoli,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
4998,35,BIRSA V,Chievo,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
132,35,BUFFON G,Juventus,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2017-18
10590,35,ALLEGRI,Juventus,0,5.5,6.5,0.0,0.0,-1.0,0.0,0.0,0.0,2017-18
4815,35,BENTANCUR R,Juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4902,35,BESSA D,Genoa,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4882,35,BERTOLACCI A,Genoa,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
926,35,ALEX SANDRO ,Juventus,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
8373,35,BELOTTI A,Torino,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
11194,35,PIOLI,Fiorentina,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4273,35,VUKOVIC J,Verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4314,35,WIDMER S,Udinese,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
9331,35,KALINIC N,Milan,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4323,35,ZAMPANO F,Udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4327,35,ZAPATA C,Milan,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4348,35,ZUKANOVIC E,Genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4400,35,ALBERTO L,Lazio,C,2.5,5.5,0.0,0.0,0.0,-3.0,0.0,0.0,2017-18
4447,35,ALLAN M,Napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10674,35,D LOPEZ,Cagliari,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
970,35,ANDREOLLI M,Cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4522,35,BADELJ M,Fiorentina,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
4800,35,BENASSI M,Fiorentina,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4539,35,BALIC A,Udinese,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
4573,35,BARAK A,Udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
949,35,ANDERSEN J,Sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
