,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
1429,20,caldara m,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1515,20,ceccherini f,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5906,20,lukic s,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2496,20,konko a,atalanta,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4647,20,cofie i,genoa,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1412,20,calabria d,milan,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
606,20,skorupski l,empoli,P,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17,,,,
7444,20,belotti a,torino,A,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
266,20,handanovic s,inter,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
344,20,karnezis o,udinese,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7463,20,berardi d,sassuolo,A,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7219,20,viviani f,bologna,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5107,20,fernandes b,sampdoria,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7316,20,anderson f,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3188,20,pezzella g,palermo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
