,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
8356,24,di napoli arturo,messina,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
6281,24,mesto giandomenico,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2605,24,lucarelli alessandro,reggina,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8114,24,chiesa enrico,siena,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1006,24,belleri manuel,lazio,D,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
844,24,argilli,livorno,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
873,24,aronica salvatore,messina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6229,24,mauri stefano,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8156,24,colombo corrado,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8239,24,cruz julio ricardo,inter,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5475,24,fiore stefano,fiorentina,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
914,24,balzaretti federico,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4472,24,brocchi cristian,fiorentina,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,2005-06
2149,24,franceschini ivan,reggina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8266,24,del piero alessandro,juventus,A,2.0,5.0,0.0,0.0,-3.0,0.0,0.0,2005-06
3296,24,rafael pereira da silva,messina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
949,24,barzagli andrea,palermo,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
900,24,balleri david,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8166,24,corradi bernardo,parma,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8302,24,di canio paolo,lazio,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4439,24,bresciano mark,parma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8333,24,di michele david,palermo,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
968,24,bega francesco,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6198,24,marchionni marco,parma,C,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
4514,24,budel alessandro,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3727,24,ujfalusi tomas,fiorentina,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
741,24,storari marco,messina,P,6.0,,0.0,0.0,0.0,0.0,0.0,2005-06
4393,24,bondi,messina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8746,24,kutuzov vitalii,sampdoria,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
6061,24,liverani fabio,lazio,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
2256,24,gastaldello daniele,siena,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3434,24,samuel walter,inter,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6054,24,ledesma cristian,lecce,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
8768,24,langella antonio,cagliari,A,8.5,6.0,3.0,-0.5,0.0,0.0,0.0,2005-06
4204,24,aquilani alberto,roma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8778,24,locatelli tomas,siena,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4195,24,antonelli filippo,messina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2266,24,giosa antonio,reggina,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
616,24,pelizzoli ivan,reggina,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,2005-06
2269,24,giuliatto alberto,treviso,D,3.5,4.0,0.0,-0.5,0.0,0.0,0.0,2005-06
538,24,lobont bogdan,fiorentina,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,2005-06
2550,24,legrottaglie nicola,siena,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3472,24,scurto giuseppe,chievo,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
496,24,julio cesar soares,inter,P,2.5,4.5,-2.0,0.0,0.0,0.0,0.0,2005-06
4140,24,almiron sergio,empoli,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2005-06
490,24,guardalben matteo,parma,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,2005-06
4130,24,alberto nieto,siena,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3500,24,simic dario,milan,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8909,24,montella vincenzo,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
457,24,fortin marco,siena,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8821,24,lucarelli cristiano,livorno,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
627,24,peruzzi angelo,lazio,P,2.5,5.5,-3.0,0.0,0.0,0.0,0.0,2005-06
4257,24,barone simone,palermo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5558,24,franceschini daniele,chievo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
820,24,agostini alessandro,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8410,24,di natale antonio,udinese,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3368,24,rullo erminio,lecce,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
2193,24,galante fabio,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4366,24,bolano jorge eladio,parma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8460,24,esposito mauro,cagliari,A,8.0,7.0,0.0,0.0,0.0,0.0,1.0,2005-06
8466,24,fava dino,treviso,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
4345,24,blasi manuele,juventus,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4330,24,biondini davide,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6138,24,mancini amantino,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8491,24,ferrante marco,ascoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8527,24,flachi francesco,sampdoria,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5534,24,foggia pasquale,ascoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
8542,24,floccari sergio,messina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8557,24,gilardino alberto,milan,A,11.0,7.0,3.0,0.0,0.0,0.0,1.0,2005-06
5543,24,foti salvatore,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4288,24,behrami valon,lazio,C,4.0,5.0,0.0,-1.0,0.0,0.0,0.0,2005-06
8626,24,iaquinta vincenzo,udinese,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
669,24,sereni matteo,treviso,P,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,2005-06
8659,24,ibrahimovic zlatan,juventus,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
4271,24,baronio roberto,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8688,24,inzaghi filippo,milan,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
8695,24,konan haouliais axel cedr,lecce,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3352,24,rezaei rahman,messina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
