,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
7913,7,peluso f,sassuolo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
13288,7,ingelsson s,udinese,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9640,7,zapata c,milan,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
15713,7,saponara r,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6162,7,karsdorp r,roma,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
15745,7,schiattarella p,spal,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
20732,7,simeone g,fiorentina,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
14747,7,nalini a,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
14139,7,malle a,udinese,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
21078,7,tupta l,verona,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6679,7,lucioni f,benevento,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
13071,7,hallfredsson e,udinese,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
1780,7,rossi f,atalanta,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4777,7,de vrij s,lazio,D,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2017-18
13847,7,lazzari m,spal,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4447,7,cremonesi m,spal,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10383,7,behrami v,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7315,7,migliore l,genoa,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3815,7,caldara m,atalanta,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
3949,7,capuano m,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
8084,7,pisacane f,cagliari,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9286,7,torosidis v,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2947,7,astori d,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7240,7,mbaye i,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
680,7,donnarumma a,milan,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
150,7,berni t,inter,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
20810,7,suso j,milan,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5239,7,ferrari g,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9199,7,tomovic n,chievo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
20471,7,ricci f,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
603,7,crosta l,cagliari,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
12263,7,ewandro,udinese,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
17148,7,balde i,sampdoria,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
12622,7,freuler r,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
15506,7,rizzo l,spal,C,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6196,7,keita c,bologna,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
12013,7,di gennaro d,lazio,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7273,7,miangue s,cagliari,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5738,7,gyamfi b,benevento,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
12475,7,fernandez m,fiorentina,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7997,7,pezzella g,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10576,7,bernardeschi f,juventus,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
12899,7,gonalons m,roma,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
8002,7,pezzella g,udinese,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
19478,7,milik a,napoli,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2096,7,sportiello m,fiorentina,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2017-18
21135,7,verde d,verona,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6452,7,lazaar a,benevento,D,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2683,7,andersen j,sampdoria,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2322,7,viviano e,sampdoria,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5015,7,emerson p,roma,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2988,7,bani m,chievo,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6801,7,lyanco,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
20912,7,thereau c,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9247,7,tonelli l,napoli,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2311,7,viscovo a,crotone,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
17427,7,brignola e,benevento,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4428,7,costa f,spal,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10117,7,barak a,udinese,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
16644,7,viviani f,spal,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
13368,7,izco m,crotone,C,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
21902,7,sarri,napoli,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
18388,7,galabinov a,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3877,7,cannavaro p,sassuolo,D,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
19456,7,mertens d,napoli,A,9.5,7.5,0.0,0.0,0.0,2.0,0.0,0.0,2017-18
9667,7,zukanovic e,genoa,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
13672,7,krejci l,bologna,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
12127,7,djuricic f,sampdoria,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10149,7,barberis a,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5199,7,ferrari a,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
13507,7,jordao b,lazio,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
16613,7,vitale m,spal,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
18863,7,kotnik a,crotone,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3932,7,capone m,torino,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
17462,7,budimir a,crotone,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
11258,7,ciciretti a,benevento,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
14791,7,neto p,lazio,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
110,7,berisha e,atalanta,P,7.5,6.5,-2.0,0.0,0.0,3.0,0.0,0.0,2017-18
14667,7,nagy a,bologna,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
11671,7,cuadrado j,juventus,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
