,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.5,-3.0,,,,,,,3.5,Atalanta,17,2018-19
1,33,Hateboer H.,Dif,D,5.0,,,,,,,,5.0,Atalanta,17,2018-19
2,3,Toloi R.,Dif,D,4.0,,,,,1.0,,1.0,1.0,Atalanta,17,2018-19
3,6,Palomino J.,Dif,D,5.0,,,,,,,1.0,4.0,Atalanta,17,2018-19
4,23,Mancini G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,17,2018-19
5,8,Gosens R.,Dif,D,5.0,,,,,,,,5.0,Atalanta,17,2018-19
6,11,Freuler R.,Cen,C,6.0,,,,,,,,6.0,Atalanta,17,2018-19
7,15,De Roon M.,Cen,C,,,,,,,,,,Atalanta,17,2018-19
8,72,Ilicic J.,Tre,T,5.0,,,,1.0,,,,2.0,Atalanta,17,2018-19
9,10,Gomez A.,Tre,T,5.0,,,,,,,,5.0,Atalanta,17,2018-19
10,91,Zapata D.,Att,A,6.0,1.0,,1.0,,,,,9.0,Atalanta,17,2018-19
11,22,Pessina M.,Cen,C,5.0,,,,,,,,5.0,Atalanta,17,2018-19
12,24,Rigoni E.,Tre,T,5.5,,,,,,,,5.5,Atalanta,17,2018-19
13,99,Barrow M.,Att,A,5.5,,,,,,,,5.5,Atalanta,17,2018-19
0,28,Skorupski L.,Por,P,6.0,,,,,,,,6.0,Bologna,17,2018-19
1,23,Danilo L.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,17,2018-19
2,33,Calabresi A.,Dif,D,6.0,,,,,,,,6.0,Bologna,17,2018-19
3,15,Mbaye I.,Dif,D,5.0,,,,,,,,5.0,Bologna,17,2018-19
4,14,Mattiello F.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,17,2018-19
5,18,Helander F.,Dif,D,6.0,,,,,,,,6.0,Bologna,17,2018-19
6,32,Svanberg M.,Cen,C,5.5,,,,,,,,5.5,Bologna,17,2018-19
7,8,Nagy A.,Cen,C,5.0,,,,,,1.0,,4.5,Bologna,17,2018-19
8,31,Dzemaili B.,Cen,C,5.5,,,,,,,,5.5,Bologna,17,2018-19
9,24,Palacio R.,Tre,T,6.0,,,,,,,,6.0,Bologna,17,2018-19
10,9,Santander F.,Att,A,5.0,,,,,,,,5.0,Bologna,17,2018-19
11,7,Orsolini R.,Tre,T,5.5,,,,,,,,5.5,Bologna,17,2018-19
12,22,Destro M.,Att,A,6.0,,,,,,,,6.0,Bologna,17,2018-19
0,28,Cragno A.,Por,P,6.0,-3.0,,,,,,,3.0,Cagliari,17,2018-19
1,15,Klavan R.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2018-19
2,19,Pisacane F.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2018-19
3,56,Romagna F.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2018-19
4,24,Farago P.,Dif,D,6.5,,,,,,1.0,,6.0,Cagliari,17,2018-19
5,20,Padoin S.,Cen,C,5.5,,,,,,,,5.5,Cagliari,17,2018-19
6,21,Ionita A.,Cen,C,5.5,,,,,,,,5.5,Cagliari,17,2018-19
7,18,Barella N.,Cen,C,5.5,,,,,,,,5.5,Cagliari,17,2018-19
8,6,Bradaric F.,Cen,C,5.5,,,,,,,,5.5,Cagliari,17,2018-19
9,10,Joao Pedro G.,Tre,T,6.5,1.0,,1.0,,,,,10.0,Cagliari,17,2018-19
10,9,Cerri A.,Att,A,5.5,,,,,,,,5.5,Cagliari,17,2018-19
11,2,Pajac M.,Dif,D,5.5,,,,,,,,5.5,Cagliari,17,2018-19
12,4,Dessena D.,Cen,C,6.0,,,,,,,,6.0,Cagliari,17,2018-19
13,17,Farias D.,Att,A,5.5,,,,,,,,5.5,Cagliari,17,2018-19
0,70,Sorrentino S.,Por,P,7.0,-1.0,,,,,,,6.0,Chievo,17,2018-19
1,14,Bani M.,Dif,D,5.0,,,,,,,,5.0,Chievo,17,2018-19
2,15,Rossettini L.,Dif,D,5.5,,,,,,,,5.5,Chievo,17,2018-19
