,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,yyss
4913,23,brugman gaston,pescara,C,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
4875,23,brozovic marcelo,inter,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6561,23,kurtic jasmin,atalanta,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9769,23,mchedlidze levan,empoli,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1617,23,ceppitelli luca,cagliari,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
3322,23,pasqual manuel,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1170,23,barreca antonio,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5578,23,duncan alfred,sassuolo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8340,23,verdi simone,bologna,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8366,23,verre valerio,pescara,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9728,23,matos ryder,udinese,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
482,23,posavec josip,palermo,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9740,23,matri alessandro,sassuolo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
31,23,bizzarri albano,pescara,P,-1.0,5.0,-6.0,0.0,0.0,0.0,0.0,0.0,2016-17
6583,23,laxalt diego,genoa,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2110,23,fazio federico,roma,D,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
2905,23,martella bruno,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7594,23,pulgar erick,bologna,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
10596,23,trajkovski aleksandar,palermo,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4150,23,widmer silvan,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6167,23,izco mariano,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9538,23,lapadula gianluca,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5846,23,giaccherini emanuele,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8488,23,babacar khouma,fiorentina,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4836,23,birsa valter,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1110,23,astori davide,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2573,23,isla mauricio,cagliari,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8451,23,zielinski piotr,napoli,C,9.5,7.5,0.0,0.0,0.0,0.0,0.0,2.0,2016-17
4211,23,zapata cristian,milan,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3543,23,regini vasco,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1809,23,crescenzi alessandro,pescara,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3273,23,paletta gabriel,milan,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5868,23,gomez alejandro,atalanta,C,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2016-17
4190,23,zampano francesco,pescara,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
514,23,rafael andrade,cagliari,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17
2930,23,masiello andrea,atalanta,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2094,23,emerson palmieri,roma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9673,23,mandzukic mario,juventus,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7149,23,nainggolan radja,roma,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
9780,23,meggiorini riccardo,chievo,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5592,23,dzemaili blerim,bologna,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8415,23,zajc miha,empoli,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7202,23,ntcham olivier,genoa,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10583,23,totti francesco,roma,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
10588,23,tounkara mamadou,lazio,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5949,23,hallfredsson emil,udinese,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
354,23,karnezis orestis,udinese,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2854,23,maksimovic nikola,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5524,23,diousse assane,empoli,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1257,23,bellusci giuseppe,empoli,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8150,23,tello cristian,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3961,23,sunjic toni,palermo,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2169,23,felipe dal bello,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7490,23,pjanic miralem,juventus,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2608,23,izzo armando,genoa,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6468,23,krunic rade,empoli,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5514,23,diawara amadou,napoli,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9961,23,ocampos lucas,milan,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9976,23,palacio rodrigo,inter,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3382,23,peluso federico,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
318,23,hart joe,torino,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
2731,23,laurini vincent,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3938,23,stendardo guglielmo,pescara,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3934,23,spolli nicolas,chievo,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1304,23,bereszynski bartosz,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5963,23,hamsik marek,napoli,C,17.5,8.5,9.0,0.0,0.0,0.0,0.0,0.0,2016-17
3993,23,toloi rafael,atalanta,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8206,23,torreira lucas,sampdoria,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6500,23,kucka juraj,milan,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7116,23,nagy adam,bologna,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8286,23,vecino matias,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4951,23,candreva antonio,inter,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
3618,23,romagnoli alessio,milan,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8256,23,valero borja,fiorentina,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6541,23,kums sven,udinese,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5922,23,grenier clement,roma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4050,23,torosidis vasilis,bologna,D,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
1767,23,cosic uros,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7224,23,obi joel,torino,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1222,23,basta dusan,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
403,23,mirante antonio,bologna,P,-1.0,5.0,-6.0,0.0,0.0,0.0,0.0,0.0,2016-17
401,23,marchetti federico,lazio,P,7.5,6.5,-2.0,0.0,0.0,3.0,0.0,0.0,2016-17
868,23,adnan ali,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1755,23,conti andrea,atalanta,D,7.5,7.0,0.0,-0.5,0.0,0.0,0.0,1.0,2016-17
8229,23,valdifiori mirko,torino,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
9861,23,muriel luis,sampdoria,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
9866,23,nalini andrea,crotone,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4986,23,capezzi leonardo,crotone,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
375,23,lamanna eugenio,genoa,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
9883,23,nestorovski ilija,palermo,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
2888,23,manolas kostas,roma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9531,23,kotnik andrej,crotone,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
565,23,reina pepe,napoli,P,9.0,7.0,-1.0,0.0,0.0,3.0,0.0,0.0,2016-17
5047,23,cataldi danilo,genoa,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
