,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.0,,,,,,,,6.0,Atalanta,2,2015-16
1,33,Cherubin N.,Dif,D,6.0,,,,,,,,6.0,Atalanta,2,2015-16
2,93,Drame B.,Dif,D,6.0,,,,,,,,6.0,Atalanta,2,2015-16
3,13,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,2,2015-16
4,2,Stendardo G.,Dif,D,6.5,1.0,,,,,,,9.5,Atalanta,2,2015-16
5,15,De Roon M.,Cen,C,7.0,,,,,,,,7.0,Atalanta,2,2015-16
6,27,Kurtic J.,Cen,C,7.0,,,,,,,,7.0,Atalanta,2,2015-16
7,88,Grassi A.,Cen,C,6.5,,,,,,,,6.5,Atalanta,2,2015-16
8,11,Moralez M.,Tre,T,7.0,,,,,,,,7.0,Atalanta,2,2015-16
9,10,Gomez A.,Tre,T,7.0,1.0,,,,,,,10.0,Atalanta,2,2015-16
10,51,Pinilla M.,Att,A,5.5,,,,1.0,,1.0,,2.0,Atalanta,2,2015-16
11,8,Migliaccio G.,Cen,C,6.0,,,,,,,,6.0,Atalanta,2,2015-16
12,4,Giorgi L.,Cen,C,6.0,,,,,,,,6.0,Atalanta,2,2015-16
13,20,Estigarribia M.,Cen,C,,,,,,,,,,Atalanta,2,2015-16
0,83,Mirante A.,Por,P,6.0,-1.0,,,,,,,5.0,Bologna,2,2015-16
1,20,Maietta D.,Dif,D,5.5,,,,,,,,5.5,Bologna,2,2015-16
2,25,Masina A.,Dif,D,6.0,,,,,,,,6.0,Bologna,2,2015-16
3,15,Mbaye I.,Dif,D,5.5,,,,,,,,5.5,Bologna,2,2015-16
4,13,Rossettini L.,Dif,D,5.5,,,,,,,,5.5,Bologna,2,2015-16
5,0,Donsah G.,Cen,C,6.5,,,,,,,,6.5,Bologna,2,2015-16
6,5,Pulgar E.,Cen,C,6.0,,,,,,,,6.0,Bologna,2,2015-16
7,6,Crisetig L.,Cen,C,5.0,,,,,,,,5.0,Bologna,2,2015-16
8,7,Falco F.,Tre,T,5.0,,,,,,1.0,,4.5,Bologna,2,2015-16
9,23,Brienza F.,Tre,T,6.5,,,,,,,,6.5,Bologna,2,2015-16
10,10,Destro M.,Att,A,5.5,,,,,,1.0,,5.0,Bologna,2,2015-16
11,24,Ferrari A.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,2,2015-16
12,21,Diawara A.,Cen,C,5.5,,,,,,,,5.5,Bologna,2,2015-16
13,11,Mancosu M.,Att,A,5.5,,,,,,,,5.5,Bologna,2,2015-16
0,1,Brkic Z.,Por,P,5.5,-2.0,,,,,,,3.5,Carpi,2,2015-16
1,2,Wallace,Dif,D,6.0,,,,,,,,6.0,Carpi,2,2015-16
2,18,Bubnjic I.,Dif,D,6.0,,,,,,,,6.0,Carpi,2,2015-16
3,34,Gabriel Silva A.,Dif,D,5.5,,,,,,1.0,,5.0,Carpi,2,2015-16
4,6,Gagliolo R.,Dif,D,6.0,,,,,,,,6.0,Carpi,2,2015-16
5,3,Letizia G.,Dif,D,5.5,,,,,,1.0,,5.0,Carpi,2,2015-16
6,58,Fedele M.,Cen,C,6.0,,,,,,,,6.0,Carpi,2,2015-16
7,20,Lollo L.,Cen,C,6.0,,,,,,1.0,,5.5,Carpi,2,2015-16
8,39,Marrone L.,Cen,C,5.5,,,,,,,,5.5,Carpi,2,2015-16
9,7,Matos,Tre,T,6.5,,,,,,,,6.5,Carpi,2,2015-16
10,9,Wilczek K.,Att,A,5.0,,,,,,,,5.0,Carpi,2,2015-16
11,10,Lazzari A.,Cen,C,6.0,,,,,,,,6.0,Carpi,2,2015-16
12,11,Di Gaudio A.,Tre,T,6.5,1.0,,,,,,,9.5,Carpi,2,2015-16
13,15,Lasagna K.,Att,A,6.0,,,,,,,,6.0,Carpi,2,2015-16
0,1,Bizzarri A.,Por,P,7.5,,,,,,,,7.5,Chievo,2,2015-16
1,18,Gobbi M.,Dif,D,7.0,,,,,,,,7.0,Chievo,2,2015-16
2,12,Cesar B.,Dif,D,7.0,,,,,,,,7.0,Chievo,2,2015-16
3,31,Frey N.,Dif,D,6.5,,,,,,,,6.5,Chievo,2,2015-16
4,5,Gamberini A.,Dif,D,7.0,,,,,,,,7.0,Chievo,2,2015-16
5,19,Castro L.,Cen,C,7.0,,,,,,,,7.0,Chievo,2,2015-16
6,4,Rigoni N.,Cen,C,6.5,,,,,,,,6.5,Chievo,2,2015-16
7,56,Hetemaj P.,Cen,C,7.0,,,,,,,,7.0,Chievo,2,2015-16
8,23,Birsa V.,Tre,T,8.0,1.0,1.0,,,,,,12.0,Chievo,2,2015-16
9,43,Paloschi A.,Att,A,7.5,2.0,,,,,,,13.5,Chievo,2,2015-16
10,69,Meggiorini R.,Att,A,8.0,1.0,1.0,,,,,,12.0,Chievo,2,2015-16
11,29,Cacciatore F.,Dif,D,6.0,,,,,,,,6.0,Chievo,2,2015-16
12,7,Pepe S.,Cen,C,6.0,,,,,,,,6.0,Chievo,2,2015-16
13,40,Mpoku P.,Tre,T,,,,,,,,,,Chievo,2,2015-16
0,28,Skorupski L.,Por,P,5.0,-2.0,,,,,,,3.0,Empoli,2,2015-16
1,19,Barba F.,Dif,D,5.5,,,,,,,,5.5,Empoli,2,2015-16
2,21,Mario Rui,Dif,D,5.5,,,,,,,,5.5,Empoli,2,2015-16
3,26,Tonelli L.,Dif,D,6.0,,,,,,1.0,,5.5,Empoli,2,2015-16
4,3,Zambelli M.,Dif,D,5.5,,,,,,,,5.5,Empoli,2,2015-16
5,11,Croce D.,Cen,C,6.5,,,,,,,,6.5,Empoli,2,2015-16
6,14,Diousse A.,Cen,C,6.5,,,,,,,,6.5,Empoli,2,2015-16
7,5,Saponara R.,Tre,T,7.0,1.0,,,,,,,10.0,Empoli,2,2015-16
8,17,Zielinski P.,Tre,T,6.0,,,,,,,,6.0,Empoli,2,2015-16
9,20,Pucciarelli M.,Att,A,5.0,,,,,,,,5.0,Empoli,2,2015-16
10,7,Maccarone M.,Att,A,6.5,,1.0,,,,1.0,,7.0,Empoli,2,2015-16
11,15,Costa A.,Dif,D,,,,,,,,,,Empoli,2,2015-16
12,13,Maiello R.,Cen,C,6.0,,,,,,,,6.0,Empoli,2,2015-16
13,9,Mchedlidze L.,Att,A,5.0,,,,,,,,5.0,Empoli,2,2015-16
0,12,Tatarusanu C.,Por,P,6.5,-3.0,,,,,,,3.5,Fiorentina,2,2015-16
1,28,Alonso M.,Dif,D,5.5,1.0,,,,,1.0,,8.0,Fiorentina,2,2015-16
2,2,Rodriguez G.,Dif,D,5.0,,,,,,1.0,,4.5,Fiorentina,2,2015-16
3,32,Roncaglia F.,Dif,D,4.5,,,,,,,,4.5,Fiorentina,2,2015-16
4,4,Tomovic N.,Dif,D,5.0,,,,,,,,5.0,Fiorentina,2,2015-16
5,3,Gilberto,Dif,D,5.0,,,,,,,,5.0,Fiorentina,2,2015-16
6,14,Fernandez M.,Cen,C,5.5,,,,,,1.0,,5.0,Fiorentina,2,2015-16
7,18,Suarez M.,Cen,C,5.5,,,,,,,,5.5,Fiorentina,2,2015-16
8,20,Valero B.,Cen,C,6.5,,,,,,,,6.5,Fiorentina,2,2015-16
9,72,Ilicic J.,Tre,T,6.0,,,,,,,,6.0,Fiorentina,2,2015-16
10,9,Kalinic N.,Att,A,6.0,,,,,,,,6.0,Fiorentina,2,2015-16
11,10,Bernardeschi F.,Tre,T,5.5,,,,,,,,5.5,Fiorentina,2,2015-16
12,11,Rebic A.,Att,A,5.5,,,,,,,,5.5,Fiorentina,2,2015-16
13,22,Rossi G.,Att,A,6.0,,,,,,,,6.0,Fiorentina,2,2015-16
0,33,Leali N.,Por,P,8.0,-2.0,,1.0,,,,,9.0,Frosinone,2,2015-16
1,6,Blanchard L.,Dif,D,4.5,,,,,,1.0,,4.0,Frosinone,2,2015-16
2,3,Crivello R.,Dif,D,5.0,,,,,,,,5.0,Frosinone,2,2015-16
3,24,Diakite M.,Dif,D,5.0,,,,,,1.0,,4.5,Frosinone,2,2015-16
4,28,Rosi A.,Dif,D,6.0,,,,,,,,6.0,Frosinone,2,2015-16
5,5,Gori M.,Cen,C,5.0,,,,,,,,5.0,Frosinone,2,2015-16
6,8,Gucher R.,Cen,C,5.0,,,,,,,,5.0,Frosinone,2,2015-16
7,17,Paganini L.,Tre,T,5.0,,,,,,1.0,,4.5,Frosinone,2,2015-16
8,10,Soddimo D.,Tre,T,5.0,,,,,,,,5.0,Frosinone,2,2015-16
9,18,Dionisi F.,Att,A,5.0,,,,,,1.0,,4.5,Frosinone,2,2015-16
10,12,Longo S.,Att,A,5.0,,,,,,,,5.0,Frosinone,2,2015-16
11,29,Carlini M.,Tre,T,6.0,,,,,,,,6.0,Frosinone,2,2015-16
12,0,Tonev A.,Tre,T,6.0,,,,,,,,6.0,Frosinone,2,2015-16
13,9,Ciofani D.,Att,A,5.5,,,,,,,,5.5,Frosinone,2,2015-16
0,23,Lamanna E.,Por,P,6.5,,,,,,,,6.5,Genoa,2,2015-16
1,8,Burdisso N.,Dif,D,6.0,,,,,,,,6.0,Genoa,2,2015-16
2,90,Cissokho I.,Dif,D,6.5,,,,,,,,6.5,Genoa,2,2015-16
3,4,De Maio S.,Dif,D,6.0,,,,,,,,6.0,Genoa,2,2015-16
4,5,Izzo A.,Dif,D,6.0,,,,,,1.0,,5.5,Genoa,2,2015-16
5,20,Costa T.,Cen,C,6.5,,,,,,,,6.5,Genoa,2,2015-16
6,88,Rincon T.,Cen,C,7.0,,1.0,,,,1.0,,7.5,Genoa,2,2015-16
7,18,Ntcham O.,Cen,C,7.5,,,,,,,,7.5,Genoa,2,2015-16
8,13,Gakpe S.,Tre,T,7.0,1.0,,,,,,,10.0,Genoa,2,2015-16
9,93,Laxalt D.,Tre,T,6.5,,,,,,,,6.5,Genoa,2,2015-16
10,21,Pandev G.,Att,A,5.5,,,,,,,,5.5,Genoa,2,2015-16
11,15,Marchese G.,Dif,D,6.0,,,,,,,,6.0,Genoa,2,2015-16
12,22,Lazovic D.,Tre,T,6.0,,,,,,,,6.0,Genoa,2,2015-16
13,19,Pavoletti L.,Att,A,7.0,1.0,,,,,,,10.0,Genoa,2,2015-16
0,1,Handanovic S.,Por,P,6.0,-1.0,,,,,1.0,,4.5,Inter,2,2015-16
1,25,Miranda J.,Dif,D,6.5,,,,,,1.0,,6.0,Inter,2,2015-16
2,24,Murillo J.,Dif,D,6.0,,,,,,,,6.0,Inter,2,2015-16
3,5,Juan Jesus,Dif,D,5.5,,,,,,,,5.5,Inter,2,2015-16
4,21,Santon D.,Dif,D,6.0,,,,,,1.0,,5.5,Inter,2,2015-16
5,7,Kondogbia G.,Cen,C,5.5,,,,,,,,5.5,Inter,2,2015-16
6,17,Medel G.,Cen,C,6.5,,,,,,1.0,,6.0,Inter,2,2015-16
7,13,Guarin F.,Cen,C,6.5,,,,,,,,6.5,Inter,2,2015-16
8,77,Brozovic M.,Cen,C,5.0,,,,,,,,5.0,Inter,2,2015-16
9,35,Jovetic S.,Tre,T,7.0,2.0,,1.0,,,,,13.0,Inter,2,2015-16
10,8,Palacio R.,Att,A,6.0,,,,,,,,6.0,Inter,2,2015-16
11,55,Nagatomo Y.,Dif,D,5.0,,,,,,,,5.0,Inter,2,2015-16
12,23,Ranocchia A.,Dif,D,,,,,,,,,,Inter,2,2015-16
13,8,Ljajic A.,Tre,T,,,,,,,,,,Inter,2,2015-16
0,1,Buffon G.,Por,P,6.5,-2.0,,,,,,,4.5,Juventus,2,2015-16
1,19,Bonucci L.,Dif,D,6.0,,,,,,,,6.0,Juventus,2,2015-16
2,4,Caceres M.,Dif,D,5.0,,,,,,,,5.0,Juventus,2,2015-16
3,3,Chiellini G.,Dif,D,5.0,,,,,,1.0,,4.5,Juventus,2,2015-16
4,33,Evra P.,Dif,D,5.0,,,,,,,1.0,4.0,Juventus,2,2015-16
5,26,Lichtsteiner S.,Dif,D,5.0,,,,,,,,5.0,Juventus,2,2015-16
6,20,Padoin S.,Cen,C,5.0,,,,,,,,5.0,Juventus,2,2015-16
7,10,Pogba P.,Cen,C,5.5,,,,,,1.0,,5.0,Juventus,2,2015-16
8,27,Sturaro S.,Cen,C,5.0,,,,,,,,5.0,Juventus,2,2015-16
9,21,Dybala P.,Att,A,6.5,1.0,,,,,,,9.5,Juventus,2,2015-16
10,17,Mandzukic M.,Att,A,5.0,,,,,,,,5.0,Juventus,2,2015-16
11,88,Hernanes A.,Tre,T,,,,,,,,,,Juventus,2,2015-16
12,37,Pereyra R.,Tre,T,6.0,,1.0,,,,,,7.0,Juventus,2,2015-16
13,0,Cuadrado J.,Tre,T,5.5,,,,,,,,5.5,Juventus,2,2015-16
14,9,Morata A.,Att,A,5.0,,,,,,,,5.0,Juventus,2,2015-16
0,99,Berisha E.,Por,P,5.5,-4.0,,,,,,,1.5,Lazio,2,2015-16
1,8,Basta D.,Dif,D,5.0,,,,,,,,5.0,Lazio,2,2015-16
2,3,De Vrij S.,Dif,D,4.0,,,,,,,,4.0,Lazio,2,2015-16
3,6,Gentiletti S.,Dif,D,4.0,,,,,,,,4.0,Lazio,2,2015-16
4,26,Radu S.,Dif,D,4.5,,,,,,,,4.5,Lazio,2,2015-16
5,32,Cataldi D.,Cen,C,4.5,,,,,,1.0,,4.0,Lazio,2,2015-16
6,16,Parolo M.,Cen,C,5.5,,,,,,,,5.5,Lazio,2,2015-16
7,19,Lulic S.,Cen,C,4.5,,,,,,,,4.5,Lazio,2,2015-16
8,14,Keita B.,Tre,T,6.0,,,,,,,,6.0,Lazio,2,2015-16
9,87,Candreva A.,Tre,T,5.0,,,,,,,,5.0,Lazio,2,2015-16
10,88,Kishna R.,Tre,T,4.5,,,,,,,,4.5,Lazio,2,2015-16
11,4,Patric,Dif,D,5.5,,,,,,,,5.5,Lazio,2,2015-16
12,7,Morrison R.,Cen,C,5.0,,,,,,,,5.0,Lazio,2,2015-16
13,10,Anderson F.,Tre,T,4.5,,,,,,,,4.5,Lazio,2,2015-16
0,1,Lopez D.,Por,P,5.5,-1.0,,,,,,,4.5,Milan,2,2015-16
1,31,Antonelli L.,Dif,D,5.5,,,,,,,,5.5,Milan,2,2015-16
2,2,De Sciglio M.,Dif,D,5.5,,,,,,,,5.5,Milan,2,2015-16
3,13,Romagnoli A.,Dif,D,5.5,,,,,,,,5.5,Milan,2,2015-16
4,17,Zapata C.,Dif,D,5.5,,,,,,,,5.5,Milan,2,2015-16
5,91,Bertolacci A.,Cen,C,4.5,,,,,,,,4.5,Milan,2,2015-16
6,34,De Jong N.,Cen,C,5.0,,,,,,,,5.0,Milan,2,2015-16
7,23,Nocerino A.,Cen,C,4.5,,,,,,,,4.5,Milan,2,2015-16
8,8,Suso,Tre,T,4.5,,,,,,,,4.5,Milan,2,2015-16
9,70,Bacca C.,Att,A,6.5,1.0,,,,,,,9.5,Milan,2,2015-16
10,9,Luiz Adriano,Att,A,7.0,1.0,1.0,,,,,,11.0,Milan,2,2015-16
11,16,Poli A.,Cen,C,,,,,,,,,,Milan,2,2015-16
12,33,Kucka J.,Cen,C,6.0,,,,,,,,6.0,Milan,2,2015-16
13,28,Bonaventura G.,Tre,T,6.5,,1.0,,,,,,7.5,Milan,2,2015-16
0,25,Reina J.,Por,P,6.5,-2.0,,,,,,,4.5,Napoli,2,2015-16
1,33,Albiol R.,Dif,D,5.0,,,,,,,,5.0,Napoli,2,2015-16
2,11,Maggio C.,Dif,D,5.5,,,,,,,,5.5,Napoli,2,2015-16
3,2,Hysaj E.,Dif,D,5.5,,,,,,,,5.5,Napoli,2,2015-16
4,26,Koulibaly K.,Dif,D,5.0,,,,,,,,5.0,Napoli,2,2015-16
5,5,Allan M.,Cen,C,5.5,,1.0,,,,,,6.5,Napoli,2,2015-16
6,16,Valdifiori M.,Cen,C,5.0,,,,,,,,5.0,Napoli,2,2015-16
7,17,Hamsik M.,Cen,C,6.0,,,,,,,,6.0,Napoli,2,2015-16
8,24,Insigne L.,Tre,T,6.0,,1.0,,,,,,7.0,Napoli,2,2015-16
9,7,Callejon J.,Att,A,5.0,,,,,,,,5.0,Napoli,2,2015-16
10,9,Higuain G.,Att,A,7.0,2.0,,,,,,,13.0,Napoli,2,2015-16
11,31,Ghoulam F.,Dif,D,5.5,,,,,,,,5.5,Napoli,2,2015-16
12,8,Jorginho,Cen,C,5.0,,,,,,,,5.0,Napoli,2,2015-16
13,19,Lopez D.,Cen,C,5.5,,,,,,,,5.5,Napoli,2,2015-16
0,70,Sorrentino S.,Por,P,7.5,,,,,,1.0,,7.0,Palermo,2,2015-16
1,23,Struna A.,Dif,D,4.0,,,,,,,1.0,3.0,Palermo,2,2015-16
2,34,El Kaoutari A.,Dif,D,6.5,,,,,,,,6.5,Palermo,2,2015-16
3,3,Rispoli A.,Dif,D,5.5,,,,,,,,5.5,Palermo,2,2015-16
4,7,Lazaar A.,Dif,D,5.5,,,,,,,,5.5,Palermo,2,2015-16
5,12,Gonzalez G.,Dif,D,7.0,,,,,,,,7.0,Palermo,2,2015-16
6,27,Rigoni L.,Cen,C,7.0,1.0,,,,,,,10.0,Palermo,2,2015-16
7,28,Jajalo M.,Cen,C,6.5,,,,,,1.0,,6.0,Palermo,2,2015-16
8,21,Quaison R.,Cen,C,5.0,,,,,,,,5.0,Palermo,2,2015-16
9,20,Vazquez F.,Tre,T,7.0,,1.0,,,,,,8.0,Palermo,2,2015-16
10,8,Trajkovski A.,Tre,T,6.0,,,,,,,,6.0,Palermo,2,2015-16
11,6,Goldaniga E.,Dif,D,5.5,,,,,,,,5.5,Palermo,2,2015-16
12,2,Vitiello R.,Dif,D,,,,,,,,,,Palermo,2,2015-16
13,10,Hiljemark O.,Cen,C,,,,,,,,,5.5,Palermo,2,2015-16
0,25,Szczesny W.,Por,P,7.0,-1.0,,,,,,,6.0,Roma,2,2015-16
1,44,Manolas K.,Dif,D,6.5,,,,,,,,6.5,Roma,2,2015-16
2,0,Digne L.,Dif,D,6.5,,,,,,,,6.5,Roma,2,2015-16
3,16,De Rossi D.,Cen,C,6.0,,,,,,1.0,,5.5,Roma,2,2015-16
4,24,Florenzi A.,Cen,C,6.5,,,,,,,,6.5,Roma,2,2015-16
5,20,Keita S.,Cen,C,6.0,,,,,,,,6.0,Roma,2,2015-16
6,4,Nainggolan R.,Cen,C,7.0,,,,,,,,7.0,Roma,2,2015-16
7,15,Pjanic M.,Cen,C,7.5,1.0,,,,,1.0,,10.0,Roma,2,2015-16
8,14,Iago F.,Tre,T,7.0,,1.0,,,,,,8.0,Roma,2,2015-16
9,11,Salah M.,Tre,T,6.5,,,,,,,,6.5,Roma,2,2015-16
10,9,Dzeko E.,Att,A,7.0,1.0,,,,,1.0,,9.5,Roma,2,2015-16
11,19,Ibarbo V.,Tre,T,,,,,,,,,,Roma,2,2015-16
12,7,Iturbe J.,Tre,T,6.0,,,,,,,,6.0,Roma,2,2015-16
0,2,Viviano E.,Por,P,5.5,-2.0,,,,,,,3.5,Sampdoria,2,2015-16
1,6,Coda A.,Dif,D,5.5,,,,,,,,5.5,Sampdoria,2,2015-16
2,5,Cassani M.,Dif,D,5.5,,,,,,,,5.5,Sampdoria,2,2015-16
3,26,Silvestre M.,Dif,D,6.0,,,,,,1.0,,5.5,Sampdoria,2,2015-16
4,19,Regini V.,Dif,D,6.0,,,,,,,,6.0,Sampdoria,2,2015-16
5,21,Soriano R.,Cen,C,5.5,,,,,,,,5.5,Sampdoria,2,2015-16
6,8,Barreto E.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,2,2015-16
7,7,Fernando L.,Cen,C,6.0,,,,,,1.0,,5.5,Sampdoria,2,2015-16
8,17,Palombo A.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,2,2015-16
9,24,Muriel L.,Att,A,6.0,,,,,,,,6.0,Sampdoria,2,2015-16
10,23,Eder C.,Att,A,7.0,2.0,,1.0,,,,,13.0,Sampdoria,2,2015-16
