,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
5006,12,dacourt olivier,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4757,12,colucci giuseppe,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4743,12,codrea paul costantin,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4694,12,cesar prates,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4714,12,cesar rodriguez,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3107,12,pasquale giovanni,parma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9512,12,totti francesco,roma,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
3978,12,zauri luciano,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4839,12,coppola carmine,messina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3094,12,pasqual manuel,fiorentina,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
4733,12,cigarini luca,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3912,12,zanchi marco,messina,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
391,12,doni alexander marangao,roma,P,1.5,5.5,-4.0,0.0,0.0,0.0,0.0,2005-06
9588,12,vucinic mirko,lecce,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
8965,12,nanni roberto antonio,siena,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9517,12,trezeguet david,juventus,A,13.0,7.0,6.0,0.0,0.0,0.0,0.0,2005-06
431,12,fontana alberto,chievo,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,2005-06
3794,12,vargas jorge,livorno,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3932,12,zanetti javier aldemar,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
61,12,amelia marco,livorno,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
8975,12,nonda shabani,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3630,12,thuram lilian ulien,juventus,D,5.0,6.0,0.0,-1.0,0.0,0.0,0.0,2005-06
7,12,abbiati christian,juventus,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,2005-06
3961,12,zapata cristian eduardo,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3601,12,stovini lorenzo,lecce,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8991,12,obinna victor nsofor,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8875,12,martins obafemi akinwunmi,inter,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3900,12,zambrotta gianluca,juventus,D,8.5,7.5,0.0,0.0,0.0,0.0,1.0,2005-06
3713,12,ujfalusi tomas,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9210,12,rigano' christian,empoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
108,12,antonioli francesco,sampdoria,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
9332,12,shevchenko andriy,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4235,12,barone simone,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
289,12,coppola ferdinando,ascoli,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,2005-06
4534,12,busce' antonio,empoli,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
9316,12,serafini matteo,empoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4882,12,cozza francesco,reggina,C,12.0,8.0,3.0,0.0,0.0,0.0,1.0,2005-06
3418,12,sala luigi,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4263,12,baronio roberto,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3275,12,pratali francesco,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9163,12,reginaldo ferreira,treviso,A,13.5,7.5,6.0,0.0,0.0,0.0,0.0,2005-06
4509,12,budel alessandro,cagliari,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4302,12,behrami valon,lazio,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
