,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
9770,32,kouame c,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7993,32,saponara r,lecce,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3323,32,milenkovic n,fiorentina,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4077,32,sala j,spal,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3850,32,rogerio o,sassuolo,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1806,32,de ligt,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6397,32,jony r,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4266,32,spinazzola l,roma,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3967,32,rrahmani a,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6659,32,lazovic d,verona,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7792,32,ramirez g,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6355,32,joao pedro,cagliari,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10131,32,nestorovski i,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11005,32,conte,inter,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1745,32,danilo l,bologna,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
11194,32,gasperini,atalanta,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11246,32,gotti,udinese,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2903,32,lirola p,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5414,32,cataldi d,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8050,32,scozzarella m,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7344,32,ndoj e,brescia,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11059,32,d aversa,parma,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6789,32,linetty k,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10076,32,millico v,torino,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1032,32,barreca a,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7701,32,pulgar e,fiorentina,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3166,32,marlon,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6805,32,lobotka s,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1044,32,bastoni a,inter,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1598,32,conti a,milan,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3535,32,palomino j,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5532,32,costa do,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10056,32,milik a,napoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4280,32,ter avest,udinese,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3895,32,romagnoli a,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11396,32,liverani,lecce,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9670,32,immobile c,lazio,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10498,32,raspadori g,sassuolo,A,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
9762,32,karamoh y,parma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
