,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
8897,28,dzeko e,roma,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
10352,28,simeone g,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1254,28,biraghi c,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
11260,28,semplici,spal,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8382,28,belotti a,torino,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
238,28,handanovic s,inter,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
601,28,skorupski l,bologna,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
10704,28,d aversa,parma,0,4.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,2018-19
399,28,ospina d,napoli,P,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
8855,28,dybala p,juventus,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9314,28,kouame c,genoa,A,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2018-19
470,28,radu i,genoa,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8240,28,zaniolo n,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10395,28,stepinski m,chievo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9777,28,palacio r,bologna,A,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9361,28,lasagna k,udinese,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
8342,28,babacar k,sassuolo,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
1002,28,ansaldi c,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8849,28,djordjevic f,chievo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
384,28,olsen r,roma,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
10802,28,di carlo,chievo,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8467,28,caicedo f,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
663,28,sportiello m,frosinone,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
196,28,gollini p,atalanta,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19
1220,28,bereszynski b,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8512,28,callejon j,napoli,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
8307,28,antenucci m,spal,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8,28,audero e,sampdoria,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2018-19
9803,28,pandev g,genoa,A,11.0,7.5,3.0,-0.5,0.0,0.0,0.0,1.0,2018-19
420,28,perin m,juventus,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
8628,28,ceravolo f,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
991,28,andreolli m,chievo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
