code,numero,giocatore,ruolo,ruolo_cod,voto,gol_fatti_subiti,assist,rigori_realizzati,rigori_sbagliati,autogol,ammonizioni,espulsioni,fantavoto,squadra,dots,yyss
13,32,Morosini L.,Tre,T,,,,,,,,,,Genoa,26,2016-17
0,1,Handanovic S.,Por,P,6.0,-3.0,,,,,,,3.0,Inter,26,2016-17
1,24,Murillo J.,Dif,D,6.0,,,,,,1.0,,5.5,Inter,26,2016-17
2,33,Dambrosio D.,Dif,D,6.0,,,,,,,,6.0,Inter,26,2016-17
3,4,Gagliardini R.,Cen,C,5.5,,,,,,,,5.5,Inter,26,2016-17
4,7,Kondogbia G.,Cen,C,5.0,,,,,,,,5.0,Inter,26,2016-17
5,17,Medel G.,Cen,C,6.0,,,,,,,,6.0,Inter,26,2016-17
6,77,Brozovic M.,Cen,C,5.0,,,,,,,,5.0,Inter,26,2016-17
7,44,Perisic I.,Tre,T,6.5,,1.0,,,,1.0,,7.0,Inter,26,2016-17
8,6,Joao Mario,Tre,T,5.0,,,,,,,,5.0,Inter,26,2016-17
9,87,Candreva A.,Tre,T,5.5,,,,,,,,5.5,Inter,26,2016-17
10,9,Icardi M.,Att,A,6.5,1.0,,,,,,,9.5,Inter,26,2016-17
11,0,Gabriel B.,Tre,T,5.5,,,,,,,,5.5,Inter,26,2016-17
12,19,Banega E.,Tre,T,,,,,,,,,,Inter,26,2016-17
13,23,Eder C.,Att,A,6.0,,,,,,,,6.0,Inter,26,2016-17
0,25,Neto N.,Por,P,6.0,,,,,,,,6.0,Juventus,26,2016-17
1,12,Alex Sandro,Dif,D,6.5,1.0,,,,,,,9.5,Juventus,26,2016-17
2,24,Rugani D.,Dif,D,6.0,,,,,,,,6.0,Juventus,26,2016-17
3,19,Bonucci L.,Dif,D,6.0,,,,,,,,6.0,Juventus,26,2016-17
4,23,Alves D.,Dif,D,6.5,,,,,,,,6.5,Juventus,26,2016-17
5,5,Pjanic M.,Cen,C,6.0,,,,,,,,6.0,Juventus,26,2016-17
6,8,Marchisio C.,Cen,C,5.5,,,,,,,,5.5,Juventus,26,2016-17
7,27,Sturaro S.,Cen,C,5.5,,,,,,,,5.5,Juventus,26,2016-17
8,7,Cuadrado J.,Tre,T,6.5,,,,,,,,6.5,Juventus,26,2016-17
9,17,Mandzukic M.,Att,A,7.0,,,,,,,,7.0,Juventus,26,2016-17
10,9,Higuain G.,Att,A,6.0,,,,,,,,6.0,Juventus,26,2016-17
11,28,Rincon T.,Cen,C,,,,,,,,,,Juventus,26,2016-17
12,20,Pjaca M.,Tre,T,,,,,,,,,,Juventus,26,2016-17
13,21,Dybala P.,Att,A,6.0,,,,,,,,6.0,Juventus,26,2016-17
0,0,Strakosha T.,Por,P,6.5,,,,,,,,6.5,Lazio,26,2016-17
1,4,Patric,Dif,D,6.0,,,,,,,,6.0,Lazio,26,2016-17
2,2,Hoedt W.,Dif,D,6.0,,,,,,1.0,,5.5,Lazio,26,2016-17
3,26,Radu S.,Dif,D,6.5,,,,,,,,6.5,Lazio,26,2016-17
4,3,De Vrij S.,Dif,D,6.0,,,,,,1.0,,5.5,Lazio,26,2016-17
5,19,Lulic S.,Cen,C,6.0,,,,,,,,6.0,Lazio,26,2016-17
6,16,Parolo M.,Cen,C,6.5,,,,,,,,6.5,Lazio,26,2016-17
7,96,Murgia A.,Cen,C,6.0,,,,,,,,6.0,Lazio,26,2016-17
8,10,Anderson F.,Tre,T,5.5,,,,,,,,5.5,Lazio,26,2016-17
9,14,Keita B.,Tre,T,6.0,,,,,,,,6.0,Lazio,26,2016-17
10,17,Immobile C.,Att,A,7.0,1.0,,1.0,,,,,10.0,Lazio,26,2016-17
11,13,Wallace,Dif,D,,,,,,,,,,Lazio,26,2016-17
12,8,Basta D.,Dif,D,6.0,,,,,,,,6.0,Lazio,26,2016-17
13,21,Milinkovic S.,Cen,C,6.0,,,,,,,,6.0,Lazio,26,2016-17
0,99,Donnarumma G.,Por,P,7.0,,,,,,,,7.0,Milan,26,2016-17
1,17,Zapata C.,Dif,D,7.0,,,,,,,,7.0,Milan,26,2016-17
2,20,Abate I.,Dif,D,6.0,,,,,,,,6.0,Milan,26,2016-17
3,21,Vangioni L.,Dif,D,6.0,,,,,,,,6.0,Milan,26,2016-17
4,29,Paletta G.,Dif,D,6.5,,,,,,,,6.5,Milan,26,2016-17
5,91,Bertolacci A.,Cen,C,6.5,,,,,,1.0,,6.0,Milan,26,2016-17
6,33,Kucka J.,Cen,C,5.5,,,,,,1.0,,5.0,Milan,26,2016-17
7,8,Suso,Tre,T,5.0,,,,,,,,5.0,Milan,26,2016-17
8,7,Deulofeu G.,Tre,T,6.5,,,,,,,,6.5,Milan,26,2016-17
9,23,Sosa J.,Tre,T,6.0,,,,,,1.0,,5.5,Milan,26,2016-17
10,70,Bacca C.,Att,A,6.0,1.0,,1.0,,,,,9.0,Milan,26,2016-17
11,80,Pasalic M.,Cen,C,6.0,,,,,,,,6.0,Milan,26,2016-17
12,16,Poli A.,Cen,C,,,,,,,,,,Milan,26,2016-17
13,11,Ocampos L.,Tre,T,6.0,,,,,,,,6.0,Milan,26,2016-17
0,25,Reina P.,Por,P,5.5,-2.0,,,,,,,3.5,Napoli,26,2016-17
1,2,Hysaj E.,Dif,D,4.5,,,,,,1.0,,4.0,Napoli,26,2016-17
2,19,Maksimovic N.,Dif,D,4.5,,,,,,,,4.5,Napoli,26,2016-17
3,31,Ghoulam F.,Dif,D,5.0,,,,,,,,5.0,Napoli,26,2016-17
4,33,Albiol R.,Dif,D,5.5,,,,,,,,5.5,Napoli,26,2016-17
5,17,Hamsik M.,Cen,C,5.0,,,,,,,,5.0,Napoli,26,2016-17
6,20,Zielinski P.,Cen,C,6.0,,,,,,,,6.0,Napoli,26,2016-17
7,42,Diawara A.,Cen,C,5.0,,,,,,,,5.0,Napoli,26,2016-17
8,7,Callejon J.,Tre,T,5.0,,,,,,,,5.0,Napoli,26,2016-17
9,14,Mertens D.,Tre,T,5.5,,,,,,,,5.5,Napoli,26,2016-17
10,24,Insigne L.,Tre,T,5.5,,,,,,,,5.5,Napoli,26,2016-17
11,0,Maggio C.,Dif,D,,,,,,,,,,Napoli,26,2016-17
12,32,Pavoletti L.,Att,A,,,,,,,,,,Napoli,26,2016-17
13,99,Milik A.,Att,A,5.0,,,,,,,,5.0,Napoli,26,2016-17
0,1,Posavec J.,Por,P,6.0,-1.0,,,,,,,5.0,Palermo,26,2016-17
1,15,Cionek T.,Dif,D,6.5,,,,,,,,6.5,Palermo,26,2016-17
2,19,Aleesami H.,Dif,D,6.0,,,,,,,,6.0,Palermo,26,2016-17
3,4,Andelkovic S.,Dif,D,6.0,,,,,,,,6.0,Palermo,26,2016-17
4,3,Rispoli A.,Dif,D,6.5,,,,,,,,6.5,Palermo,26,2016-17
5,25,Henrique B.,Cen,C,6.5,,,,,,1.0,,6.0,Palermo,26,2016-17
6,18,Chochev I.,Cen,C,6.0,,,,,,,,6.0,Palermo,26,2016-17
7,14,Gazzi A.,Cen,C,5.5,,,,,,1.0,,5.0,Palermo,26,2016-17
8,20,Sallai R.,Tre,T,5.5,,,,,,,,5.5,Palermo,26,2016-17
9,30,Nestorovski I.,Att,A,6.5,1.0,,1.0,,,,,9.5,Palermo,26,2016-17
10,22,Balogh N.,Att,A,6.0,,,,,,,,6.0,Palermo,26,2016-17
11,0,Sunjic T.,Dif,D,,,,,,,,,,Palermo,26,2016-17
12,11,Embalo C.,Tre,T,,,,,,,,,,Palermo,26,2016-17
13,23,Diamanti A.,Tre,T,6.0,,,,,,,,6.0,Palermo,26,2016-17
0,31,Bizzarri A.,Por,P,7.0,-2.0,,,,,,,5.0,Pescara,26,2016-17
1,3,Biraghi C.,Dif,D,5.0,,,,,,,,5.0,Pescara,26,2016-17
2,35,Coda A.,Dif,D,5.0,,,,,,1.0,,4.5,Pescara,26,2016-17
3,11,Zampano F.,Dif,D,5.5,,,,,,,,5.5,Pescara,26,2016-17
4,86,Stendardo G.,Dif,D,5.5,,,,,,,,5.5,Pescara,26,2016-17
5,5,Bruno A.,Cen,C,5.0,,,,,,,,5.0,Pescara,26,2016-17
6,7,Verre V.,Cen,C,5.0,,,,,,,,5.0,Pescara,26,2016-17
7,8,Memushaj L.,Cen,C,5.0,,,,,,1.0,,4.5,Pescara,26,2016-17
8,10,Benali A.,Tre,T,5.0,,,,,,,,5.0,Pescara,26,2016-17
9,17,Caprari G.,Tre,T,6.0,,,,,,,,6.0,Pescara,26,2016-17
10,20,Cerri A.,Att,A,5.0,,,,,,1.0,,4.5,Pescara,26,2016-17
11,2,Crescenzi A.,Dif,D,6.0,,,,,,,,6.0,Pescara,26,2016-17
12,21,Pepe S.,Tre,T,,,,,,,,,,Pescara,26,2016-17
13,28,Mitrita A.,Tre,T,,,,,,,,,,Pescara,26,2016-17
0,1,Szczesny W.,Por,P,7.0,-1.0,,,,,,,6.0,Roma,26,2016-17
1,20,Fazio F.,Dif,D,7.0,,,,,,1.0,,6.5,Roma,26,2016-17
2,13,Peres B.,Dif,D,6.5,,,,,,,,6.5,Roma,26,2016-17
3,44,Manolas K.,Dif,D,7.0,,,,,,,,7.0,Roma,26,2016-17
4,3,Jesus J.,Dif,D,6.5,,,,,,,,6.5,Roma,26,2016-17
5,2,Rudiger A.,Dif,D,6.5,,,,,,,,6.5,Roma,26,2016-17
6,16,De Rossi D.,Cen,C,6.5,,,,,,1.0,,6.0,Roma,26,2016-17
7,6,Strootman K.,Cen,C,7.0,,,,,,,,7.0,Roma,26,2016-17
8,4,Nainggolan R.,Cen,C,8.0,2.0,,,,,,,14.0,Roma,26,2016-17
9,11,Salah M.,Tre,T,6.5,,,,,,,,6.5,Roma,26,2016-17
10,9,Dzeko E.,Att,A,6.5,,,,,,,,6.5,Roma,26,2016-17
11,15,Vermaelen T.,Dif,D,,,,,,,,,,Roma,26,2016-17
12,5,Paredes L.,Cen,C,,,,,,,,,,Roma,26,2016-17
13,8,Perotti D.,Tre,T,6.5,1.0,,1.0,,,,,9.5,Roma,26,2016-17
0,2,Viviano E.,Por,P,6.5,-1.0,,,,,,,5.5,Sampdoria,26,2016-17
1,24,Bereszynski B.,Dif,D,4.5,,,,,,,,4.5,Sampdoria,26,2016-17
2,19,Regini V.,Dif,D,5.0,,,,,,,,5.0,Sampdoria,26,2016-17
3,37,Skriniar M.,Dif,D,6.0,,,,,,,,6.0,Sampdoria,26,2016-17
4,26,Silvestre M.,Dif,D,6.0,,,,,,,,6.0,Sampdoria,26,2016-17
5,8,Barreto E.,Cen,C,5.5,,,,,,,,5.5,Sampdoria,26,2016-17
6,21,Cigarini L.,Cen,C,5.5,,,,,,1.0,,5.0,Sampdoria,26,2016-17
7,18,Praet D.,Tre,T,5.5,,,,,,,,5.5,Sampdoria,26,2016-17
8,23,Djuricic F.,Tre,T,5.0,,,,,,1.0,,4.5,Sampdoria,26,2016-17
9,27,Quagliarella F.,Att,A,7.0,1.0,,,,,,,10.0,Sampdoria,26,2016-17
10,14,Schick P.,Att,A,5.0,,,,,,,,5.0,Sampdoria,26,2016-17
11,10,Fernandes B.,Cen,C,6.5,,,,,,,,6.5,Sampdoria,26,2016-17
12,16,Linetty K.,Cen,C,5.5,,,,,,,,5.5,Sampdoria,26,2016-17
13,9,Muriel L.,Att,A,6.0,,1.0,,,,,,7.0,Sampdoria,26,2016-17
0,47,Consigli A.,Por,P,7.0,-1.0,,,,,,,6.0,Sassuolo,26,2016-17
1,39,Dellorco C.,Dif,D,6.5,,,,,,,,6.5,Sassuolo,26,2016-17
2,13,Peluso F.,Dif,D,6.0,,,,,,1.0,,5.5,Sassuolo,26,2016-17
3,23,Gazzola M.,Dif,D,6.0,,,,,,,,6.0,Sassuolo,26,2016-17
4,15,Acerbi F.,Dif,D,7.5,,,,,,,,7.5,Sassuolo,26,2016-17
5,6,Pellegrini L.,Cen,C,5.5,,,,,,1.0,,5.0,Sassuolo,26,2016-17
6,21,Aquilani A.,Cen,C,6.0,,,,,,1.0,,5.5,Sassuolo,26,2016-17
7,32,Duncan A.,Cen,C,6.5,,,,,,1.0,,6.0,Sassuolo,26,2016-17
8,16,Politano M.,Tre,T,6.0,,,,,,,,6.0,Sassuolo,26,2016-17
9,25,Berardi D.,Tre,T,5.0,,,,1.0,,1.0,,1.5,Sassuolo,26,2016-17
10,11,Defrel G.,Att,A,5.0,,,,,,1.0,,4.5,Sassuolo,26,2016-17
11,90,Ragusa A.,Tre,T,,,,,,,,,,Sassuolo,26,2016-17
12,27,Ricci F.,Tre,T,,,,,,,,,,Sassuolo,26,2016-17
13,10,Matri A.,Att,A,5.5,,,,,,,,5.5,Sassuolo,26,2016-17
0,21,Hart J.,Por,P,7.0,-2.0,,,,,,,5.0,Torino,26,2016-17
1,24,Moretti E.,Dif,D,6.0,,1.0,,,,,,7.0,Torino,26,2016-17
2,23,Barreca A.,Dif,D,5.0,,,,,,,,5.0,Torino,26,2016-17
3,7,Zappacosta D.,Dif,D,6.0,,,,,,,,6.0,Torino,26,2016-17
4,93,Ajeti A.,Dif,D,4.5,,,,,,,,4.5,Torino,26,2016-17
5,8,Baselli D.,Cen,C,6.5,,1.0,,,,,,7.5,Torino,26,2016-17
6,25,Lukic S.,Cen,C,6.5,,,,,,1.0,,6.0,Torino,26,2016-17
7,15,Benassi M.,Cen,C,5.0,,,,,,1.0,,4.5,Torino,26,2016-17
8,14,Iago F.,Tre,T,6.0,,,,,,,,6.0,Torino,26,2016-17
9,31,Boye L.,Att,A,5.5,,,,,,,,5.5,Torino,26,2016-17
10,9,Belotti A.,Att,A,7.0,2.0,,,1.0,,,,10.0,Torino,26,2016-17
11,13,Rossettini L.,Dif,D,6.5,,,,,,,,6.5,Torino,26,2016-17
12,16,Gustafson S.,Cen,C,6.0,,,,,,,,6.0,Torino,26,2016-17
13,10,Ljajic A.,Tre,T,6.0,,,,,,,,6.0,Torino,26,2016-17
0,1,Karnezis O.,Por,P,6.0,-1.0,,,,,,,5.0,Udinese,26,2016-17
1,3,Samir,Dif,D,6.5,,,,,,,,6.5,Udinese,26,2016-17
2,30,Felipe D.,Dif,D,6.0,,,,,,,,6.0,Udinese,26,2016-17
3,27,Widmer S.,Dif,D,5.5,,,,,,,,5.5,Udinese,26,2016-17
4,5,Danilo L.,Dif,D,6.0,,,,,,1.0,,5.5,Udinese,26,2016-17
5,14,Jankto J.,Cen,C,6.5,,,,,,1.0,,6.0,Udinese,26,2016-17
6,26,Kums S.,Cen,C,6.0,,,,,,,,6.0,Udinese,26,2016-17
7,8,Badu E.,Cen,C,6.0,,,,,,,,6.0,Udinese,26,2016-17
8,19,Matos R.,Tre,T,5.5,,,,,,,,5.5,Udinese,26,2016-17
9,77,Thereau C.,Att,A,5.0,,,,,,,,5.0,Udinese,26,2016-17
10,9,Zapata D.,Att,A,6.5,,,,,,,,6.5,Udinese,26,2016-17
11,53,Adnan A.,Dif,D,5.0,,,,,,1.0,,4.5,Udinese,26,2016-17
12,6,Fofana S.,Cen,C,6.5,,,,,,,,6.5,Udinese,26,2016-17
13,18,Perica S.,Att,A,5.5,,,,,,,,5.5,Udinese,26,2016-17
0,1,Berisha E.,Por,P,6.5,,,,,,,,6.5,Atalanta,27,2016-17
1,5,Masiello A.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,27,2016-17
2,3,Toloi R.,Dif,D,6.5,,,,,,,,6.5,Atalanta,27,2016-17
3,24,Conti A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,27,2016-17
4,13,Caldara M.,Dif,D,5.5,,,,,,,,5.5,Atalanta,27,2016-17
5,27,Kurtic J.,Cen,C,5.5,,,,,,,,5.5,Atalanta,27,2016-17
6,11,Freuler R.,Cen,C,6.5,,,,,,,,6.5,Atalanta,27,2016-17
7,37,Spinazzola L.,Tre,T,6.5,,,,,,,,6.5,Atalanta,27,2016-17
8,10,Gomez A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,27,2016-17
9,7,Dalessandro M.,Tre,T,5.0,,,,,,1.0,,4.5,Atalanta,27,2016-17
10,29,Petagna A.,Att,A,6.0,,,,,,,,6.0,Atalanta,27,2016-17
11,88,Grassi A.,Cen,C,5.5,,,,,,,,5.5,Atalanta,27,2016-17
12,7,Mounier A.,Tre,T,5.5,,,,,,,,5.5,Atalanta,27,2016-17
13,43,Paloschi A.,Att,A,,,,,,,,,,Atalanta,27,2016-17
0,83,Mirante A.,Por,P,6.5,-2.0,,,,,,,4.5,Bologna,27,2016-17
1,25,Masina A.,Dif,D,5.0,,,,,,,,5.0,Bologna,27,2016-17
2,20,Maietta D.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,27,2016-17
3,2,Oikonomou M.,Dif,D,5.0,,,,,,,,5.0,Bologna,27,2016-17
4,4,Krafth E.,Dif,D,5.5,,,,,,,,5.5,Bologna,27,2016-17
5,18,Helander F.,Dif,D,5.5,,,,,,,,5.5,Bologna,27,2016-17
6,6,Viviani F.,Cen,C,6.0,,,,,,,,6.0,Bologna,27,2016-17
7,16,Nagy A.,Cen,C,5.5,,,,,,,,5.5,Bologna,27,2016-17
8,31,Dzemaili B.,Cen,C,6.0,,,,,,1.0,,5.5,Bologna,27,2016-17
9,9,Verdi S.,Tre,T,5.5,,,,,,,,5.5,Bologna,27,2016-17
10,0,Petkovic B.,Att,A,5.0,,,,,,,,5.0,Bologna,27,2016-17
11,5,Pulgar E.,Cen,C,5.5,,,,,,,,5.5,Bologna,27,2016-17
12,11,Krejci L.,Tre,T,6.0,,,,,,,,6.0,Bologna,27,2016-17
13,10,Destro M.,Att,A,5.5,,,,,,,,5.5,Bologna,27,2016-17
0,1,Gabriel V.,Por,P,4.0,-5.0,,,,,,,-1.0,Cagliari,27,2016-17
1,3,Isla M.,Dif,D,4.5,,,,,,,,4.5,Cagliari,27,2016-17
2,2,Alves B.,Dif,D,5.0,,,,,,,,5.0,Cagliari,27,2016-17
3,19,Pisacane F.,Dif,D,5.0,,,,,,,,5.0,Cagliari,27,2016-17
4,24,Capuano M.,Dif,D,4.5,,,,,,,,4.5,Cagliari,27,2016-17
5,8,Di Gennaro D.,Cen,C,5.0,,,,,,,,5.0,Cagliari,27,2016-17
6,20,Padoin S.,Cen,C,5.0,,,,,,,,5.0,Cagliari,27,2016-17
7,21,Ionita A.,Cen,C,6.0,,,,,,1.0,,5.5,Cagliari,27,2016-17
8,18,Barella N.,Cen,C,6.0,,1.0,,,,1.0,,6.5,Cagliari,27,2016-17
9,10,Joao Pedro,Tre,T,5.5,,,,,,,,5.5,Cagliari,27,2016-17
10,22,Borriello M.,Att,A,6.5,1.0,,,,,,,9.5,Cagliari,27,2016-17
11,4,Dessena D.,Cen,C,,,,,,,,,,Cagliari,27,2016-17
12,25,Sau M.,Att,A,5.5,,,,,,,,5.5,Cagliari,27,2016-17
13,0,Ibarbo V.,Att,A,5.5,,,,,,,,5.5,Cagliari,27,2016-17
0,70,Sorrentino S.,Por,P,5.0,-3.0,,,,,,,2.0,Chievo,27,2016-17
1,12,Cesar B.,Dif,D,4.5,,,,,,1.0,,4.0,Chievo,27,2016-17
2,18,Gobbi M.,Dif,D,5.0,,,,,,,,5.0,Chievo,27,2016-17
3,3,Dainelli D.,Dif,D,5.5,,,,,,,,5.5,Chievo,27,2016-17
4,29,Cacciatore F.,Dif,D,4.5,,,,,,,,4.5,Chievo,27,2016-17
5,19,Castro L.,Cen,C,6.5,,,,,,,,6.5,Chievo,27,2016-17
6,8,Radovanovic I.,Cen,C,6.5,,,,,,,,6.5,Chievo,27,2016-17
7,15,De Guzman J.,Tre,T,6.5,1.0,,1.0,,,,,9.5,Chievo,27,2016-17
8,13,Gakpe S.,Tre,T,6.0,,,,,,,,6.0,Chievo,27,2016-17
9,23,Birsa V.,Tre,T,6.5,,,,,,,,6.5,Chievo,27,2016-17
10,69,Meggiorini R.,Att,A,5.0,,,,,,,,5.0,Chievo,27,2016-17
11,13,Izco M.,Cen,C,5.0,,,,,,,,5.0,Chievo,27,2016-17
12,45,Inglese R.,Att,A,5.0,,,,,,,,5.0,Chievo,27,2016-17
0,1,Cordaz A.,Por,P,6.0,,,,,,,,6.0,Crotone,27,2016-17
1,28,Rosi A.,Dif,D,5.0,,,,,,1.0,,4.5,Crotone,27,2016-17
2,87,Martella B.,Dif,D,6.0,,,,,,1.0,,5.5,Crotone,27,2016-17
3,17,Ceccherini F.,Dif,D,6.0,,,,,,1.0,,5.5,Crotone,27,2016-17
4,13,Ferrari G.,Dif,D,6.0,,,,,,,,6.0,Crotone,27,2016-17
5,28,Capezzi L.,Cen,C,6.0,,,,,,,,6.0,Crotone,27,2016-17
6,8,Crisetig L.,Cen,C,6.0,,,,,,,,6.0,Crotone,27,2016-17
7,6,Rohden M.,Cen,C,5.5,,,,,,,,5.5,Crotone,27,2016-17
8,12,Stoian A.,Tre,T,5.5,,,,,,,,5.5,Crotone,27,2016-17
9,11,Falcinelli D.,Att,A,6.5,,,,,,,,6.5,Crotone,27,2016-17
10,99,Simy,Att,A,5.5,,,,,,,,5.5,Crotone,27,2016-17
11,0,Acosty B.,Tre,T,5.5,,,,,,,,5.5,Crotone,27,2016-17
12,29,Trotta M.,Att,A,5.0,,,,,,,,5.0,Crotone,27,2016-17
0,28,Skorupski L.,Por,P,6.0,-2.0,,,,,,,4.0,Empoli,27,2016-17
1,2,Laurini V.,Dif,D,5.0,,,,,,,,5.0,Empoli,27,2016-17
2,6,Bellusci G.,Dif,D,6.0,,,,,,1.0,,5.5,Empoli,27,2016-17
3,15,Costa A.,Dif,D,6.0,,,,,,,,6.0,Empoli,27,2016-17
4,21,Pasqual M.,Dif,D,5.0,,,,,,,,5.0,Empoli,27,2016-17
5,11,Croce D.,Cen,C,6.5,,,,,,,,6.5,Empoli,27,2016-17
6,8,Diousse A.,Cen,C,6.5,,,,,,1.0,,6.0,Empoli,27,2016-17
7,33,Krunic R.,Tre,T,6.0,,,,,,,,6.0,Empoli,27,2016-17
8,77,El Kaddouri O.,Tre,T,6.0,,,,,,,,6.0,Empoli,27,2016-17
9,20,Pucciarelli M.,Att,A,5.0,,,,,,,,5.0,Empoli,27,2016-17
10,7,Maccarone M.,Att,A,5.0,,,,,,1.0,,4.5,Empoli,27,2016-17
11,77,Buchel M.,Cen,C,,,,,,,,,,Empoli,27,2016-17
12,89,Marilungo G.,Att,A,5.0,,,,,,,,5.0,Empoli,27,2016-17
0,12,Tatarusanu C.,Por,P,7.0,,,,,,,,7.0,Fiorentina,27,2016-17
1,13,Astori D.,Dif,D,6.5,,,,,,1.0,,6.0,Fiorentina,27,2016-17
2,2,Rodriguez G.,Dif,D,6.0,,,,,,1.0,,5.5,Fiorentina,27,2016-17
3,8,Vecino M.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,27,2016-17
4,20,Valero B.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,27,2016-17
5,5,Badelj M.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,27,2016-17
6,6,Sanchez C.,Cen,C,5.5,,,,,,,,5.5,Fiorentina,27,2016-17
7,25,Chiesa F.,Tre,T,5.0,,,,,,1.0,,4.5,Fiorentina,27,2016-17
8,32,Ilicic J.,Tre,T,5.5,,,,,,1.0,,5.0,Fiorentina,27,2016-17
9,16,Tello C.,Tre,T,6.5,,,,,,,,6.5,Fiorentina,27,2016-17
10,9,Kalinic N.,Att,A,6.0,,,,,,,,6.0,Fiorentina,27,2016-17
11,15,Olivera M.,Dif,D,,,,,,,,,,Fiorentina,27,2016-17
12,10,Bernardeschi F.,Tre,T,5.5,,,,,,,,5.5,Fiorentina,27,2016-17
13,30,Babacar K.,Att,A,,,,,,,,,,Fiorentina,27,2016-17
0,23,Lamanna E.,Por,P,6.0,,,,,,,,6.0,Genoa,27,2016-17
1,8,Burdisso N.,Dif,D,6.5,,,,,,,,6.5,Genoa,27,2016-17
2,5,Izzo A.,Dif,D,6.0,,,,,,,,6.0,Genoa,27,2016-17
3,24,Munoz E.,Dif,D,6.0,,,,,,,,6.0,Genoa,27,2016-17
4,93,Laxalt D.,Cen,C,5.0,,,,,,,,5.0,Genoa,27,2016-17
5,30,Rigoni L.,Cen,C,5.0,,,,,,1.0,,4.5,Genoa,27,2016-17
6,10,Hiljemark O.,Cen,C,6.5,1.0,,,,,,,9.5,Genoa,27,2016-17
7,5,Cataldi D.,Cen,C,6.0,,,,,,,,6.0,Genoa,27,2016-17
8,22,Lazovic D.,Tre,T,5.0,,,,,,,,5.0,Genoa,27,2016-17
9,9,Simeone G.,Att,A,5.5,,,,,,,,5.5,Genoa,27,2016-17
10,51,Pinilla M.,Att,A,6.5,,1.0,,,,1.0,,7.0,Genoa,27,2016-17
11,4,Cofie I.,Cen,C,,,,,,,,,,Genoa,27,2016-17
12,10,Ntcham O.,Cen,C,7.0,1.0,,,,,,,10.0,Genoa,27,2016-17
0,1,Handanovic S.,Por,P,6.5,-1.0,,,,,,,5.5,Inter,27,2016-17
1,33,Dambrosio D.,Dif,D,6.5,,,,,,,,6.5,Inter,27,2016-17
2,15,Ansaldi C.,Dif,D,6.5,,,,,,,,6.5,Inter,27,2016-17
3,25,Miranda J.,Dif,D,6.5,,,,,,,,6.5,Inter,27,2016-17
4,4,Gagliardini R.,Cen,C,6.5,1.0,,,,,,,9.5,Inter,27,2016-17
5,7,Kondogbia G.,Cen,C,6.5,,,,,,,,6.5,Inter,27,2016-17
6,17,Medel G.,Cen,C,7.0,,,,,,,,7.0,Inter,27,2016-17
7,19,Banega E.,Tre,T,7.5,1.0,1.0,,,,,,11.5,Inter,27,2016-17
8,44,Perisic I.,Tre,T,8.0,2.0,,,,,,,14.0,Inter,27,2016-17
9,87,Candreva A.,Tre,T,6.0,,,,,,,,6.0,Inter,27,2016-17
10,9,Icardi M.,Att,A,7.0,1.0,,1.0,,,,,10.0,Inter,27,2016-17
11,55,Nagatomo Y.,Dif,D,,,,,,,,,,Inter,27,2016-17
12,6,Joao Mario,Tre,T,,,,,,,,,,Inter,27,2016-17
13,23,Eder C.,Att,A,6.0,,,,,,,,6.0,Inter,27,2016-17
0,1,Buffon G.,Por,P,5.5,-1.0,,,,,,,4.5,Juventus,27,2016-17
1,23,Alves D.,Dif,D,5.5,,,,,,,,5.5,Juventus,27,2016-17
2,3,Chiellini G.,Dif,D,6.0,,,,,,,,6.0,Juventus,27,2016-17
3,19,Bonucci L.,Dif,D,6.5,1.0,,,,,,,9.5,Juventus,27,2016-17
4,12,Alex Sandro,Dif,D,6.5,,,,,,,,6.5,Juventus,27,2016-17
5,6,Khedira S.,Cen,C,5.5,,,,,,,,5.5,Juventus,27,2016-17
6,5,Pjanic M.,Cen,C,6.0,,,,,,,,6.0,Juventus,27,2016-17
7,7,Cuadrado J.,Tre,T,5.5,,,,,,1.0,,5.0,Juventus,27,2016-17
8,21,Dybala P.,Att,A,5.5,,1.0,,,,,,6.5,Juventus,27,2016-17
9,17,Mandzukic M.,Att,A,5.5,,,,,,,,5.5,Juventus,27,2016-17
10,9,Higuain G.,Att,A,5.0,,,,,,,,5.0,Juventus,27,2016-17
11,4,Benatia M.,Dif,D,5.5,,,,,,,,5.5,Juventus,27,2016-17
12,28,Rincon T.,Cen,C,,,,,,,,,,Juventus,27,2016-17
13,20,Pjaca M.,Tre,T,5.5,,,,,,1.0,,5.0,Juventus,27,2016-17
0,0,Strakosha T.,Por,P,6.0,,,,,,,,6.0,Lazio,27,2016-17
1,26,Radu S.,Dif,D,6.5,,,,,,,,6.5,Lazio,27,2016-17
2,8,Basta D.,Dif,D,6.5,,,,,,,,6.5,Lazio,27,2016-17
3,3,De Vrij S.,Dif,D,6.0,,,,,,,,6.0,Lazio,27,2016-17
4,2,Hoedt W.,Dif,D,6.0,,,,,,,,6.0,Lazio,27,2016-17
