,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
6279,36,jagiello f,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2879,36,larsen s,udinese,D,7.0,6.5,0.0,-0.5,0.0,0.0,0.0,1.0,2019-20
9947,36,lukaku r,inter,A,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
1686,36,dambrosio d,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9769,36,kouame c,fiorentina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11011,36,conte,inter,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9572,36,ghezzal r,fiorentina,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11396,36,liverani,lecce,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8995,36,berardi d,sassuolo,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10113,36,muriel l,atalanta,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1838,36,de maio s,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7796,36,ramirez g,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2199,36,faraoni d,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3369,36,muldur m,sassuolo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
867,36,alex sandro,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5447,36,chiesa f,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3361,36,moses v,inter,D,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
3312,36,meccariello b,lecce,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8956,36,belotti a,torino,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8708,36,walace s,udinese,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6325,36,jankto j,sampdoria,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9597,36,haraslin l,sassuolo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5202,36,brozovic m,inter,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7993,36,saponara r,lecce,C,6.5,5.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
2384,36,ghiglione p,genoa,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8340,36,tonali s,brescia,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7954,36,ruiz f,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10582,36,salcedo e,verona,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2912,36,lirola p,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
971,36,augello t,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4638,36,allan m,napoli,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3349,36,milenkovic n,fiorentina,D,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2892,36,laurini v,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7140,36,meite s,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3960,36,rrahmani a,verona,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10133,36,nestorovski i,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
171,36,donnarumma g,milan,P,9.0,7.0,-1.0,0.0,0.0,3.0,0.0,0.0,2019-20
2846,36,kyriakopoulos g,sassuolo,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7680,36,poli a,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4703,36,anderson d,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4292,36,ter avest,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10949,36,zaza s,torino,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5756,36,dessena d,brescia,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7504,36,pellegrini lo,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
989,36,b peres,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6806,36,lobotka s,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6194,36,horvath k,spal,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7837,36,ribery f,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10663,36,sansone n,bologna,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2318,36,gabbia m,milan,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3500,36,nuytinck b,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5135,36,bonaventura g,milan,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2047,36,dijks m,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5849,36,duncan a,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
