,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
3294,33,mbaye i,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2417,33,goldaniga e,genoa,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2945,33,lucioni f,lecce,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2475,33,gunter k,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4752,33,barak a,lecce,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11258,33,gotti,udinese,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7826,33,ramsey a,juventus,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4740,33,badu e,verona,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4087,33,salamon b,spal,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10052,33,milik a,napoli,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4858,33,behrami v,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4749,33,baldursson af,bologna,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2052,33,dijks m,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
154,33,donnarumma g,milan,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
10584,33,salcedo e,verona,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11287,33,iachini,fiorentina,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7989,33,saponara r,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
466,33,pau lopez,roma,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
1924,33,dell orco c,lecce,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9998,33,martinez l,inter,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11623,33,ranieri,sampdoria,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2181,33,empereur a,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11306,33,inzaghi s,lazio,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10557,33,ronaldo c,juventus,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4929,33,bentancur r,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11010,33,conte,inter,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
298,33,handanovic s,inter,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7692,33,poli a,bologna,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10031,33,mertens d,napoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1748,33,darmian m,parma,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7890,33,rog m,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2383,33,ghiglione p,genoa,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10618,33,sanchez a,inter,A,11.5,7.5,3.0,0.0,0.0,0.0,0.0,1.0,2019-20
3903,33,romagnoli a,milan,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
1743,33,danilo l,bologna,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
901,33,alves b,parma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2996,33,lukaku j,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4,33,andrenacci l,brescia,P,-1.0,5.0,-6.0,0.0,0.0,0.0,0.0,0.0,2019-20
2341,33,gagliolo r,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11643,33,sarri,juventus,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8163,33,spalek n,brescia,C,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
4072,33,sala j,spal,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4903,33,bennacer i,milan,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3379,33,muldur m,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2985,33,luiz felipe,lazio,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3035,33,lykogiannis c,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2058,33,dimarco f,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1030,33,barreca a,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7662,33,pjanic m,juventus,C,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2019-20
96,33,consigli a,sassuolo,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2019-20
4000,33,rugani d,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10602,33,sanabria a,genoa,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1714,33,danilo ds,juventus,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
11046,33,d aversa,parma,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3279,33,mattiello f,cagliari,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11335,33,juric,verona,0,5.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,2019-20
2462,33,gosens r,atalanta,D,9.5,7.5,0.0,0.0,0.0,0.0,0.0,2.0,2019-20
