,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,7.0,-2.0,,,,,,,5.0,Atalanta,34,2016-17
1,5,Masiello A.,Dif,D,7.0,,,,,,,,7.0,Atalanta,34,2016-17
2,13,Caldara M.,Dif,D,7.0,,,,,,,,7.0,Atalanta,34,2016-17
3,24,Conti A.,Dif,D,7.0,1.0,,,,,1.0,,9.5,Atalanta,34,2016-17
4,0,Hateboer H.,Dif,D,6.0,,,,,,,,6.0,Atalanta,34,2016-17
5,3,Toloi R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,34,2016-17
6,6,Cristante B.,Cen,C,6.0,,,,,,,,6.0,Atalanta,34,2016-17
7,27,Kurtic J.,Cen,C,5.5,,,,,,,,5.5,Atalanta,34,2016-17
8,11,Freuler R.,Cen,C,7.0,1.0,,,,,1.0,,9.5,Atalanta,34,2016-17
9,10,Gomez A.,Tre,T,7.0,,1.0,,,,1.0,,7.5,Atalanta,34,2016-17
10,37,Spinazzola L.,Tre,T,5.0,,,,,1.0,,,3.0,Atalanta,34,2016-17
11,19,Kessie F.,Cen,C,6.0,,,,,,,,6.0,Atalanta,34,2016-17
12,29,Petagna A.,Att,A,,,,,,,,,,Atalanta,34,2016-17
0,83,Mirante A.,Por,P,6.0,,,,,,,,6.0,Bologna,34,2016-17
1,15,Mbaye I.,Dif,D,6.0,,,,,,,,6.0,Bologna,34,2016-17
2,20,Maietta D.,Dif,D,6.5,,,,,,,,6.5,Bologna,34,2016-17
3,35,Torosidis V.,Dif,D,6.0,,,,,,,,6.0,Bologna,34,2016-17
4,28,Gastaldello D.,Dif,D,6.5,,,,,,,,6.5,Bologna,34,2016-17
5,8,Taider S.,Cen,C,7.0,1.0,,,,,,,10.0,Bologna,34,2016-17
6,17,Donsah G.,Cen,C,7.0,,1.0,,,,,,8.0,Bologna,34,2016-17
7,6,Viviani F.,Cen,C,6.0,,,,,,1.0,,5.5,Bologna,34,2016-17
8,11,Krejci L.,Tre,T,7.0,,1.0,,,,,,8.0,Bologna,34,2016-17
9,9,Verdi S.,Tre,T,7.0,1.0,,,,,,,10.0,Bologna,34,2016-17
10,10,Destro M.,Att,A,7.5,2.0,,,,,,,13.5,Bologna,34,2016-17
11,2,Oikonomou M.,Dif,D,,,,,,,,,,Bologna,34,2016-17
12,4,Krafth E.,Dif,D,6.0,,,,,,,,6.0,Bologna,34,2016-17
13,0,Petkovic B.,Att,A,,,,,,,,,5.5,Bologna,34,2016-17
0,1,Rafael A.,Por,P,7.0,,,,,,,,7.0,Cagliari,34,2016-17
1,29,Murru N.,Dif,D,5.5,,,,,,,,5.5,Cagliari,34,2016-17
2,2,Alves B.,Dif,D,6.0,,,,,,1.0,,5.5,Cagliari,34,2016-17
3,19,Pisacane F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,34,2016-17
4,35,Salamon B.,Dif,D,6.5,,,,,,,,6.5,Cagliari,34,2016-17
5,77,Tachtsidis P.,Cen,C,5.0,,,,,,,,5.0,Cagliari,34,2016-17
6,21,Ionita A.,Cen,C,5.5,,,,,,,,5.5,Cagliari,34,2016-17
7,18,Barella N.,Cen,C,6.5,,,,,,,,6.5,Cagliari,34,2016-17
8,10,Joao Pedro,Tre,T,6.5,1.0,,1.0,,,,,9.5,Cagliari,34,2016-17
9,17,Farias D.,Tre,T,5.0,,,,,,,,5.0,Cagliari,34,2016-17
10,22,Borriello M.,Att,A,6.5,,,,,,,,6.5,Cagliari,34,2016-17
11,20,Padoin S.,Cen,C,,,,,,,,,,Cagliari,34,2016-17
12,16,Farago P.,Cen,C,6.0,,,,,,,,6.0,Cagliari,34,2016-17
13,25,Sau M.,Att,A,6.0,,,,,,,,6.0,Cagliari,34,2016-17
0,70,Sorrentino S.,Por,P,6.0,-1.0,,,,,,,5.0,Chievo,34,2016-17
1,12,Cesar B.,Dif,D,6.0,,,,,,,,6.0,Chievo,34,2016-17
2,18,Gobbi M.,Dif,D,6.5,,1.0,,,,1.0,,7.0,Chievo,34,2016-17
3,3,Dainelli D.,Dif,D,6.0,,,,,,,,6.0,Chievo,34,2016-17
4,19,Castro L.,Cen,C,6.5,,1.0,,,,,,7.5,Chievo,34,2016-17
5,28,Bastien S.,Cen,C,6.5,1.0,,,,,,,9.5,Chievo,34,2016-17
6,13,Izco M.,Cen,C,6.0,,,,,,,,6.0,Chievo,34,2016-17
7,8,Radovanovic I.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,34,2016-17
8,97,Depaoli F.,Cen,C,5.0,,,,,,,1.0,4.0,Chievo,34,2016-17
9,23,Birsa V.,Tre,T,7.0,1.0,,,,,,,10.0,Chievo,34,2016-17
10,45,Inglese R.,Att,A,5.0,,,,,,,,5.0,Chievo,34,2016-17
11,2,Spolli N.,Dif,D,6.5,,,,,,,,6.5,Chievo,34,2016-17
12,15,De Guzman J.,Tre,T,,,,,,,,,,Chievo,34,2016-17
13,31,Pellissier S.,Att,A,6.0,,,,,,,,6.0,Chievo,34,2016-17
0,1,Cordaz A.,Por,P,6.0,-1.0,,,,,,,5.0,Crotone,34,2016-17
1,87,Martella B.,Dif,D,6.5,,,,,,,,6.5,Crotone,34,2016-17
2,28,Rosi A.,Dif,D,6.0,,,,,,,,6.0,Crotone,34,2016-17
3,17,Ceccherini F.,Dif,D,6.5,,,,,,,,6.5,Crotone,34,2016-17
4,13,Ferrari G.,Dif,D,6.5,,,,,,1.0,,6.0,Crotone,34,2016-17
5,18,Barberis A.,Cen,C,6.0,,,,,,,,6.0,Crotone,34,2016-17
6,8,Crisetig L.,Cen,C,6.5,,,,,,1.0,,6.0,Crotone,34,2016-17
7,6,Rohden M.,Cen,C,5.5,,,,,,,,5.5,Crotone,34,2016-17
8,9,Nalini A.,Tre,T,6.0,,1.0,,,,,,7.0,Crotone,34,2016-17
9,11,Falcinelli D.,Att,A,6.0,,,,,,1.0,,5.5,Crotone,34,2016-17
10,29,Trotta M.,Att,A,6.5,1.0,,,,,,,9.5,Crotone,34,2016-17
11,23,Dussenne N.,Dif,D,6.0,,,,,,,,6.0,Crotone,34,2016-17
12,28,Capezzi L.,Cen,C,,,,,,,,,,Crotone,34,2016-17
13,12,Stoian A.,Tre,T,5.0,,,,,,,,5.0,Crotone,34,2016-17
0,28,Skorupski L.,Por,P,6.0,-3.0,,,,,,,3.0,Empoli,34,2016-17
1,6,Bellusci G.,Dif,D,4.5,,,,,,,,4.5,Empoli,34,2016-17
2,2,Laurini V.,Dif,D,5.5,,,,,,,,5.5,Empoli,34,2016-17
3,19,Barba F.,Dif,D,4.5,,,,,,,,4.5,Empoli,34,2016-17
4,21,Pasqual M.,Dif,D,5.5,,,,,,,,5.5,Empoli,34,2016-17
5,88,Tello A.,Cen,C,5.0,,,,,,,,5.0,Empoli,34,2016-17
6,8,Diousse A.,Cen,C,5.5,,,,,,1.0,,5.0,Empoli,34,2016-17
7,33,Krunic R.,Tre,T,6.0,,,,,,,,6.0,Empoli,34,2016-17
8,77,El Kaddouri O.,Tre,T,5.5,,,,,,,,5.5,Empoli,34,2016-17
9,27,Thiam M.,Att,A,5.0,,,,,,,,5.0,Empoli,34,2016-17
10,20,Pucciarelli M.,Att,A,5.5,1.0,,1.0,,,,,8.5,Empoli,34,2016-17
11,3,Zambelli M.,Dif,D,,,,,,,,,,Empoli,34,2016-17
12,4,Dimarco F.,Dif,D,,,,,,,,,,Empoli,34,2016-17
13,7,Maccarone M.,Att,A,6.0,,,,,,1.0,,5.5,Empoli,34,2016-17
0,12,Tatarusanu C.,Por,P,6.0,-2.0,,,,,,,4.0,Fiorentina,34,2016-17
1,18,Salcedo C.,Dif,D,5.0,,,,,,1.0,,4.5,Fiorentina,34,2016-17
2,13,Astori D.,Dif,D,4.0,,,,,,,1.0,3.0,Fiorentina,34,2016-17
3,31,Milic H.,Dif,D,4.5,,,,,,,,4.5,Fiorentina,34,2016-17
4,8,Vecino M.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,34,2016-17
5,20,Valero B.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,34,2016-17
6,5,Badelj M.,Cen,C,6.0,,,,,,1.0,,5.5,Fiorentina,34,2016-17
7,6,Sanchez C.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,34,2016-17
8,32,Ilicic J.,Tre,T,5.0,,,,,,,,5.0,Fiorentina,34,2016-17
