,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,95,Gollini P.,Por,P,5.0,-2.0,,,,,,,3.0,Atalanta,7,2018-19
1,33,Hateboer H.,Dif,D,6.0,,,,,,,,6.0,Atalanta,7,2018-19
2,6,Palomino J.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,7,2018-19
3,21,Castagne T.,Dif,D,6.0,,,,,,,,6.0,Atalanta,7,2018-19
4,3,Toloi R.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,7,2018-19
5,23,Mancini G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,7,2018-19
6,15,De Roon M.,Cen,C,5.5,,,,,,,,5.5,Atalanta,7,2018-19
7,88,Pasalic M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,7,2018-19
8,11,Freuler R.,Cen,C,6.5,,,,,,,,6.5,Atalanta,7,2018-19
9,10,Gomez A.,Tre,T,6.5,,,,,,1.0,,6.0,Atalanta,7,2018-19
10,91,Zapata D.,Att,A,6.0,,,,,,,,6.0,Atalanta,7,2018-19
11,53,Adnan A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,7,2018-19
12,24,Rigoni E.,Tre,T,6.0,,,,,,,,6.0,Atalanta,7,2018-19
13,99,Barrow M.,Att,A,,,,,,,,,,Atalanta,7,2018-19
0,28,Skorupski L.,Por,P,6.0,-1.0,,,,,,,5.0,Bologna,7,2018-19
1,33,Calabresi A.,Dif,D,6.0,,,,,,,,6.0,Bologna,7,2018-19
2,23,Danilo L.,Dif,D,6.0,,,,,,,,6.0,Bologna,7,2018-19
3,4,De Maio S.,Dif,D,5.5,,,,,,,,5.5,Bologna,7,2018-19
4,14,Mattiello F.,Dif,D,6.5,,1.0,,,,,,7.5,Bologna,7,2018-19
5,31,Dzemaili B.,Cen,C,6.5,,,,,,,,6.5,Bologna,7,2018-19
6,8,Nagy A.,Cen,C,6.5,,,,,,1.0,,6.0,Bologna,7,2018-19
