,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
3608,19,bubnjic i,udinese,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
20257,19,pjaca m,juventus,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
12153,19,donsah g,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5312,19,gabbia m,milan,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5277,19,florenzi a,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
18546,19,icardi m,inter,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
21267,19,allegri,juventus,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
11159,19,cataldi d,benevento,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
14444,19,memushaj l,benevento,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
5008,19,emerson p,roma,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
18572,19,iemmello p,benevento,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9238,19,tonelli l,napoli,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
11253,19,ciciretti a,benevento,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
12579,19,frattesi d,sassuolo,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
16574,19,viola n,benevento,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
21961,19,spalletti,inter,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5031,19,faraoni d,crotone,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3258,19,bereszynski b,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
14463,19,milinkovic s,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
18506,19,higuain g,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
8094,19,pisacane f,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
14398,19,melegoni f,atalanta,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3526,19,bonucci l,milan,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9191,19,tomovic n,chievo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
11916,19,del pinto l,benevento,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
21220,19,zapata d,sampdoria,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
20192,19,pierini n,sassuolo,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2601,19,albiol r,napoli,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
18761,19,kanoute m,benevento,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
