,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,91,Gollini P.,Por,P,6.0,,,,,,,,6.0,Atalanta,37,2016-17
1,5,Masiello A.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,37,2016-17
2,13,Caldara M.,Dif,D,7.0,,,,,,,,7.0,Atalanta,37,2016-17
3,24,Conti A.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,37,2016-17
4,3,Toloi R.,Dif,D,6.5,,,,,,,,6.5,Atalanta,37,2016-17
5,11,Freuler R.,Cen,C,7.0,,,,,,,,7.0,Atalanta,37,2016-17
6,27,Kurtic J.,Cen,C,6.5,,,,,,,,6.5,Atalanta,37,2016-17
7,10,Gomez A.,Tre,T,7.0,1.0,,,,,,,10.0,Atalanta,37,2016-17
8,37,Spinazzola L.,Tre,T,6.0,,,,,,,,6.0,Atalanta,37,2016-17
9,29,Petagna A.,Att,A,6.0,,,,,,,,6.0,Atalanta,37,2016-17
10,0,Hateboer H.,Dif,D,,,,,,,,,,Atalanta,37,2016-17
11,88,Grassi A.,Cen,C,6.5,,,,,,,,6.5,Atalanta,37,2016-17
12,19,Kessie F.,Cen,C,6.5,,,,,,,,6.5,Atalanta,37,2016-17
13,43,Paloschi A.,Att,A,5.5,,,,,,,,5.5,Atalanta,37,2016-17
0,83,Mirante A.,Por,P,5.5,-3.0,,,,,,,2.5,Bologna,37,2016-17
1,15,Mbaye I.,Dif,D,6.0,,,,,,,,6.0,Bologna,37,2016-17
2,18,Helander F.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,37,2016-17
3,35,Torosidis V.,Dif,D,5.5,,,,,,,,5.5,Bologna,37,2016-17
4,28,Gastaldello D.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,37,2016-17
5,17,Donsah G.,Cen,C,5.5,,,,,,,,5.5,Bologna,37,2016-17
6,8,Taider S.,Cen,C,5.5,,,,,,,,5.5,Bologna,37,2016-17
7,14,Di Francesco F.,Tre,T,,,,,,,,,6.0,Bologna,37,2016-17
8,11,Krejci L.,Tre,T,5.0,,,,,,,,5.0,Bologna,37,2016-17
9,9,Verdi S.,Tre,T,5.5,,,,,,,,5.5,Bologna,37,2016-17
10,10,Destro M.,Att,A,5.0,,,,,,,,5.0,Bologna,37,2016-17
11,4,Krafth E.,Dif,D,5.0,,,,,,,,5.0,Bologna,37,2016-17
12,0,Okonkwo O.,Tre,T,5.0,,,,,,,,5.0,Bologna,37,2016-17
13,22,Rizzo L.,Tre,T,5.5,,,,,,,,5.5,Bologna,37,2016-17
0,1,Rafael A.,Por,P,4.5,-6.0,,,,,,,-1.5,Cagliari,37,2016-17
1,29,Murru N.,Dif,D,5.5,,,,,,,,5.5,Cagliari,37,2016-17
2,19,Pisacane F.,Dif,D,6.0,,,,,,1.0,,5.5,Cagliari,37,2016-17
3,3,Isla M.,Dif,D,5.0,,1.0,,,,1.0,,5.5,Cagliari,37,2016-17
4,20,Padoin S.,Cen,C,5.0,,,,,,,,5.0,Cagliari,37,2016-17
5,77,Tachtsidis P.,Cen,C,4.5,,1.0,,,,,,5.5,Cagliari,37,2016-17
6,10,Joao Pedro,Tre,T,4.5,,,,,,,,4.5,Cagliari,37,2016-17
7,17,Farias D.,Tre,T,5.0,,,,,,,,5.0,Cagliari,37,2016-17
8,22,Borriello M.,Att,A,5.0,,,,,,1.0,,4.5,Cagliari,37,2016-17
9,25,Sau M.,Att,A,6.5,1.0,,,,,1.0,,9.0,Cagliari,37,2016-17
10,2,Alves B.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,37,2016-17
11,16,Farago P.,Cen,C,5.5,,,,,,,,5.5,Cagliari,37,2016-17
12,21,Ionita A.,Cen,C,6.0,1.0,,,,,,,9.0,Cagliari,37,2016-17
13,0,Han K.,Att,A,6.0,,,,,,,,6.0,Cagliari,37,2016-17
0,70,Sorrentino S.,Por,P,6.0,-5.0,,,,,,,1.0,Chievo,37,2016-17
1,12,Cesar B.,Dif,D,5.0,,,,,,,,5.0,Chievo,37,2016-17
2,18,Gobbi M.,Dif,D,5.5,,,,,,,,5.5,Chievo,37,2016-17
3,5,Gamberini A.,Dif,D,5.5,,,,,,,,5.5,Chievo,37,2016-17
4,29,Cacciatore F.,Dif,D,5.5,,,,,,,,5.5,Chievo,37,2016-17
5,19,Castro L.,Cen,C,6.5,1.0,,,,,1.0,,9.0,Chievo,37,2016-17
6,28,Bastien S.,Cen,C,6.0,,,,,,,,6.0,Chievo,37,2016-17
7,97,Depaoli F.,Cen,C,6.0,,,,,,,,6.0,Chievo,37,2016-17
8,8,Radovanovic I.,Cen,C,6.5,,,,,,1.0,,6.0,Chievo,37,2016-17
9,23,Birsa V.,Tre,T,6.5,,1.0,,,,,,7.5,Chievo,37,2016-17
10,45,Inglese R.,Att,A,7.5,2.0,1.0,,,,,,14.5,Chievo,37,2016-17
11,21,Frey N.,Dif,D,5.0,,,,,,,,5.0,Chievo,37,2016-17
12,31,Pellissier S.,Att,A,5.5,,1.0,,,,,,6.5,Chievo,37,2016-17
0,1,Cordaz A.,Por,P,5.5,-3.0,,,,,,,2.5,Crotone,37,2016-17
1,87,Martella B.,Dif,D,5.0,,,,,,1.0,,4.5,Crotone,37,2016-17
2,13,Ferrari G.,Dif,D,5.0,,,,,,,,5.0,Crotone,37,2016-17
3,28,Rosi A.,Dif,D,5.0,,,,,,,,5.0,Crotone,37,2016-17
4,17,Ceccherini F.,Dif,D,5.5,,,,,,,,5.5,Crotone,37,2016-17
5,18,Barberis A.,Cen,C,5.5,,,,,,,,5.5,Crotone,37,2016-17
6,6,Rohden M.,Cen,C,5.5,,,,,,,,5.5,Crotone,37,2016-17
7,8,Crisetig L.,Cen,C,5.0,,,,,,,,5.0,Crotone,37,2016-17
8,9,Nalini A.,Tre,T,6.0,,,,,,,,6.0,Crotone,37,2016-17
9,24,Tonev A.,Tre,T,5.0,,,,,,,,5.0,Crotone,37,2016-17
10,11,Falcinelli D.,Att,A,6.0,,,,,,,,6.0,Crotone,37,2016-17
11,31,Sampirisi M.,Dif,D,5.5,,,,,,,,5.5,Crotone,37,2016-17
12,0,Acosty B.,Tre,T,5.5,,,,,,,,5.5,Crotone,37,2016-17
13,99,Simy,Att,A,6.0,,,,,,,,6.0,Crotone,37,2016-17
0,28,Skorupski L.,Por,P,5.0,-1.0,,,,,,,4.0,Empoli,37,2016-17
1,2,Laurini V.,Dif,D,5.0,,,,,,,,5.0,Empoli,37,2016-17
2,6,Bellusci G.,Dif,D,5.0,,,,,,,,5.0,Empoli,37,2016-17
3,15,Costa A.,Dif,D,5.5,,,,,,,,5.5,Empoli,37,2016-17
4,21,Pasqual M.,Dif,D,5.0,,,,,,1.0,,4.5,Empoli,37,2016-17
5,11,Croce D.,Cen,C,6.5,,,,,,,,6.5,Empoli,37,2016-17
6,77,Buchel M.,Cen,C,4.5,,,,,,1.0,,4.0,Empoli,37,2016-17
7,77,El Kaddouri O.,Tre,T,5.5,,,,,,1.0,,5.0,Empoli,37,2016-17
8,33,Krunic R.,Tre,T,4.5,,,,,,,,4.5,Empoli,37,2016-17
9,7,Maccarone M.,Att,A,5.5,,,,,,,,5.5,Empoli,37,2016-17
10,20,Pucciarelli M.,Att,A,5.0,,,,,,,,5.0,Empoli,37,2016-17
11,4,Dimarco F.,Dif,D,5.0,,,,,,,,5.0,Empoli,37,2016-17
